,Epha4
46482,1.0
46483,0.0
46484,2.0
46485,1.0
46486,1.0
46487,1.0
46488,0.0
46489,1.0
46490,0.0
46491,2.0
46492,0.0
46493,1.0
46494,0.0
46495,7.0
46496,0.0
46497,0.0
46498,1.0
46499,1.0
46500,1.0
46501,1.0
46502,3.0
46503,0.0
46504,3.0
46505,1.0
46506,0.0
46507,0.0
46508,3.0
46509,2.0
46510,1.0
46511,0.0
46512,0.0
46513,0.0
46514,0.0
46515,1.0
46516,0.0
46517,0.0
46518,3.0
46519,3.0
46520,0.0
46521,1.0
46522,0.0
46523,0.0
46524,1.0
46525,3.0
46526,0.0
46527,5.0
46528,0.0
46529,4.0
46530,1.0
46531,5.0
46532,1.0
46533,1.0
46534,1.0
46535,0.0
46536,3.0
46537,1.0
46538,0.0
46539,2.0
46540,1.0
46541,0.0
46542,1.0
46543,7.0
46544,0.0
46545,0.0
46546,0.0
46547,0.0
46548,0.0
46549,0.0
46550,2.0
46551,0.0
46552,0.0
46553,0.0
46554,0.0
46555,0.0
46556,0.0
46557,0.0
46558,2.0
46559,0.0
46560,0.0
46561,2.0
46562,0.0
46563,2.0
46564,0.0
46565,1.0
46566,0.0
46567,1.0
46568,1.0
46569,6.0
46570,0.0
46571,0.0
46572,1.0
46573,2.0
46574,1.0
46575,0.0
46576,0.0
46577,3.0
46578,1.0
46579,1.0
46580,0.0
46581,0.0
46582,0.0
46583,2.0
46584,0.0
46585,0.0
46586,0.0
46587,1.0
46588,0.0
46589,0.0
46590,0.0
46591,0.0
46592,0.0
46593,0.0
46594,1.0
46595,3.0
46596,1.0
46597,0.0
46598,0.0
46599,1.0
46600,0.0
46601,3.0
46602,0.0
46603,3.0
46604,0.0
46605,0.0
46606,1.0
46607,2.0
46608,0.0
46609,0.0
46610,0.0
46611,4.0
46612,0.0
46613,2.0
46614,0.0
46615,3.0
46616,0.0
46617,4.0
46618,1.0
46619,6.0
46620,0.0
46621,0.0
46622,1.0
46623,0.0
46624,1.0
46625,1.0
46626,0.0
46627,0.0
46628,0.0
46629,2.0
46630,3.0
46631,1.0
46632,5.0
46633,0.0
46634,0.0
46635,2.0
46636,4.0
46637,0.0
46638,1.0
46639,2.0
46640,3.0
46641,0.0
46642,0.0
46643,0.0
46644,1.0
46645,0.0
46646,2.0
46647,8.0
46648,0.0
46649,13.0
46650,0.0
46651,0.0
46652,2.0
46653,0.0
46654,2.0
46655,1.0
46656,0.0
46657,1.0
46658,0.0
46659,0.0
46660,0.0
46661,1.0
46662,0.0
46663,0.0
46664,0.0
46665,2.0
46666,1.0
46667,0.0
46668,4.0
46669,1.0
46670,4.0
46671,0.0
46672,0.0
46673,3.0
46674,0.0
46675,1.0
46676,0.0
46677,7.0
46678,0.0
46679,0.0
46680,1.0
46681,1.0
46682,10.0
46683,2.0
46684,6.0
46685,0.0
46686,0.0
46687,0.0
46688,0.0
46689,1.0
46690,3.0
46691,0.0
46692,0.0
46693,1.0
46694,0.0
46695,1.0
46696,1.0
46697,0.0
46698,0.0
46699,9.0
46700,1.0
46701,0.0
46702,0.0
46703,0.0
46704,1.0
46705,0.0
46706,3.0
46707,12.0
46708,0.0
46709,7.0
46710,6.0
46711,4.0
46712,23.0
46713,19.0
46714,11.0
46715,3.0
46716,11.0
46717,18.0
46718,22.0
46719,28.0
46720,19.0
46721,0.0
46722,14.0
46723,10.0
46724,21.0
46725,6.0
46726,2.0
46727,0.0
46728,0.0
46729,1.0
46730,11.0
46731,18.0
46732,1.0
46733,0.0
46734,0.0
46735,0.0
46736,12.0
46737,1.0
46738,25.0
46739,6.0
46740,0.0
46741,24.0
46742,12.0
46743,9.0
46744,13.0
46745,2.0
46746,1.0
46747,28.0
46748,2.0
46749,1.0
46750,13.0
46751,1.0
46752,0.0
46753,10.0
46754,1.0
46755,24.0
46756,0.0
46757,0.0
46758,22.0
46759,2.0
46760,15.0
46761,0.0
46762,1.0
46763,5.0
46764,24.0
46765,1.0
46766,0.0
46767,0.0
46768,4.0
46769,7.0
46770,5.0
46771,22.0
46772,0.0
46773,1.0
46774,0.0
46775,1.0
46776,1.0
46777,1.0
46778,0.0
46779,1.0
46780,1.0
46781,19.0
46782,2.0
46783,7.0
46784,15.0
46785,6.0
46786,0.0
46787,1.0
46788,0.0
46789,1.0
46790,5.0
46791,18.0
46792,29.0
46793,4.0
46794,1.0
46795,8.0
46796,0.0
46797,1.0
46798,1.0
46799,0.0
46800,4.0
46801,11.0
46802,28.0
46803,4.0
46804,0.0
46805,9.0
46806,5.0
46807,33.0
46808,2.0
46809,2.0
46810,1.0
46811,0.0
46812,2.0
46813,9.0
46814,30.0
46815,9.0
46816,2.0
46817,2.0
46818,0.0
46819,0.0
46820,0.0
46821,1.0
46822,0.0
46823,10.0
46824,6.0
46825,8.0
46826,9.0
46827,1.0
46828,0.0
46829,1.0
46830,4.0
46831,3.0
46832,1.0
46833,0.0
46834,0.0
46835,4.0
46836,1.0
46837,0.0
46838,0.0
46839,20.0
46840,8.0
46841,13.0
46842,0.0
46843,0.0
46844,0.0
46845,3.0
46846,5.0
46847,0.0
46848,0.0
46849,0.0
46850,26.0
46851,0.0
46852,0.0
46853,0.0
46854,3.0
46855,1.0
46856,0.0
46857,0.0
46858,8.0
46859,0.0
46860,3.0
46861,10.0
46862,1.0
46863,1.0
46864,1.0
46865,5.0
46866,13.0
46867,0.0
46868,1.0
46869,0.0
46870,3.0
46871,0.0
46872,2.0
46873,0.0
46874,0.0
46875,8.0
46876,5.0
46877,0.0
46878,5.0
46879,20.0
46880,30.0
46881,2.0
46882,4.0
46883,0.0
46884,6.0
46885,1.0
46886,4.0
46887,5.0
46888,0.0
46889,1.0
46890,33.0
46891,1.0
46892,5.0
46893,16.0
46894,0.0
46895,0.0
46896,28.0
46897,5.0
46898,4.0
46899,1.0
46900,0.0
46901,11.0
46902,2.0
46903,7.0
46904,3.0
46905,1.0
46906,0.0
46907,0.0
46908,1.0
46909,1.0
46910,2.0
46911,7.0
46912,1.0
46913,2.0
46914,1.0
46915,1.0
46916,16.0
46917,0.0
46918,1.0
46919,0.0
46920,11.0
46921,2.0
46922,0.0
46923,0.0
46924,0.0
46925,0.0
46926,0.0
46927,1.0
46928,6.0
46929,0.0
46930,0.0
46931,0.0
46932,0.0
46933,3.0
46934,6.0
46935,0.0
46936,0.0
46937,1.0
46938,3.0
46939,2.0
46940,3.0
46941,0.0
46942,15.0
46943,5.0
46944,7.0
46945,0.0
46946,10.0
46947,15.0
46948,2.0
46949,7.0
46950,11.0
46951,4.0
46952,0.0
46953,1.0
46954,13.0
46955,17.0
46956,0.0
46957,6.0
46958,1.0
46959,0.0
46960,3.0
46961,0.0
46962,0.0
46963,16.0
46964,3.0
46965,4.0
46966,0.0
46967,3.0
46968,3.0
46969,11.0
46970,0.0
46971,0.0
46972,6.0
46973,0.0
46974,2.0
46975,1.0
46976,1.0
46977,15.0
46978,1.0
46979,12.0
46980,0.0
46981,12.0
46982,17.0
46983,15.0
46984,14.0
46985,0.0
46986,8.0
46987,13.0
46988,3.0
46989,11.0
46990,0.0
46991,7.0
46992,3.0
46993,14.0
46994,1.0
46995,14.0
46996,2.0
46997,1.0
46998,19.0
46999,6.0
47000,3.0
47001,8.0
47002,1.0
47003,0.0
47004,0.0
47005,0.0
47006,10.0
47007,0.0
47008,1.0
47009,0.0
47010,11.0
47011,15.0
47012,14.0
47013,0.0
47014,8.0
47015,1.0
47016,2.0
47017,0.0
47018,0.0
47019,0.0
47020,2.0
47021,11.0
47022,2.0
47023,1.0
47024,12.0
47025,8.0
47026,0.0
47027,3.0
47028,3.0
47029,1.0
47030,17.0
47031,16.0
47032,2.0
47033,0.0
47034,0.0
47035,1.0
47036,3.0
47037,2.0
47038,3.0
47039,0.0
47040,2.0
47041,12.0
47042,0.0
47043,10.0
47044,1.0
47045,7.0
47046,8.0
47047,11.0
47048,0.0
47049,0.0
47050,6.0
47051,0.0
47052,2.0
47053,6.0
47054,13.0
47055,9.0
47056,5.0
47057,24.0
47058,13.0
47059,3.0
47060,14.0
47061,0.0
47062,51.0
47063,2.0
47064,0.0
47065,2.0
47066,1.0
47067,0.0
47068,12.0
47069,21.0
47070,1.0
47071,11.0
47072,0.0
47073,1.0
47074,0.0
47075,2.0
47076,4.0
47077,24.0
47078,1.0
47079,1.0
47080,7.0
47081,0.0
47082,4.0
47083,0.0
47084,8.0
47085,13.0
47086,0.0
47087,14.0
47088,2.0
47089,3.0
47090,13.0
47091,0.0
47092,23.0
47093,0.0
47094,13.0
47095,1.0
47096,16.0
47097,3.0
47098,5.0
47099,0.0
47100,6.0
47101,3.0
47102,0.0
47103,6.0
47104,0.0
47105,20.0
47106,9.0
47107,0.0
47108,8.0
47109,0.0
47110,0.0
47111,12.0
47112,8.0
47113,0.0
47114,5.0
47115,3.0
47116,3.0
47117,1.0
47118,0.0
47119,0.0
47120,0.0
47121,11.0
47122,16.0
47123,2.0
47124,0.0
47125,4.0
47126,8.0
47127,4.0
47128,0.0
47129,9.0
47130,17.0
47131,0.0
47132,2.0
47133,7.0
47134,0.0
47135,0.0
47136,33.0
47137,15.0
47138,5.0
47139,4.0
47140,3.0
47141,24.0
47142,1.0
47143,0.0
47144,4.0
47145,9.0
47146,1.0
47147,13.0
47148,14.0
47149,8.0
47150,7.0
47151,2.0
47152,3.0
47153,10.0
47154,5.0
47155,6.0
47156,1.0
47157,20.0
47158,1.0
47159,1.0
47160,0.0
47161,0.0
47162,19.0
47163,8.0
47164,2.0
47165,16.0
47166,0.0
47167,20.0
47168,12.0
47169,44.0
47170,1.0
47171,0.0
47172,19.0
47173,1.0
47174,11.0
47175,7.0
47176,0.0
47177,24.0
47178,0.0
47179,33.0
47180,0.0
47181,2.0
47182,0.0
47183,6.0
47184,0.0
47185,2.0
47186,3.0
47187,0.0
47188,0.0
47189,0.0
47190,0.0
47191,10.0
47192,6.0
47193,0.0
47194,9.0
47195,9.0
47196,0.0
47197,1.0
47198,2.0
47199,0.0
47200,2.0
47201,6.0
47202,0.0
47203,1.0
47204,0.0
47205,0.0
47206,6.0
47207,0.0
47208,5.0
47209,24.0
47210,0.0
47211,0.0
47212,1.0
47213,1.0
47214,1.0
47215,2.0
47216,2.0
47217,4.0
47218,0.0
47219,1.0
47220,1.0
47221,16.0
47222,0.0
47223,1.0
47224,9.0
47225,11.0
47226,0.0
47227,5.0
47228,0.0
47229,6.0
47230,0.0
47231,0.0
47232,0.0
47233,12.0
47234,0.0
47235,0.0
47236,0.0
47237,0.0
47238,1.0
47239,2.0
47240,0.0
47241,15.0
47242,1.0
47243,0.0
47244,0.0
47245,0.0
47246,10.0
47247,30.0
47248,7.0
47249,8.0
47250,0.0
47251,1.0
47252,10.0
47253,6.0
47254,0.0
47255,5.0
47256,3.0
47257,4.0
47258,0.0
47259,1.0
47260,9.0
47261,2.0
47262,8.0
47263,7.0
47264,0.0
47265,10.0
47266,1.0
47267,0.0
47268,4.0
47269,8.0
47270,2.0
47271,4.0
47272,1.0
47273,9.0
47274,0.0
47275,5.0
47276,1.0
47277,1.0
47278,0.0
47279,6.0
47280,1.0
47281,2.0
47282,0.0
47283,7.0
47284,2.0
47285,9.0
47286,4.0
47287,11.0
47288,1.0
47289,0.0
47290,1.0
47291,1.0
47292,0.0
47293,1.0
47294,0.0
47295,2.0
47296,13.0
47297,10.0
47298,8.0
47299,1.0
47300,1.0
47301,30.0
47302,1.0
47303,0.0
47304,0.0
47305,0.0
47306,9.0
47307,0.0
47308,1.0
47309,0.0
47310,1.0
47311,37.0
47312,0.0
47313,1.0
47314,1.0
47315,0.0
47316,0.0
47317,0.0
47318,0.0
47319,0.0
47320,8.0
47321,2.0
47322,0.0
47323,0.0
47324,0.0
47325,0.0
47326,8.0
47327,0.0
47328,0.0
47329,4.0
47330,7.0
47331,3.0
47332,0.0
47333,0.0
47334,2.0
47335,0.0
47336,1.0
47337,11.0
47338,0.0
47339,0.0
47340,0.0
47341,1.0
47342,0.0
47343,0.0
47344,1.0
47345,8.0
47346,2.0
47347,0.0
47348,0.0
47349,1.0
47350,1.0
47351,0.0
47352,0.0
47353,1.0
47354,0.0
47355,11.0
47356,0.0
47357,9.0
47358,0.0
47359,22.0
47360,0.0
47361,0.0
47362,12.0
47363,1.0
47364,0.0
47365,2.0
47366,0.0
47367,6.0
47368,2.0
47369,5.0
47370,0.0
47371,9.0
47372,6.0
47373,0.0
47374,4.0
47375,6.0
47376,0.0
47377,4.0
47378,7.0
47379,1.0
47380,2.0
47381,4.0
47382,0.0
47383,2.0
47384,6.0
47385,1.0
47386,4.0
47387,0.0
47388,3.0
47389,7.0
47390,5.0
47391,2.0
47392,0.0
47393,1.0
47394,1.0
47395,13.0
47396,8.0
47397,6.0
47398,4.0
47399,11.0
47400,0.0
47401,0.0
47402,2.0
47403,0.0
47404,7.0
47405,2.0
47406,1.0
47407,0.0
47408,0.0
47409,1.0
47410,1.0
47411,1.0
47412,0.0
47413,2.0
47414,3.0
47415,0.0
47416,6.0
47417,21.0
47418,4.0
47419,9.0
47420,0.0
47421,13.0
47422,0.0
47423,5.0
47424,8.0
47425,7.0
47426,3.0
47427,1.0
47428,0.0
47429,10.0
47430,8.0
47431,0.0
47432,8.0
47433,10.0
47434,1.0
47435,0.0
47436,9.0
47437,4.0
47438,0.0
47439,6.0
47440,4.0
47441,3.0
47442,3.0
47443,4.0
47444,6.0
47445,15.0
47446,7.0
47447,0.0
47448,0.0
47449,0.0
47450,6.0
47451,0.0
47452,0.0
47453,2.0
47454,1.0
47455,0.0
47456,0.0
47457,2.0
47458,5.0
47459,13.0
47460,3.0
47461,0.0
47462,2.0
47463,5.0
47464,5.0
47465,0.0
47466,1.0
47467,2.0
47468,6.0
47469,3.0
47470,3.0
47471,1.0
47472,10.0
47473,2.0
47474,14.0
47475,1.0
47476,13.0
47477,0.0
47478,0.0
47479,10.0
47480,0.0
47481,3.0
47482,1.0
47483,0.0
47484,14.0
47485,4.0
47486,17.0
47487,0.0
47488,0.0
47489,0.0
47490,0.0
47491,1.0
47492,1.0
47493,0.0
47494,0.0
47495,2.0
47496,0.0
47497,17.0
47498,1.0
47499,0.0
47500,0.0
47501,6.0
47502,11.0
47503,7.0
47504,0.0
47505,2.0
47506,2.0
47507,1.0
47508,0.0
47509,0.0
47510,0.0
47511,0.0
47512,0.0
47513,4.0
47514,0.0
47515,3.0
47516,0.0
47517,5.0
47518,1.0
47519,3.0
47520,0.0
47521,0.0
47522,2.0
47523,6.0
47524,1.0
47525,0.0
47526,0.0
47527,1.0
47528,18.0
47529,10.0
47530,3.0
47531,0.0
47532,1.0
47533,0.0
47534,0.0
47535,10.0
47536,2.0
47537,0.0
47538,1.0
47539,2.0
47540,0.0
47541,0.0
47542,0.0
47543,0.0
47544,3.0
47545,5.0
47546,8.0
47547,1.0
47548,2.0
47549,0.0
47550,1.0
47551,0.0
47552,0.0
47553,0.0
47554,0.0
47555,6.0
47556,1.0
47557,4.0
47558,1.0
47559,0.0
47560,3.0
47561,1.0
47562,0.0
47563,4.0
47564,0.0
47565,1.0
47566,0.0
47567,5.0
47568,3.0
47569,4.0
47570,0.0
47571,2.0
47572,9.0
47573,5.0
47574,0.0
47575,0.0
47576,4.0
47577,5.0
47578,0.0
47579,4.0
47580,1.0
47581,0.0
47582,2.0
47583,0.0
47584,0.0
47585,7.0
47586,8.0
47587,1.0
47588,1.0
47589,0.0
47590,0.0
47591,1.0
47592,0.0
47593,0.0
47594,0.0
47595,7.0
47596,0.0
47597,3.0
47598,0.0
47599,0.0
47600,0.0
47601,0.0
47602,2.0
47603,4.0
47604,0.0
47605,0.0
47606,0.0
47607,7.0
47608,2.0
47609,0.0
47610,1.0
47611,0.0
47612,0.0
47613,1.0
47614,1.0
47615,0.0
47616,2.0
47617,0.0
47618,0.0
47619,0.0
47620,1.0
47621,3.0
47622,1.0
47623,1.0
47624,0.0
47625,4.0
47626,0.0
47627,4.0
47628,16.0
47629,1.0
47630,1.0
47631,0.0
47632,1.0
47633,0.0
47634,0.0
47635,0.0
47636,0.0
47637,0.0
47638,0.0
47639,1.0
47640,0.0
47641,0.0
47642,2.0
47643,0.0
47644,0.0
47645,0.0
47646,1.0
47647,1.0
47648,0.0
47649,1.0
47650,1.0
47651,1.0
47652,0.0
47653,0.0
47654,4.0
47655,0.0
47656,1.0
47657,2.0
47658,0.0
47659,0.0
47660,0.0
47661,0.0
47662,2.0
47663,0.0
47664,2.0
47665,3.0
47666,12.0
47667,0.0
47668,1.0
47669,0.0
47670,0.0
47671,0.0
47672,0.0
47673,0.0
47674,4.0
47675,3.0
47676,1.0
47677,1.0
47678,3.0
47679,2.0
47680,0.0
47681,1.0
47682,4.0
47683,6.0
47684,7.0
47685,2.0
47686,1.0
47687,3.0
47688,0.0
47689,0.0
47690,2.0
47691,3.0
47692,1.0
47693,1.0
47694,0.0
47695,0.0
47696,5.0
47697,0.0
47698,3.0
47699,0.0
47700,0.0
47701,1.0
47702,0.0
47703,10.0
47704,0.0
47705,4.0
47706,6.0
47707,0.0
47708,8.0
47709,1.0
47710,0.0
47711,5.0
47712,0.0
47713,3.0
47714,10.0
47715,0.0
47716,18.0
47717,1.0
47718,10.0
47719,13.0
47720,0.0
47721,0.0
47722,1.0
47723,0.0
47724,24.0
47725,1.0
47726,2.0
47727,0.0
47728,1.0
47729,1.0
47730,2.0
47731,0.0
47732,0.0
47733,0.0
47734,2.0
47735,0.0
47736,8.0
47737,11.0
47738,9.0
47739,11.0
47740,9.0
47741,1.0
47742,0.0
47743,1.0
47744,1.0
47745,0.0
47746,0.0
47747,1.0
47748,0.0
47749,6.0
47750,7.0
47751,3.0
47752,13.0
47753,0.0
47754,2.0
47755,8.0
47756,22.0
47757,0.0
47758,20.0
47759,7.0
47760,1.0
47761,0.0
47762,2.0
47763,20.0
47764,11.0
47765,0.0
47766,0.0
47767,0.0
47768,0.0
47769,9.0
47770,0.0
47771,1.0
47772,0.0
47773,0.0
47774,1.0
47775,0.0
47776,2.0
47777,1.0
47778,4.0
47779,0.0
47780,0.0
47781,0.0
47782,2.0
47783,11.0
47784,0.0
47785,10.0
47786,0.0
47787,2.0
47788,10.0
47789,0.0
47790,0.0
47791,3.0
47792,1.0
47793,0.0
47794,0.0
47795,26.0
47796,17.0
47797,3.0
47798,0.0
47799,1.0
47800,2.0
47801,16.0
47802,2.0
47803,2.0
47804,0.0
47805,3.0
47806,1.0
47807,6.0
47808,0.0
47809,0.0
47810,22.0
47811,0.0
47812,11.0
47813,1.0
47814,2.0
47815,0.0
47816,0.0
47817,0.0
47818,0.0
47819,1.0
47820,0.0
47821,1.0
47822,10.0
47823,2.0
47824,0.0
47825,12.0
47826,5.0
47827,2.0
47828,0.0
47829,0.0
47830,0.0
47831,7.0
47832,0.0
47833,1.0
47834,0.0
47835,12.0
47836,1.0
47837,0.0
47838,1.0
47839,2.0
47840,1.0
47841,0.0
47842,6.0
47843,0.0
47844,3.0
47845,2.0
47846,1.0
47847,0.0
47848,2.0
47849,0.0
47850,8.0
47851,9.0
47852,1.0
47853,0.0
47854,9.0
47855,7.0
47856,1.0
47857,16.0
47858,1.0
47859,29.0
47860,4.0
47861,4.0
47862,0.0
47863,0.0
47864,16.0
47865,16.0
47866,1.0
47867,6.0
47868,0.0
47869,0.0
47870,0.0
47871,1.0
47872,3.0
47873,5.0
47874,0.0
47875,2.0
47876,2.0
47877,0.0
47878,1.0
47879,1.0
47880,2.0
47881,0.0
47882,0.0
47883,0.0
47884,0.0
47885,0.0
47886,0.0
47887,2.0
47888,8.0
47889,0.0
47890,0.0
47891,0.0
47892,0.0
47893,0.0
47894,3.0
47895,3.0
47896,0.0
47897,0.0
47898,2.0
47899,1.0
47900,1.0
47901,1.0
47902,10.0
47903,3.0
47904,1.0
47905,9.0
47906,15.0
47907,0.0
47908,12.0
47909,1.0
47910,1.0
47911,2.0
47912,0.0
47913,2.0
47914,0.0
47915,2.0
47916,0.0
47917,0.0
47918,0.0
47919,9.0
47920,1.0
47921,7.0
47922,0.0
47923,2.0
47924,0.0
47925,1.0
47926,4.0
47927,9.0
47928,7.0
47929,14.0
47930,2.0
47931,1.0
47932,1.0
47933,0.0
47934,19.0
47935,0.0
47936,1.0
47937,0.0
47938,0.0
47939,1.0
47940,9.0
47941,7.0
47942,4.0
47943,0.0
47944,3.0
47945,4.0
47946,0.0
47947,0.0
47948,2.0
47949,1.0
47950,0.0
47951,3.0
47952,0.0
47953,0.0
47954,2.0
47955,0.0
47956,15.0
47957,3.0
47958,1.0
47959,2.0
47960,11.0
47961,2.0
47962,0.0
47963,0.0
47964,1.0
47965,0.0
47966,0.0
47967,0.0
47968,1.0
47969,8.0
47970,1.0
47971,0.0
47972,6.0
47973,13.0
47974,1.0
47975,3.0
47976,0.0
47977,0.0
47978,1.0
47979,1.0
47980,0.0
47981,0.0
47982,0.0
47983,1.0
47984,11.0
47985,19.0
47986,3.0
47987,6.0
47988,0.0
47989,1.0
47990,7.0
47991,0.0
47992,1.0
47993,0.0
47994,4.0
47995,0.0
47996,2.0
47997,1.0
47998,3.0
47999,1.0
48000,2.0
48001,28.0
48002,0.0
48003,4.0
48004,0.0
48005,1.0
48006,0.0
48007,28.0
48008,5.0
48009,2.0
48010,21.0
48011,1.0
48012,0.0
48013,4.0
48014,3.0
48015,0.0
48016,5.0
48017,0.0
48018,0.0
48019,0.0
48020,0.0
48021,0.0
48022,3.0
48023,0.0
48024,2.0
48025,2.0
48026,0.0
48027,0.0
48028,4.0
48029,24.0
48030,0.0
48031,1.0
48032,2.0
48033,0.0
48034,0.0
48035,0.0
48036,0.0
48037,0.0
48038,0.0
48039,0.0
48040,0.0
48041,7.0
48042,1.0
48043,10.0
48044,0.0
48045,0.0
48046,3.0
48047,0.0
48048,1.0
48049,1.0
48050,8.0
48051,0.0
48052,0.0
48053,9.0
48054,2.0
48055,9.0
48056,2.0
48057,2.0
48058,0.0
48059,0.0
48060,5.0
48061,1.0
48062,7.0
48063,3.0
48064,0.0
48065,7.0
48066,0.0
48067,10.0
48068,1.0
48069,0.0
48070,0.0
48071,0.0
48072,3.0
48073,12.0
48074,2.0
48075,0.0
48076,1.0
48077,2.0
48078,0.0
48079,1.0
48080,2.0
48081,1.0
48082,0.0
48083,2.0
48084,7.0
48085,0.0
48086,0.0
48087,0.0
48088,0.0
48089,2.0
48090,0.0
48091,0.0
48092,0.0
48093,0.0
48094,4.0
48095,1.0
48096,0.0
48097,1.0
48098,3.0
48099,0.0
48100,10.0
48101,22.0
48102,0.0
48103,1.0
48104,12.0
48105,1.0
48106,0.0
48107,0.0
48108,0.0
48109,8.0
48110,1.0
48111,0.0
48112,2.0
48113,1.0
48114,5.0
48115,17.0
48116,0.0
48117,2.0
48118,0.0
48119,4.0
48120,1.0
48121,7.0
48122,13.0
48123,0.0
48124,0.0
48125,5.0
48126,1.0
48127,5.0
48128,0.0
48129,2.0
48130,0.0
48131,1.0
48132,1.0
48133,5.0
48134,6.0
48135,0.0
48136,1.0
48137,0.0
48138,0.0
48139,2.0
48140,0.0
48141,4.0
48142,1.0
48143,0.0
48144,0.0
48145,5.0
48146,1.0
48147,2.0
48148,0.0
48149,0.0
48150,2.0
48151,3.0
48152,0.0
48153,0.0
48154,1.0
48155,1.0
48156,0.0
48157,1.0
48158,3.0
48159,1.0
48160,4.0
48161,10.0
48162,0.0
48163,0.0
48164,0.0
48165,1.0
48166,1.0
48167,1.0
48168,0.0
48169,0.0
48170,0.0
48171,1.0
48172,1.0
48173,1.0
48174,0.0
48175,1.0
48176,1.0
48177,0.0
48178,2.0
48179,0.0
48180,0.0
48181,6.0
48182,0.0
48183,0.0
48184,0.0
48185,3.0
48186,2.0
48187,0.0
48188,0.0
48189,1.0
48190,0.0
48191,1.0
48192,2.0
48193,0.0
48194,0.0
48195,0.0
48196,3.0
48197,1.0
48198,0.0
48199,15.0
48200,0.0
48201,9.0
48202,0.0
48203,0.0
48204,0.0
48205,0.0
48206,0.0
48207,0.0
48208,0.0
48209,2.0
48210,9.0
48211,1.0
48212,0.0
48213,0.0
48214,5.0
48215,0.0
48216,0.0
48217,1.0
48218,0.0
48219,0.0
48220,0.0
48221,0.0
48222,6.0
48223,0.0
48224,0.0
48225,0.0
48226,0.0
48227,0.0
48228,3.0
48229,0.0
48230,0.0
48231,0.0
48232,1.0
48233,4.0
48234,1.0
48235,0.0
48236,1.0
48237,0.0
48238,0.0
48239,0.0
48240,1.0
48241,3.0
48242,0.0
48243,1.0
48244,0.0
48245,1.0
48246,0.0
48247,0.0
48248,0.0
48249,4.0
48250,0.0
48251,0.0
48252,17.0
48253,0.0
48254,0.0
48255,0.0
48256,0.0
48257,7.0
48258,6.0
48259,3.0
48260,15.0
48261,2.0
48262,0.0
48263,6.0
48264,1.0
48265,0.0
48266,4.0
48267,0.0
48268,0.0
48269,0.0
48270,0.0
48271,10.0
48272,5.0
48273,1.0
48274,0.0
48275,27.0
48276,6.0
48277,0.0
48278,0.0
48279,0.0
48280,1.0
48281,0.0
48282,1.0
48283,13.0
48284,6.0
48285,0.0
48286,0.0
48287,0.0
48288,0.0
48289,0.0
48290,0.0
48291,1.0
48292,21.0
48293,16.0
48294,0.0
48295,6.0
48296,7.0
48297,2.0
48298,0.0
48299,0.0
48300,0.0
48301,0.0
48302,1.0
48303,2.0
48304,9.0
48305,0.0
48306,4.0
48307,11.0
48308,6.0
48309,1.0
48310,0.0
48311,26.0
48312,2.0
48313,2.0
48314,0.0
48315,0.0
48316,0.0
48317,0.0
48318,2.0
48319,0.0
48320,0.0
48321,1.0
48322,2.0
48323,2.0
48324,2.0
48325,0.0
48326,1.0
48327,0.0
48328,0.0
48329,0.0
48330,1.0
48331,4.0
48332,0.0
48333,2.0
48334,1.0
48335,21.0
48336,0.0
48337,0.0
48338,2.0
48339,1.0
48340,1.0
48341,11.0
48342,4.0
48343,1.0
48344,34.0
48345,0.0
48346,0.0
48347,0.0
48348,0.0
48349,0.0
48350,36.0
48351,0.0
48352,4.0
48353,17.0
48354,1.0
48355,0.0
48356,14.0
48357,0.0
48358,2.0
48359,0.0
48360,0.0
48361,0.0
48362,7.0
48363,0.0
48364,3.0
48365,1.0
48366,4.0
48367,2.0
48368,3.0
48369,0.0
48370,0.0
48371,2.0
48372,10.0
48373,0.0
48374,0.0
48375,0.0
48376,1.0
48377,16.0
48378,2.0
48379,2.0
48380,0.0
48381,0.0
48382,2.0
48383,0.0
48384,0.0
48385,0.0
48386,1.0
48387,0.0
48388,1.0
48389,0.0
48390,0.0
48391,0.0
48392,0.0
48393,1.0
48394,0.0
48395,0.0
48396,0.0
48397,0.0
48398,0.0
48399,0.0
48400,0.0
48401,10.0
48402,0.0
48403,1.0
48404,0.0
48405,8.0
48406,0.0
48407,0.0
48408,1.0
48409,17.0
48410,3.0
48411,0.0
48412,0.0
48413,0.0
48414,0.0
48415,0.0
48416,0.0
48417,27.0
48418,8.0
48419,1.0
48420,0.0
48421,0.0
48422,1.0
48423,0.0
48424,0.0
48425,1.0
48426,5.0
48427,0.0
48428,1.0
48429,1.0
48430,2.0
48431,2.0
48432,1.0
48433,0.0
48434,4.0
48435,1.0
48436,0.0
48437,0.0
48438,6.0
48439,1.0
48440,0.0
48441,0.0
48442,4.0
48443,1.0
48444,0.0
48445,1.0
48446,0.0
48447,7.0
48448,1.0
48449,0.0
48450,6.0
48451,0.0
48452,7.0
48453,0.0
48454,1.0
48455,0.0
48456,0.0
48457,1.0
48458,0.0
48459,0.0
48460,15.0
48461,2.0
48462,1.0
48463,0.0
48464,1.0
48465,0.0
48466,9.0
48467,0.0
48468,0.0
48469,0.0
48470,0.0
48471,0.0
48472,0.0
48473,0.0
48474,1.0
48475,0.0
48476,3.0
48477,10.0
48478,0.0
48479,0.0
48480,0.0
