,Gprc5b
49955,1.0
49956,0.0
49957,1.0
49958,0.0
49959,0.0
49960,1.0
49961,1.0
49962,0.0
49963,0.0
49964,0.0
49965,0.0
49966,0.0
49967,0.0
49968,0.0
49969,0.0
49970,0.0
49971,0.0
49972,0.0
49973,0.0
49974,0.0
49975,0.0
49976,0.0
49977,0.0
49978,0.0
49979,0.0
49980,1.0
49981,1.0
49982,1.0
49983,0.0
49984,0.0
49985,1.0
49986,0.0
49987,0.0
49988,6.0
49989,0.0
49990,0.0
49991,1.0
49992,3.0
49993,0.0
49994,0.0
49995,0.0
49996,0.0
49997,0.0
49998,1.0
49999,1.0
50000,1.0
50001,0.0
50002,0.0
50003,0.0
50004,0.0
50005,0.0
50006,1.0
50007,0.0
50008,3.0
50009,0.0
50010,2.0
50011,0.0
50012,0.0
50013,1.0
50014,1.0
50015,1.0
50016,0.0
50017,0.0
50018,0.0
50019,1.0
50020,7.0
50021,0.0
50022,0.0
50023,1.0
50024,0.0
50025,0.0
50026,2.0
50027,1.0
50028,6.0
50029,0.0
50030,0.0
50031,0.0
50032,2.0
50033,0.0
50034,0.0
50035,0.0
50036,0.0
50037,0.0
50038,0.0
50039,0.0
50040,2.0
50041,0.0
50042,3.0
50043,1.0
50044,0.0
50045,0.0
50046,1.0
50047,1.0
50048,2.0
50049,1.0
50050,0.0
50051,0.0
50052,0.0
50053,0.0
50054,7.0
50055,2.0
50056,0.0
50057,0.0
50058,0.0
50059,2.0
50060,1.0
50061,0.0
50062,4.0
50063,0.0
50064,0.0
50065,1.0
50066,0.0
50067,7.0
50068,1.0
50069,1.0
50070,2.0
50071,5.0
50072,16.0
50073,1.0
50074,0.0
50075,0.0
50076,0.0
50077,0.0
50078,5.0
50079,0.0
50080,0.0
50081,0.0
50082,0.0
50083,0.0
50084,0.0
50085,1.0
50086,1.0
50087,3.0
50088,1.0
50089,0.0
50090,0.0
50091,2.0
50092,3.0
50093,0.0
50094,0.0
50095,5.0
50096,0.0
50097,0.0
50098,0.0
50099,2.0
50100,0.0
50101,0.0
50102,0.0
50103,0.0
50104,0.0
50105,1.0
50106,2.0
50107,2.0
50108,4.0
50109,1.0
50110,1.0
50111,0.0
50112,0.0
50113,0.0
50114,4.0
50115,1.0
50116,3.0
50117,2.0
50118,1.0
50119,1.0
50120,1.0
50121,2.0
50122,0.0
50123,10.0
50124,9.0
50125,0.0
50126,0.0
50127,10.0
50128,0.0
50129,4.0
50130,0.0
50131,14.0
50132,2.0
50133,4.0
50134,7.0
50135,3.0
50136,15.0
50137,2.0
50138,2.0
50139,0.0
50140,1.0
50141,0.0
50142,3.0
50143,7.0
50144,1.0
50145,3.0
50146,1.0
50147,5.0
50148,3.0
50149,3.0
50150,4.0
50151,3.0
50152,3.0
50153,7.0
50154,4.0
50155,28.0
50156,8.0
50157,2.0
50158,6.0
50159,1.0
50160,2.0
50161,2.0
50162,3.0
50163,0.0
50164,3.0
50165,3.0
50166,3.0
50167,5.0
50168,7.0
50169,7.0
50170,0.0
50171,1.0
50172,0.0
50173,5.0
50174,1.0
50175,0.0
50176,5.0
50177,7.0
50178,1.0
50179,0.0
50180,1.0
50181,8.0
50182,4.0
50183,12.0
50184,8.0
50185,0.0
50186,1.0
50187,3.0
50188,0.0
50189,1.0
50190,3.0
50191,4.0
50192,20.0
50193,10.0
50194,9.0
50195,7.0
50196,2.0
50197,2.0
50198,5.0
50199,2.0
50200,4.0
50201,0.0
50202,2.0
50203,7.0
50204,2.0
50205,2.0
50206,1.0
50207,25.0
50208,0.0
50209,0.0
50210,0.0
50211,4.0
50212,6.0
50213,4.0
50214,1.0
50215,0.0
50216,7.0
50217,1.0
50218,3.0
50219,6.0
50220,39.0
50221,21.0
50222,1.0
50223,0.0
50224,2.0
50225,14.0
50226,2.0
50227,5.0
50228,1.0
50229,10.0
50230,4.0
50231,1.0
50232,0.0
50233,5.0
50234,5.0
50235,14.0
50236,9.0
50237,1.0
50238,7.0
50239,0.0
50240,0.0
50241,0.0
50242,9.0
50243,9.0
50244,7.0
50245,4.0
50246,6.0
50247,25.0
50248,2.0
50249,0.0
50250,32.0
50251,41.0
50252,6.0
50253,3.0
50254,2.0
50255,5.0
50256,1.0
50257,3.0
50258,3.0
50259,0.0
50260,6.0
50261,12.0
50262,1.0
50263,1.0
50264,1.0
50265,0.0
50266,1.0
50267,7.0
50268,4.0
50269,0.0
50270,15.0
50271,16.0
50272,4.0
50273,3.0
50274,5.0
50275,8.0
50276,10.0
50277,12.0
50278,1.0
50279,7.0
50280,7.0
50281,3.0
50282,1.0
50283,20.0
50284,40.0
50285,2.0
50286,11.0
50287,2.0
50288,13.0
50289,1.0
50290,3.0
50291,24.0
50292,1.0
50293,7.0
50294,0.0
50295,5.0
50296,2.0
50297,2.0
50298,7.0
50299,14.0
50300,8.0
50301,17.0
50302,12.0
50303,4.0
50304,1.0
50305,39.0
50306,0.0
50307,7.0
50308,12.0
50309,2.0
50310,1.0
50311,20.0
50312,6.0
50313,9.0
50314,2.0
50315,19.0
50316,3.0
50317,2.0
50318,13.0
50319,5.0
50320,0.0
50321,4.0
50322,0.0
50323,2.0
50324,1.0
50325,4.0
50326,13.0
50327,11.0
50328,17.0
50329,1.0
50330,6.0
50331,15.0
50332,7.0
50333,1.0
50334,6.0
50335,9.0
50336,18.0
50337,11.0
50338,55.0
50339,4.0
50340,8.0
50341,18.0
50342,11.0
50343,1.0
50344,12.0
50345,2.0
50346,3.0
50347,8.0
50348,4.0
50349,5.0
50350,7.0
50351,0.0
50352,1.0
50353,15.0
50354,2.0
50355,3.0
50356,1.0
50357,7.0
50358,0.0
50359,11.0
50360,4.0
50361,3.0
50362,61.0
50363,17.0
50364,4.0
50365,47.0
50366,1.0
50367,5.0
50368,1.0
50369,2.0
50370,0.0
50371,1.0
50372,1.0
50373,4.0
50374,2.0
50375,0.0
50376,17.0
50377,9.0
50378,10.0
50379,4.0
50380,5.0
50381,7.0
50382,15.0
50383,2.0
50384,18.0
50385,3.0
50386,0.0
50387,3.0
50388,2.0
50389,0.0
50390,7.0
50391,13.0
50392,0.0
50393,14.0
50394,2.0
50395,16.0
50396,1.0
50397,15.0
50398,0.0
50399,0.0
50400,0.0
50401,6.0
50402,8.0
50403,1.0
50404,1.0
50405,4.0
50406,11.0
50407,18.0
50408,2.0
50409,1.0
50410,0.0
50411,8.0
50412,5.0
50413,13.0
50414,1.0
50415,8.0
50416,1.0
50417,2.0
50418,14.0
50419,0.0
50420,1.0
50421,4.0
50422,10.0
50423,2.0
50424,0.0
50425,4.0
50426,0.0
50427,15.0
50428,1.0
50429,4.0
50430,3.0
50431,2.0
50432,14.0
50433,1.0
50434,1.0
50435,0.0
50436,15.0
50437,6.0
50438,7.0
50439,1.0
50440,18.0
50441,1.0
50442,8.0
50443,8.0
50444,1.0
50445,2.0
50446,0.0
50447,5.0
50448,7.0
50449,1.0
50450,12.0
50451,13.0
50452,19.0
50453,11.0
50454,0.0
50455,1.0
50456,17.0
50457,0.0
50458,8.0
50459,5.0
50460,10.0
50461,11.0
50462,7.0
50463,19.0
50464,9.0
50465,4.0
50466,2.0
50467,1.0
50468,13.0
50469,3.0
50470,2.0
50471,0.0
50472,16.0
50473,1.0
50474,23.0
50475,3.0
50476,4.0
50477,13.0
50478,2.0
50479,3.0
50480,1.0
50481,7.0
50482,16.0
50483,2.0
50484,15.0
50485,3.0
50486,23.0
50487,5.0
50488,6.0
50489,6.0
50490,16.0
50491,14.0
50492,15.0
50493,1.0
50494,4.0
50495,2.0
50496,11.0
50497,1.0
50498,10.0
50499,3.0
50500,1.0
50501,1.0
50502,17.0
50503,7.0
50504,8.0
50505,1.0
50506,0.0
50507,0.0
50508,3.0
50509,19.0
50510,9.0
50511,1.0
50512,11.0
50513,5.0
50514,0.0
50515,10.0
50516,5.0
50517,12.0
50518,3.0
50519,6.0
50520,1.0
50521,7.0
50522,11.0
50523,1.0
50524,7.0
50525,8.0
50526,15.0
50527,10.0
50528,12.0
50529,1.0
50530,17.0
50531,4.0
50532,17.0
50533,9.0
50534,0.0
50535,4.0
50536,20.0
50537,15.0
50538,19.0
50539,12.0
50540,6.0
50541,2.0
50542,6.0
50543,4.0
50544,16.0
50545,4.0
50546,5.0
50547,16.0
50548,7.0
50549,15.0
50550,7.0
50551,4.0
50552,0.0
50553,4.0
50554,3.0
50555,1.0
50556,1.0
50557,2.0
50558,3.0
50559,8.0
50560,11.0
50561,15.0
50562,45.0
50563,0.0
50564,4.0
50565,14.0
50566,6.0
50567,2.0
50568,12.0
50569,4.0
50570,1.0
50571,18.0
50572,17.0
50573,9.0
50574,1.0
50575,8.0
50576,2.0
50577,10.0
50578,1.0
50579,24.0
50580,15.0
50581,9.0
50582,2.0
50583,1.0
50584,9.0
50585,18.0
50586,3.0
50587,1.0
50588,6.0
50589,14.0
50590,16.0
50591,44.0
50592,12.0
50593,7.0
50594,4.0
50595,16.0
50596,3.0
50597,9.0
50598,11.0
50599,4.0
50600,4.0
50601,0.0
50602,4.0
50603,36.0
50604,4.0
50605,19.0
50606,2.0
50607,6.0
50608,6.0
50609,20.0
50610,23.0
50611,6.0
50612,17.0
50613,7.0
50614,31.0
50615,12.0
50616,1.0
50617,1.0
50618,1.0
50619,17.0
50620,3.0
50621,13.0
50622,9.0
50623,9.0
50624,1.0
50625,16.0
50626,3.0
50627,51.0
50628,13.0
50629,1.0
50630,22.0
50631,5.0
50632,10.0
50633,13.0
50634,29.0
50635,2.0
50636,0.0
50637,5.0
50638,2.0
50639,6.0
50640,26.0
50641,1.0
50642,9.0
50643,17.0
50644,5.0
50645,5.0
50646,1.0
50647,8.0
50648,7.0
50649,0.0
50650,8.0
50651,0.0
50652,17.0
50653,1.0
50654,3.0
50655,1.0
50656,0.0
50657,2.0
50658,2.0
50659,2.0
50660,0.0
50661,0.0
50662,6.0
50663,17.0
50664,7.0
50665,19.0
50666,0.0
50667,0.0
50668,23.0
50669,8.0
50670,20.0
50671,3.0
50672,0.0
50673,2.0
50674,11.0
50675,1.0
50676,5.0
50677,21.0
50678,6.0
50679,7.0
50680,27.0
50681,8.0
50682,3.0
50683,37.0
50684,3.0
50685,24.0
50686,2.0
50687,17.0
50688,3.0
50689,15.0
50690,5.0
50691,12.0
50692,15.0
50693,12.0
50694,2.0
50695,5.0
50696,9.0
50697,2.0
50698,8.0
50699,8.0
50700,2.0
50701,25.0
50702,1.0
50703,2.0
50704,31.0
50705,3.0
50706,13.0
50707,38.0
50708,2.0
50709,53.0
50710,2.0
50711,15.0
50712,2.0
50713,13.0
50714,16.0
50715,26.0
50716,3.0
50717,9.0
50718,5.0
50719,10.0
50720,1.0
50721,2.0
50722,17.0
50723,2.0
50724,0.0
50725,22.0
50726,2.0
50727,1.0
50728,6.0
50729,13.0
50730,4.0
50731,5.0
50732,16.0
50733,5.0
50734,2.0
50735,0.0
50736,3.0
50737,8.0
50738,8.0
50739,12.0
50740,9.0
50741,0.0
50742,6.0
50743,2.0
50744,19.0
50745,8.0
50746,9.0
50747,4.0
50748,0.0
50749,10.0
50750,15.0
50751,19.0
50752,19.0
50753,0.0
50754,4.0
50755,14.0
50756,9.0
50757,11.0
50758,15.0
50759,32.0
50760,22.0
50761,9.0
50762,8.0
50763,9.0
50764,4.0
50765,2.0
50766,9.0
50767,1.0
50768,27.0
50769,6.0
50770,16.0
50771,25.0
50772,2.0
50773,17.0
50774,1.0
50775,20.0
50776,0.0
50777,4.0
50778,9.0
50779,1.0
50780,5.0
50781,3.0
50782,11.0
50783,10.0
50784,1.0
50785,1.0
50786,4.0
50787,27.0
50788,1.0
50789,3.0
50790,4.0
50791,14.0
50792,8.0
50793,28.0
50794,1.0
50795,1.0
50796,2.0
50797,4.0
50798,1.0
50799,5.0
50800,18.0
50801,1.0
50802,4.0
50803,10.0
50804,28.0
50805,9.0
50806,4.0
50807,1.0
50808,7.0
50809,8.0
50810,23.0
50811,10.0
50812,14.0
50813,7.0
50814,2.0
50815,0.0
50816,0.0
50817,3.0
50818,3.0
50819,2.0
50820,17.0
50821,7.0
50822,0.0
50823,30.0
50824,3.0
50825,4.0
50826,8.0
50827,35.0
50828,19.0
50829,5.0
50830,29.0
50831,24.0
50832,21.0
50833,7.0
50834,3.0
50835,18.0
50836,6.0
50837,14.0
50838,0.0
50839,20.0
50840,0.0
50841,1.0
50842,6.0
50843,7.0
50844,19.0
50845,4.0
50846,2.0
50847,2.0
50848,2.0
50849,0.0
50850,15.0
50851,2.0
50852,2.0
50853,1.0
50854,8.0
50855,3.0
50856,7.0
50857,1.0
50858,4.0
50859,5.0
50860,18.0
50861,0.0
50862,5.0
50863,8.0
50864,1.0
50865,3.0
50866,2.0
50867,0.0
50868,2.0
50869,0.0
50870,0.0
50871,0.0
50872,2.0
50873,1.0
50874,1.0
50875,1.0
50876,3.0
50877,6.0
50878,4.0
50879,3.0
50880,1.0
50881,6.0
50882,2.0
50883,0.0
50884,2.0
50885,8.0
50886,6.0
50887,1.0
50888,9.0
50889,0.0
50890,1.0
50891,15.0
50892,4.0
50893,2.0
50894,1.0
50895,3.0
50896,1.0
50897,1.0
50898,0.0
50899,3.0
50900,0.0
50901,0.0
50902,0.0
50903,4.0
50904,2.0
50905,0.0
50906,13.0
50907,2.0
50908,0.0
50909,1.0
50910,1.0
50911,10.0
50912,1.0
50913,13.0
50914,1.0
50915,6.0
50916,0.0
50917,5.0
50918,1.0
50919,1.0
50920,1.0
50921,1.0
50922,5.0
50923,5.0
50924,2.0
50925,4.0
50926,1.0
50927,14.0
50928,1.0
50929,6.0
50930,2.0
50931,0.0
50932,9.0
50933,3.0
50934,8.0
50935,11.0
50936,11.0
50937,11.0
50938,8.0
50939,3.0
50940,3.0
50941,2.0
50942,3.0
50943,2.0
50944,13.0
50945,4.0
50946,2.0
50947,7.0
50948,1.0
50949,5.0
50950,3.0
50951,12.0
50952,3.0
50953,11.0
50954,0.0
50955,5.0
50956,9.0
50957,8.0
50958,3.0
50959,2.0
50960,8.0
50961,2.0
50962,8.0
50963,1.0
50964,9.0
50965,14.0
50966,5.0
50967,24.0
50968,1.0
50969,17.0
50970,6.0
50971,1.0
50972,7.0
50973,0.0
50974,1.0
50975,2.0
50976,7.0
50977,1.0
50978,8.0
50979,1.0
50980,7.0
50981,13.0
50982,0.0
50983,1.0
50984,9.0
50985,7.0
50986,3.0
50987,5.0
50988,2.0
50989,0.0
50990,2.0
50991,6.0
50992,11.0
50993,0.0
50994,10.0
50995,6.0
50996,13.0
50997,16.0
50998,0.0
50999,4.0
51000,6.0
51001,4.0
51002,4.0
51003,1.0
51004,2.0
51005,0.0
51006,0.0
51007,19.0
51008,2.0
51009,2.0
51010,0.0
51011,3.0
51012,5.0
51013,1.0
51014,2.0
51015,2.0
51016,10.0
51017,3.0
51018,1.0
51019,1.0
51020,5.0
51021,0.0
51022,4.0
51023,6.0
51024,13.0
51025,17.0
51026,21.0
51027,2.0
51028,0.0
51029,3.0
51030,4.0
51031,1.0
51032,8.0
51033,3.0
51034,3.0
51035,12.0
51036,8.0
51037,6.0
51038,19.0
51039,1.0
51040,3.0
51041,3.0
51042,26.0
51043,0.0
51044,1.0
51045,10.0
51046,1.0
51047,2.0
51048,2.0
51049,4.0
51050,2.0
51051,20.0
51052,2.0
51053,5.0
51054,11.0
51055,0.0
51056,5.0
51057,10.0
51058,0.0
51059,16.0
51060,1.0
51061,8.0
51062,0.0
51063,16.0
51064,3.0
51065,0.0
51066,4.0
51067,5.0
51068,1.0
51069,2.0
51070,1.0
51071,4.0
51072,4.0
51073,4.0
51074,5.0
51075,4.0
51076,9.0
51077,14.0
51078,0.0
51079,15.0
51080,3.0
51081,1.0
51082,4.0
51083,17.0
51084,1.0
51085,0.0
51086,0.0
51087,1.0
51088,6.0
51089,3.0
51090,9.0
51091,10.0
51092,4.0
51093,2.0
51094,4.0
51095,2.0
51096,1.0
51097,0.0
51098,3.0
51099,1.0
51100,6.0
51101,5.0
51102,1.0
51103,12.0
51104,19.0
51105,4.0
51106,3.0
51107,7.0
51108,18.0
51109,4.0
51110,2.0
51111,0.0
51112,4.0
51113,5.0
51114,3.0
51115,2.0
51116,1.0
51117,0.0
51118,3.0
51119,19.0
51120,0.0
51121,0.0
51122,6.0
51123,6.0
51124,21.0
51125,2.0
51126,2.0
51127,8.0
51128,6.0
51129,3.0
51130,3.0
51131,22.0
51132,0.0
51133,8.0
51134,7.0
51135,6.0
51136,10.0
51137,8.0
51138,16.0
51139,2.0
51140,0.0
51141,0.0
51142,9.0
51143,4.0
51144,8.0
51145,4.0
51146,12.0
51147,19.0
51148,13.0
51149,5.0
51150,9.0
51151,4.0
51152,2.0
51153,13.0
51154,2.0
51155,0.0
51156,1.0
51157,1.0
51158,0.0
51159,6.0
51160,9.0
51161,1.0
51162,0.0
51163,0.0
51164,10.0
51165,7.0
51166,6.0
51167,0.0
51168,3.0
51169,1.0
51170,13.0
51171,3.0
51172,0.0
51173,7.0
51174,15.0
51175,8.0
51176,11.0
51177,25.0
51178,11.0
51179,5.0
51180,1.0
51181,2.0
51182,3.0
51183,2.0
51184,0.0
51185,8.0
51186,20.0
51187,16.0
51188,15.0
51189,0.0
51190,4.0
51191,7.0
51192,3.0
51193,8.0
51194,1.0
51195,16.0
51196,0.0
51197,14.0
51198,2.0
51199,1.0
51200,3.0
51201,15.0
51202,8.0
51203,1.0
51204,6.0
51205,0.0
51206,2.0
51207,3.0
51208,1.0
51209,19.0
51210,2.0
51211,8.0
51212,2.0
51213,0.0
51214,9.0
51215,27.0
51216,6.0
51217,9.0
51218,1.0
51219,11.0
51220,1.0
51221,6.0
51222,0.0
51223,1.0
51224,0.0
51225,0.0
51226,8.0
51227,5.0
51228,25.0
51229,1.0
51230,4.0
51231,0.0
51232,4.0
51233,1.0
51234,4.0
51235,5.0
51236,2.0
51237,9.0
51238,10.0
51239,0.0
51240,9.0
51241,6.0
51242,5.0
51243,11.0
51244,1.0
51245,6.0
51246,34.0
51247,2.0
51248,0.0
51249,13.0
51250,12.0
51251,2.0
51252,24.0
51253,9.0
51254,4.0
51255,27.0
51256,0.0
51257,0.0
51258,1.0
51259,15.0
51260,2.0
51261,0.0
51262,3.0
51263,1.0
51264,16.0
51265,4.0
51266,10.0
51267,11.0
51268,1.0
51269,9.0
51270,6.0
51271,0.0
51272,3.0
51273,6.0
51274,3.0
51275,0.0
51276,3.0
51277,4.0
51278,20.0
51279,1.0
51280,7.0
51281,16.0
51282,22.0
51283,0.0
51284,8.0
51285,2.0
51286,7.0
51287,10.0
51288,2.0
51289,0.0
51290,0.0
51291,0.0
51292,4.0
51293,6.0
51294,2.0
51295,2.0
51296,8.0
51297,10.0
51298,0.0
51299,5.0
51300,2.0
51301,5.0
51302,3.0
51303,2.0
51304,1.0
51305,22.0
51306,8.0
51307,0.0
51308,9.0
51309,2.0
51310,1.0
51311,6.0
51312,19.0
51313,47.0
51314,10.0
51315,0.0
51316,12.0
51317,7.0
51318,4.0
51319,13.0
51320,1.0
51321,25.0
51322,14.0
51323,8.0
51324,0.0
51325,23.0
51326,3.0
51327,19.0
51328,19.0
51329,5.0
51330,16.0
51331,0.0
51332,0.0
51333,5.0
51334,0.0
51335,0.0
51336,18.0
51337,15.0
51338,18.0
51339,0.0
51340,2.0
51341,5.0
51342,0.0
51343,4.0
51344,4.0
51345,13.0
51346,13.0
51347,12.0
51348,5.0
51349,1.0
51350,10.0
51351,0.0
51352,6.0
51353,1.0
51354,21.0
51355,6.0
51356,6.0
51357,13.0
51358,10.0
51359,1.0
51360,28.0
51361,4.0
51362,12.0
51363,3.0
51364,8.0
51365,2.0
51366,6.0
51367,17.0
51368,0.0
51369,81.0
51370,16.0
51371,5.0
51372,3.0
51373,7.0
51374,5.0
51375,8.0
51376,1.0
51377,25.0
51378,63.0
51379,0.0
51380,10.0
51381,17.0
51382,25.0
51383,1.0
51384,0.0
51385,1.0
51386,4.0
51387,5.0
51388,0.0
51389,20.0
51390,11.0
51391,21.0
51392,12.0
51393,14.0
51394,0.0
51395,3.0
51396,20.0
51397,32.0
51398,1.0
51399,9.0
51400,24.0
51401,24.0
51402,4.0
51403,41.0
51404,7.0
51405,3.0
51406,0.0
51407,3.0
51408,0.0
51409,10.0
51410,10.0
51411,2.0
51412,3.0
51413,15.0
51414,1.0
51415,8.0
51416,42.0
51417,5.0
51418,9.0
51419,9.0
51420,3.0
51421,0.0
51422,46.0
51423,13.0
51424,1.0
51425,5.0
51426,39.0
51427,1.0
51428,8.0
51429,0.0
51430,5.0
51431,8.0
51432,13.0
51433,21.0
51434,5.0
51435,19.0
51436,1.0
51437,5.0
51438,4.0
51439,1.0
51440,13.0
51441,9.0
51442,0.0
51443,0.0
51444,2.0
51445,22.0
51446,3.0
51447,1.0
51448,37.0
51449,21.0
51450,21.0
51451,0.0
51452,7.0
51453,0.0
51454,2.0
51455,21.0
51456,10.0
51457,7.0
51458,17.0
51459,36.0
51460,50.0
51461,4.0
51462,50.0
51463,4.0
51464,18.0
51465,0.0
51466,47.0
51467,6.0
51468,18.0
51469,2.0
51470,2.0
51471,5.0
51472,13.0
51473,0.0
51474,6.0
51475,1.0
51476,2.0
51477,13.0
51478,33.0
51479,8.0
51480,1.0
51481,15.0
51482,6.0
51483,6.0
51484,7.0
51485,11.0
51486,5.0
51487,4.0
51488,1.0
51489,2.0
51490,0.0
51491,12.0
51492,4.0
51493,3.0
51494,0.0
51495,21.0
51496,3.0
51497,8.0
51498,4.0
51499,17.0
51500,10.0
51501,3.0
51502,5.0
51503,2.0
51504,12.0
51505,4.0
51506,5.0
51507,0.0
51508,3.0
51509,4.0
51510,1.0
51511,0.0
51512,14.0
51513,11.0
51514,2.0
51515,21.0
51516,24.0
51517,0.0
51518,17.0
51519,12.0
51520,1.0
51521,13.0
51522,7.0
51523,14.0
51524,2.0
51525,14.0
51526,14.0
51527,3.0
51528,13.0
51529,2.0
51530,16.0
51531,0.0
51532,21.0
51533,24.0
51534,1.0
51535,27.0
51536,2.0
51537,7.0
51538,6.0
51539,12.0
51540,3.0
51541,0.0
51542,7.0
51543,12.0
51544,3.0
51545,5.0
51546,0.0
51547,3.0
51548,2.0
51549,20.0
51550,3.0
51551,13.0
51552,26.0
51553,8.0
51554,5.0
51555,16.0
51556,4.0
51557,1.0
51558,2.0
51559,0.0
51560,11.0
51561,0.0
51562,9.0
51563,6.0
51564,3.0
51565,4.0
51566,6.0
51567,2.0
51568,1.0
51569,7.0
51570,3.0
51571,4.0
51572,5.0
51573,30.0
51574,20.0
51575,19.0
51576,8.0
51577,5.0
51578,6.0
51579,1.0
51580,2.0
51581,21.0
51582,0.0
51583,0.0
51584,8.0
51585,5.0
51586,16.0
51587,0.0
51588,8.0
51589,7.0
51590,3.0
51591,4.0
51592,33.0
51593,13.0
51594,14.0
51595,1.0
51596,0.0
51597,29.0
51598,6.0
51599,1.0
51600,3.0
51601,24.0
51602,1.0
51603,3.0
51604,5.0
51605,2.0
51606,15.0
51607,1.0
51608,10.0
51609,1.0
51610,11.0
51611,16.0
51612,4.0
51613,7.0
51614,7.0
51615,19.0
51616,3.0
51617,0.0
51618,4.0
51619,19.0
51620,7.0
51621,21.0
51622,3.0
51623,6.0
51624,7.0
51625,3.0
51626,17.0
51627,5.0
51628,6.0
51629,2.0
51630,0.0
51631,4.0
51632,3.0
51633,4.0
51634,1.0
51635,5.0
51636,8.0
51637,7.0
51638,0.0
51639,2.0
51640,21.0
51641,0.0
51642,1.0
51643,0.0
51644,17.0
51645,1.0
51646,3.0
51647,2.0
51648,6.0
51649,5.0
51650,10.0
51651,1.0
51652,0.0
51653,1.0
51654,13.0
51655,0.0
51656,2.0
51657,0.0
51658,1.0
51659,0.0
51660,1.0
51661,0.0
51662,0.0
51663,0.0
51664,4.0
51665,0.0
51666,1.0
51667,2.0
51668,10.0
51669,7.0
51670,17.0
51671,0.0
51672,3.0
51673,0.0
51674,7.0
51675,0.0
51676,10.0
51677,0.0
51678,0.0
51679,2.0
51680,1.0
51681,0.0
51682,0.0
51683,5.0
51684,4.0
51685,0.0
51686,7.0
51687,14.0
51688,3.0
51689,0.0
51690,0.0
51691,1.0
51692,0.0
51693,2.0
51694,10.0
51695,9.0
51696,1.0
51697,1.0
51698,0.0
51699,1.0
51700,4.0
51701,0.0
51702,0.0
51703,4.0
51704,0.0
51705,0.0
51706,0.0
51707,0.0
51708,3.0
51709,1.0
51710,0.0
51711,5.0
51712,0.0
51713,0.0
51714,3.0
51715,1.0
51716,0.0
51717,7.0
51718,0.0
51719,0.0
51720,0.0
51721,3.0
51722,2.0
51723,1.0
51724,1.0
51725,13.0
51726,0.0
51727,10.0
51728,0.0
51729,9.0
51730,1.0
51731,15.0
51732,1.0
51733,0.0
51734,2.0
51735,3.0
51736,0.0
51737,3.0
51738,0.0
51739,0.0
51740,0.0
51741,0.0
51742,0.0
51743,1.0
51744,1.0
51745,0.0
51746,0.0
51747,16.0
51748,1.0
51749,0.0
51750,0.0
51751,0.0
51752,1.0
51753,0.0
51754,0.0
51755,0.0
51756,3.0
51757,2.0
51758,0.0
51759,12.0
51760,10.0
51761,0.0
51762,0.0
51763,5.0
51764,0.0
51765,1.0
51766,0.0
51767,0.0
51768,14.0
51769,8.0
51770,0.0
51771,0.0
51772,0.0
51773,4.0
51774,2.0
51775,8.0
51776,0.0
51777,0.0
51778,0.0
51779,0.0
51780,1.0
51781,0.0
51782,1.0
51783,1.0
51784,1.0
51785,1.0
51786,3.0
51787,15.0
51788,0.0
51789,0.0
51790,0.0
51791,16.0
51792,0.0
51793,0.0
51794,1.0
51795,3.0
51796,7.0
51797,0.0
51798,1.0
51799,0.0
51800,0.0
51801,0.0
51802,1.0
51803,0.0
51804,17.0
51805,0.0
51806,0.0
51807,0.0
51808,0.0
51809,0.0
51810,13.0
51811,0.0
51812,9.0
51813,0.0
51814,9.0
51815,1.0
51816,0.0
51817,0.0
51818,1.0
51819,2.0
51820,0.0
51821,0.0
51822,8.0
51823,9.0
51824,0.0
51825,0.0
51826,13.0
51827,0.0
51828,0.0
51829,0.0
51830,0.0
51831,2.0
51832,0.0
51833,0.0
51834,0.0
51835,0.0
51836,4.0
51837,15.0
51838,0.0
51839,0.0
51840,0.0
51841,13.0
51842,1.0
51843,0.0
51844,0.0
51845,0.0
51846,0.0
51847,2.0
51848,0.0
51849,1.0
51850,18.0
51851,1.0
51852,4.0
51853,4.0
51854,0.0
51855,0.0
51856,0.0
51857,0.0
51858,0.0
51859,1.0
51860,9.0
51861,0.0
51862,17.0
51863,4.0
51864,0.0
51865,8.0
51866,0.0
51867,1.0
51868,0.0
51869,0.0
51870,7.0
51871,2.0
51872,0.0
51873,1.0
51874,1.0
51875,0.0
51876,20.0
51877,0.0
51878,12.0
51879,1.0
51880,10.0
51881,10.0
51882,1.0
51883,8.0
51884,7.0
51885,16.0
51886,0.0
51887,0.0
51888,12.0
51889,3.0
51890,1.0
51891,1.0
51892,3.0
51893,0.0
51894,6.0
51895,0.0
51896,0.0
51897,1.0
51898,8.0
51899,2.0
51900,11.0
51901,0.0
51902,1.0
51903,0.0
51904,3.0
51905,2.0
51906,2.0
51907,0.0
51908,1.0
51909,14.0
51910,8.0
51911,1.0
51912,15.0
51913,1.0
51914,1.0
51915,12.0
51916,13.0
51917,2.0
51918,14.0
51919,1.0
51920,20.0
51921,1.0
51922,13.0
51923,0.0
51924,5.0
51925,7.0
51926,0.0
51927,11.0
51928,3.0
51929,1.0
51930,0.0
51931,0.0
51932,2.0
51933,4.0
51934,1.0
51935,0.0
51936,12.0
51937,2.0
51938,0.0
51939,4.0
51940,3.0
51941,10.0
51942,2.0
51943,1.0
51944,0.0
51945,1.0
51946,0.0
51947,0.0
51948,7.0
51949,0.0
51950,0.0
51951,7.0
51952,2.0
