,Fzd3
20552,2.0
20553,1.0
20554,0.0
20555,0.0
20556,0.0
20557,0.0
20558,0.0
20559,0.0
20560,1.0
20561,0.0
20562,1.0
20563,3.0
20564,1.0
20565,1.0
20566,1.0
20567,3.0
20568,1.0
20569,2.0
20570,1.0
20571,8.0
20572,4.0
20573,2.0
20574,0.0
20575,2.0
20576,2.0
20577,0.0
20578,0.0
20579,1.0
20580,0.0
20581,1.0
20582,3.0
20583,0.0
20584,5.0
20585,1.0
20586,3.0
20587,6.0
20588,2.0
20589,2.0
20590,1.0
20591,0.0
20592,2.0
20593,0.0
20594,7.0
20595,0.0
20596,0.0
20597,3.0
20598,2.0
20599,0.0
20600,0.0
20601,0.0
20602,1.0
20603,0.0
20604,1.0
20605,0.0
20606,1.0
20607,0.0
20608,1.0
20609,2.0
20610,1.0
20611,0.0
20612,2.0
20613,0.0
20614,0.0
20615,2.0
20616,1.0
20617,0.0
20618,0.0
20619,1.0
20620,0.0
20621,3.0
20622,3.0
20623,4.0
20624,1.0
20625,0.0
20626,2.0
20627,0.0
20628,0.0
20629,2.0
20630,1.0
20631,1.0
20632,4.0
20633,1.0
20634,2.0
20635,0.0
20636,8.0
20637,1.0
20638,3.0
20639,3.0
20640,1.0
20641,1.0
20642,1.0
20643,1.0
20644,7.0
20645,1.0
20646,1.0
20647,3.0
20648,1.0
20649,2.0
20650,1.0
20651,0.0
20652,4.0
20653,1.0
20654,0.0
20655,2.0
20656,1.0
20657,0.0
20658,0.0
20659,0.0
20660,0.0
20661,0.0
20662,0.0
20663,0.0
20664,1.0
20665,2.0
20666,1.0
20667,0.0
20668,1.0
20669,1.0
20670,0.0
20671,0.0
20672,1.0
20673,1.0
20674,2.0
20675,2.0
20676,1.0
20677,1.0
20678,1.0
20679,0.0
20680,0.0
20681,0.0
20682,0.0
20683,0.0
20684,2.0
20685,2.0
20686,1.0
20687,0.0
20688,1.0
20689,0.0
20690,0.0
20691,1.0
20692,1.0
20693,0.0
20694,1.0
20695,1.0
20696,1.0
20697,0.0
20698,0.0
20699,0.0
20700,0.0
20701,0.0
20702,1.0
20703,0.0
20704,1.0
20705,2.0
20706,0.0
20707,0.0
20708,1.0
20709,0.0
20710,2.0
20711,0.0
20712,2.0
20713,0.0
20714,1.0
20715,1.0
20716,0.0
20717,0.0
20718,0.0
20719,0.0
20720,0.0
20721,0.0
20722,0.0
20723,0.0
20724,1.0
20725,0.0
20726,1.0
20727,0.0
20728,0.0
20729,0.0
20730,2.0
20731,1.0
20732,0.0
20733,0.0
20734,4.0
20735,2.0
20736,4.0
20737,1.0
20738,1.0
20739,1.0
20740,1.0
20741,1.0
20742,1.0
20743,1.0
20744,2.0
20745,1.0
20746,2.0
20747,4.0
20748,0.0
20749,0.0
20750,1.0
20751,0.0
20752,0.0
20753,0.0
20754,1.0
20755,5.0
20756,0.0
20757,3.0
20758,0.0
20759,0.0
20760,0.0
20761,0.0
20762,1.0
20763,0.0
20764,0.0
20765,2.0
20766,0.0
20767,4.0
20768,1.0
20769,8.0
20770,0.0
20771,1.0
20772,0.0
20773,0.0
20774,0.0
20775,0.0
20776,0.0
20777,1.0
20778,5.0
20779,4.0
20780,6.0
20781,1.0
20782,6.0
20783,3.0
20784,0.0
20785,1.0
20786,0.0
20787,8.0
20788,1.0
20789,0.0
20790,0.0
20791,1.0
20792,0.0
20793,1.0
20794,0.0
20795,4.0
20796,0.0
20797,0.0
20798,1.0
20799,3.0
20800,0.0
20801,0.0
20802,2.0
20803,6.0
20804,3.0
20805,8.0
20806,3.0
20807,3.0
20808,0.0
20809,12.0
20810,2.0
20811,0.0
20812,0.0
20813,1.0
20814,5.0
20815,5.0
20816,0.0
20817,2.0
20818,5.0
20819,9.0
20820,0.0
20821,4.0
20822,0.0
20823,9.0
20824,0.0
20825,0.0
20826,5.0
20827,1.0
20828,3.0
20829,1.0
20830,0.0
20831,6.0
20832,1.0
20833,18.0
20834,3.0
20835,0.0
20836,0.0
20837,2.0
20838,0.0
20839,0.0
20840,0.0
20841,6.0
20842,2.0
20843,3.0
20844,0.0
20845,1.0
20846,0.0
20847,4.0
20848,1.0
20849,0.0
20850,0.0
20851,0.0
20852,1.0
20853,3.0
20854,0.0
20855,0.0
20856,1.0
20857,0.0
20858,1.0
20859,3.0
20860,0.0
20861,0.0
20862,0.0
20863,0.0
20864,0.0
20865,1.0
20866,2.0
20867,0.0
20868,2.0
20869,0.0
20870,1.0
20871,0.0
20872,2.0
20873,0.0
20874,0.0
20875,0.0
20876,0.0
20877,1.0
20878,2.0
20879,1.0
20880,0.0
20881,7.0
20882,8.0
20883,0.0
20884,1.0
20885,1.0
20886,3.0
20887,2.0
20888,0.0
20889,1.0
20890,1.0
20891,1.0
20892,1.0
20893,0.0
20894,1.0
20895,4.0
20896,1.0
20897,0.0
20898,0.0
20899,0.0
20900,0.0
20901,0.0
20902,0.0
20903,1.0
20904,3.0
20905,0.0
20906,0.0
20907,0.0
20908,1.0
20909,0.0
20910,0.0
20911,1.0
20912,0.0
20913,0.0
20914,2.0
20915,2.0
20916,0.0
20917,1.0
20918,0.0
20919,1.0
20920,0.0
20921,1.0
20922,0.0
20923,6.0
20924,1.0
20925,0.0
20926,3.0
20927,0.0
20928,1.0
20929,1.0
20930,1.0
20931,0.0
20932,0.0
20933,2.0
20934,2.0
20935,0.0
20936,2.0
20937,2.0
20938,0.0
20939,0.0
20940,1.0
20941,0.0
20942,0.0
20943,0.0
20944,1.0
20945,1.0
20946,0.0
20947,1.0
20948,0.0
20949,0.0
20950,1.0
20951,0.0
20952,4.0
20953,0.0
20954,0.0
20955,1.0
20956,0.0
20957,2.0
20958,0.0
20959,1.0
20960,1.0
20961,0.0
20962,1.0
20963,1.0
20964,0.0
20965,2.0
20966,1.0
20967,1.0
20968,1.0
20969,1.0
20970,0.0
20971,0.0
20972,1.0
20973,0.0
20974,5.0
20975,1.0
20976,0.0
20977,0.0
20978,0.0
20979,0.0
20980,1.0
20981,0.0
20982,0.0
20983,0.0
20984,1.0
20985,1.0
20986,1.0
20987,2.0
20988,1.0
20989,0.0
20990,0.0
20991,1.0
20992,0.0
20993,2.0
20994,0.0
20995,0.0
20996,0.0
20997,2.0
20998,0.0
20999,2.0
21000,0.0
21001,0.0
21002,0.0
21003,0.0
21004,0.0
21005,0.0
21006,1.0
21007,0.0
21008,0.0
21009,0.0
21010,2.0
21011,1.0
21012,0.0
21013,0.0
21014,2.0
21015,1.0
21016,0.0
21017,0.0
21018,0.0
21019,0.0
21020,0.0
21021,0.0
21022,2.0
21023,0.0
21024,0.0
21025,3.0
21026,1.0
21027,0.0
21028,0.0
21029,0.0
21030,0.0
21031,0.0
21032,0.0
21033,0.0
21034,0.0
21035,0.0
21036,2.0
21037,0.0
21038,0.0
21039,1.0
21040,0.0
21041,0.0
21042,0.0
21043,0.0
21044,1.0
21045,0.0
21046,0.0
21047,0.0
21048,0.0
21049,3.0
21050,4.0
21051,2.0
21052,0.0
21053,0.0
21054,1.0
21055,0.0
21056,0.0
21057,0.0
21058,0.0
21059,0.0
21060,0.0
21061,0.0
21062,1.0
21063,1.0
21064,0.0
21065,2.0
21066,1.0
21067,0.0
21068,2.0
21069,0.0
21070,1.0
21071,0.0
21072,1.0
21073,1.0
21074,0.0
21075,0.0
21076,1.0
21077,0.0
21078,0.0
21079,0.0
21080,0.0
21081,4.0
21082,0.0
21083,0.0
21084,1.0
21085,0.0
21086,0.0
21087,0.0
21088,0.0
21089,0.0
21090,0.0
21091,0.0
21092,1.0
21093,0.0
21094,1.0
21095,1.0
21096,2.0
21097,0.0
21098,0.0
21099,0.0
21100,0.0
21101,0.0
21102,0.0
21103,0.0
21104,5.0
21105,1.0
21106,0.0
21107,1.0
21108,0.0
21109,0.0
21110,0.0
21111,0.0
21112,1.0
21113,0.0
21114,0.0
21115,0.0
21116,1.0
21117,0.0
21118,0.0
21119,1.0
21120,1.0
21121,2.0
21122,0.0
21123,1.0
21124,1.0
21125,0.0
21126,0.0
21127,0.0
21128,0.0
21129,1.0
21130,1.0
21131,0.0
21132,0.0
21133,3.0
21134,7.0
21135,0.0
21136,0.0
21137,1.0
21138,1.0
21139,1.0
21140,0.0
21141,12.0
21142,2.0
21143,1.0
21144,0.0
21145,0.0
21146,0.0
21147,1.0
21148,4.0
21149,1.0
21150,1.0
21151,0.0
21152,0.0
21153,2.0
21154,4.0
21155,0.0
21156,7.0
21157,0.0
21158,0.0
21159,1.0
21160,3.0
21161,3.0
21162,3.0
21163,0.0
21164,5.0
21165,0.0
21166,0.0
21167,3.0
21168,3.0
21169,3.0
21170,8.0
21171,2.0
21172,1.0
21173,10.0
21174,0.0
21175,2.0
21176,3.0
21177,0.0
21178,2.0
21179,6.0
21180,2.0
21181,1.0
21182,6.0
21183,6.0
21184,2.0
21185,2.0
21186,1.0
21187,2.0
21188,3.0
21189,7.0
21190,1.0
21191,0.0
21192,0.0
21193,0.0
21194,0.0
21195,12.0
21196,1.0
21197,1.0
21198,6.0
21199,2.0
21200,6.0
21201,3.0
21202,3.0
21203,3.0
21204,0.0
21205,3.0
21206,7.0
21207,2.0
21208,0.0
21209,0.0
21210,0.0
21211,4.0
21212,7.0
21213,2.0
21214,7.0
21215,0.0
21216,1.0
21217,0.0
21218,6.0
21219,3.0
21220,3.0
21221,0.0
21222,10.0
21223,2.0
21224,7.0
21225,1.0
21226,2.0
21227,1.0
21228,4.0
21229,1.0
21230,3.0
21231,1.0
21232,3.0
21233,0.0
21234,5.0
21235,2.0
21236,1.0
21237,17.0
21238,1.0
21239,5.0
21240,0.0
21241,0.0
21242,2.0
21243,1.0
21244,0.0
21245,5.0
21246,2.0
21247,9.0
21248,1.0
21249,3.0
21250,0.0
21251,0.0
21252,0.0
21253,2.0
21254,1.0
21255,6.0
21256,0.0
21257,2.0
21258,2.0
21259,8.0
21260,0.0
21261,0.0
21262,10.0
21263,3.0
21264,0.0
21265,5.0
21266,0.0
21267,2.0
21268,2.0
21269,1.0
21270,7.0
21271,3.0
21272,0.0
21273,1.0
21274,3.0
21275,5.0
21276,0.0
21277,9.0
21278,1.0
21279,1.0
21280,13.0
21281,1.0
21282,1.0
21283,0.0
21284,13.0
21285,6.0
21286,1.0
21287,2.0
21288,0.0
21289,1.0
21290,10.0
21291,13.0
21292,3.0
21293,6.0
21294,5.0
21295,1.0
21296,2.0
21297,0.0
21298,5.0
21299,2.0
21300,13.0
21301,2.0
21302,4.0
21303,3.0
21304,1.0
21305,0.0
21306,0.0
21307,0.0
21308,4.0
21309,1.0
21310,4.0
21311,0.0
21312,3.0
21313,0.0
21314,1.0
21315,0.0
21316,3.0
21317,1.0
21318,1.0
21319,16.0
21320,6.0
21321,1.0
21322,1.0
21323,2.0
21324,1.0
21325,1.0
21326,1.0
21327,1.0
21328,1.0
21329,0.0
21330,4.0
21331,4.0
21332,2.0
21333,1.0
21334,0.0
21335,0.0
21336,0.0
21337,0.0
21338,3.0
21339,1.0
21340,0.0
21341,0.0
21342,6.0
21343,1.0
21344,0.0
21345,0.0
21346,0.0
21347,0.0
21348,1.0
21349,0.0
21350,5.0
21351,2.0
21352,1.0
21353,0.0
21354,1.0
21355,4.0
21356,1.0
21357,0.0
21358,9.0
21359,2.0
21360,6.0
21361,1.0
21362,0.0
21363,0.0
21364,0.0
21365,1.0
21366,3.0
21367,0.0
21368,1.0
21369,1.0
21370,4.0
21371,0.0
21372,0.0
21373,3.0
21374,0.0
21375,12.0
21376,0.0
21377,0.0
21378,12.0
21379,1.0
21380,0.0
21381,0.0
21382,3.0
21383,1.0
21384,0.0
21385,0.0
21386,1.0
21387,5.0
21388,3.0
21389,10.0
21390,4.0
21391,4.0
21392,0.0
21393,0.0
21394,9.0
21395,1.0
21396,1.0
21397,0.0
21398,1.0
21399,0.0
21400,11.0
21401,4.0
21402,3.0
21403,9.0
21404,1.0
21405,10.0
21406,10.0
21407,9.0
21408,3.0
21409,18.0
21410,1.0
21411,2.0
21412,5.0
21413,5.0
21414,2.0
21415,9.0
21416,5.0
21417,2.0
21418,10.0
21419,0.0
21420,0.0
21421,13.0
21422,15.0
21423,2.0
21424,8.0
21425,1.0
21426,8.0
21427,15.0
21428,11.0
21429,12.0
21430,0.0
21431,0.0
21432,0.0
21433,6.0
21434,4.0
21435,3.0
21436,18.0
21437,0.0
21438,0.0
21439,0.0
21440,0.0
21441,7.0
21442,9.0
21443,0.0
21444,1.0
21445,10.0
21446,11.0
21447,15.0
21448,8.0
21449,6.0
21450,9.0
21451,3.0
21452,6.0
21453,2.0
21454,2.0
21455,11.0
21456,4.0
21457,4.0
21458,1.0
21459,10.0
21460,8.0
21461,2.0
21462,4.0
21463,6.0
21464,5.0
21465,6.0
21466,8.0
21467,15.0
21468,0.0
21469,1.0
21470,5.0
21471,19.0
21472,12.0
21473,9.0
21474,4.0
21475,16.0
21476,7.0
21477,0.0
21478,8.0
21479,11.0
21480,0.0
21481,21.0
21482,14.0
21483,1.0
21484,0.0
21485,7.0
21486,8.0
21487,2.0
21488,6.0
21489,5.0
21490,1.0
21491,14.0
21492,4.0
21493,0.0
21494,6.0
21495,14.0
21496,0.0
21497,4.0
21498,6.0
21499,4.0
21500,0.0
21501,2.0
21502,0.0
21503,0.0
21504,6.0
21505,0.0
21506,17.0
21507,4.0
21508,0.0
21509,5.0
21510,0.0
21511,9.0
21512,0.0
21513,14.0
21514,5.0
21515,3.0
21516,20.0
21517,0.0
21518,0.0
21519,1.0
21520,2.0
21521,29.0
21522,0.0
21523,1.0
21524,2.0
21525,0.0
21526,1.0
21527,0.0
21528,6.0
21529,0.0
21530,5.0
21531,0.0
21532,1.0
21533,0.0
21534,3.0
21535,1.0
21536,15.0
21537,4.0
21538,0.0
21539,10.0
21540,26.0
21541,0.0
21542,0.0
21543,0.0
21544,0.0
21545,8.0
21546,4.0
21547,0.0
21548,17.0
21549,0.0
21550,6.0
21551,0.0
21552,5.0
21553,0.0
21554,1.0
21555,0.0
21556,8.0
21557,26.0
21558,10.0
21559,3.0
21560,1.0
21561,0.0
21562,3.0
21563,10.0
21564,0.0
21565,2.0
21566,11.0
21567,22.0
21568,3.0
21569,29.0
21570,15.0
21571,0.0
21572,1.0
21573,13.0
21574,1.0
21575,0.0
21576,14.0
21577,4.0
21578,1.0
21579,0.0
21580,3.0
21581,0.0
21582,2.0
21583,3.0
21584,2.0
21585,4.0
21586,22.0
21587,15.0
21588,0.0
21589,2.0
21590,0.0
21591,0.0
21592,2.0
21593,3.0
21594,7.0
21595,5.0
21596,18.0
21597,0.0
21598,1.0
21599,1.0
21600,8.0
21601,0.0
21602,15.0
21603,11.0
21604,1.0
21605,0.0
21606,10.0
21607,0.0
21608,16.0
21609,0.0
21610,0.0
21611,0.0
21612,9.0
21613,3.0
21614,1.0
21615,0.0
21616,7.0
21617,0.0
21618,1.0
21619,1.0
21620,0.0
21621,0.0
21622,0.0
21623,3.0
21624,0.0
21625,0.0
21626,14.0
21627,5.0
21628,10.0
21629,9.0
21630,2.0
21631,7.0
21632,11.0
21633,6.0
21634,2.0
21635,0.0
21636,9.0
21637,2.0
21638,0.0
21639,0.0
21640,4.0
21641,5.0
21642,4.0
21643,4.0
21644,5.0
21645,1.0
21646,3.0
21647,2.0
21648,0.0
21649,0.0
21650,2.0
21651,1.0
21652,0.0
21653,0.0
21654,1.0
21655,1.0
21656,21.0
21657,7.0
21658,0.0
21659,4.0
21660,2.0
21661,3.0
21662,1.0
21663,2.0
21664,13.0
21665,0.0
21666,2.0
21667,2.0
21668,0.0
21669,0.0
21670,0.0
21671,0.0
21672,1.0
21673,0.0
21674,5.0
21675,0.0
21676,1.0
21677,0.0
21678,3.0
21679,0.0
21680,18.0
21681,1.0
21682,13.0
21683,3.0
21684,1.0
21685,5.0
21686,0.0
21687,2.0
21688,11.0
21689,0.0
21690,10.0
21691,0.0
21692,43.0
21693,2.0
21694,0.0
21695,1.0
21696,2.0
21697,1.0
21698,0.0
21699,0.0
21700,0.0
21701,1.0
21702,0.0
21703,0.0
21704,0.0
21705,0.0
21706,1.0
21707,0.0
21708,0.0
21709,3.0
21710,0.0
21711,0.0
21712,0.0
21713,11.0
21714,0.0
21715,0.0
21716,1.0
21717,1.0
21718,0.0
21719,0.0
21720,1.0
21721,0.0
21722,16.0
21723,0.0
21724,1.0
21725,0.0
21726,0.0
21727,0.0
21728,0.0
21729,0.0
21730,1.0
21731,1.0
21732,0.0
21733,5.0
21734,1.0
21735,0.0
21736,0.0
21737,7.0
21738,1.0
21739,1.0
21740,0.0
21741,1.0
21742,1.0
21743,0.0
21744,0.0
21745,0.0
21746,0.0
21747,2.0
21748,1.0
21749,0.0
21750,13.0
21751,7.0
21752,12.0
21753,0.0
21754,0.0
21755,0.0
21756,0.0
21757,8.0
21758,0.0
21759,7.0
21760,10.0
21761,11.0
21762,0.0
21763,0.0
21764,1.0
21765,1.0
21766,23.0
21767,1.0
21768,0.0
21769,1.0
21770,0.0
21771,17.0
21772,5.0
21773,0.0
21774,4.0
21775,20.0
21776,2.0
21777,4.0
21778,0.0
21779,10.0
21780,0.0
21781,3.0
21782,1.0
21783,0.0
21784,13.0
21785,14.0
21786,0.0
21787,4.0
21788,0.0
21789,6.0
21790,13.0
21791,10.0
21792,4.0
21793,7.0
21794,15.0
21795,3.0
21796,0.0
21797,17.0
21798,0.0
21799,19.0
21800,2.0
21801,4.0
21802,2.0
21803,0.0
21804,6.0
21805,2.0
21806,5.0
21807,0.0
21808,6.0
21809,11.0
21810,12.0
21811,9.0
21812,9.0
21813,19.0
21814,0.0
21815,0.0
21816,2.0
21817,7.0
21818,0.0
21819,10.0
21820,3.0
21821,0.0
21822,0.0
21823,1.0
21824,0.0
21825,7.0
21826,0.0
21827,0.0
21828,11.0
21829,3.0
21830,4.0
21831,0.0
21832,6.0
21833,9.0
21834,1.0
21835,4.0
21836,12.0
21837,1.0
21838,7.0
21839,0.0
21840,0.0
21841,6.0
21842,4.0
21843,2.0
21844,3.0
21845,2.0
21846,5.0
21847,1.0
21848,12.0
21849,2.0
21850,7.0
21851,3.0
21852,9.0
21853,3.0
21854,0.0
21855,0.0
21856,12.0
21857,1.0
21858,2.0
21859,19.0
21860,6.0
21861,0.0
21862,2.0
21863,4.0
21864,0.0
21865,0.0
21866,1.0
21867,11.0
21868,6.0
21869,22.0
21870,7.0
21871,4.0
21872,2.0
21873,3.0
21874,13.0
21875,10.0
21876,0.0
21877,2.0
21878,2.0
21879,0.0
21880,4.0
21881,0.0
21882,1.0
21883,0.0
21884,16.0
21885,13.0
21886,4.0
21887,1.0
21888,1.0
21889,0.0
21890,0.0
21891,1.0
21892,4.0
21893,14.0
21894,12.0
21895,7.0
21896,0.0
21897,1.0
21898,3.0
21899,2.0
21900,0.0
21901,0.0
21902,13.0
21903,18.0
21904,19.0
21905,0.0
21906,0.0
21907,18.0
21908,7.0
21909,0.0
21910,1.0
21911,5.0
21912,1.0
21913,13.0
21914,0.0
21915,6.0
21916,4.0
21917,15.0
21918,0.0
21919,0.0
21920,13.0
21921,3.0
21922,3.0
21923,0.0
21924,11.0
21925,0.0
21926,3.0
21927,0.0
21928,0.0
21929,5.0
21930,4.0
21931,0.0
21932,1.0
21933,10.0
21934,0.0
21935,14.0
21936,16.0
21937,2.0
21938,3.0
21939,2.0
21940,0.0
21941,5.0
21942,0.0
21943,17.0
21944,12.0
21945,0.0
21946,2.0
21947,23.0
21948,11.0
21949,4.0
21950,5.0
21951,0.0
21952,10.0
21953,5.0
21954,2.0
21955,0.0
21956,26.0
21957,8.0
21958,0.0
21959,2.0
21960,19.0
21961,0.0
21962,1.0
21963,1.0
21964,1.0
21965,2.0
21966,7.0
21967,1.0
21968,3.0
21969,0.0
21970,8.0
21971,0.0
21972,9.0
21973,2.0
21974,16.0
21975,5.0
21976,1.0
21977,0.0
21978,5.0
21979,14.0
21980,0.0
21981,0.0
21982,1.0
21983,6.0
21984,2.0
21985,0.0
21986,6.0
21987,16.0
21988,8.0
21989,0.0
21990,0.0
21991,12.0
21992,1.0
21993,11.0
21994,3.0
21995,8.0
21996,1.0
21997,2.0
21998,17.0
21999,0.0
22000,0.0
22001,1.0
22002,1.0
22003,9.0
22004,1.0
22005,2.0
22006,0.0
22007,0.0
22008,12.0
22009,0.0
22010,0.0
22011,1.0
22012,1.0
22013,10.0
22014,2.0
22015,1.0
22016,2.0
22017,0.0
22018,8.0
22019,6.0
22020,1.0
22021,1.0
22022,10.0
22023,0.0
22024,3.0
22025,0.0
22026,0.0
22027,3.0
22028,1.0
22029,2.0
22030,0.0
22031,10.0
22032,7.0
22033,0.0
22034,11.0
22035,1.0
22036,5.0
22037,5.0
22038,3.0
22039,3.0
22040,0.0
22041,4.0
22042,13.0
22043,6.0
22044,12.0
22045,0.0
22046,3.0
22047,0.0
22048,13.0
22049,1.0
22050,0.0
22051,0.0
22052,2.0
22053,17.0
22054,8.0
22055,0.0
22056,1.0
22057,1.0
22058,0.0
22059,0.0
22060,9.0
22061,2.0
22062,0.0
22063,22.0
22064,0.0
22065,17.0
22066,0.0
22067,0.0
22068,13.0
22069,3.0
22070,7.0
22071,1.0
22072,2.0
22073,0.0
22074,0.0
22075,4.0
22076,16.0
22077,1.0
22078,1.0
22079,14.0
22080,2.0
22081,1.0
22082,0.0
22083,1.0
22084,24.0
22085,7.0
22086,1.0
22087,1.0
22088,7.0
22089,1.0
22090,2.0
22091,1.0
22092,2.0
22093,4.0
22094,5.0
22095,0.0
22096,0.0
22097,1.0
22098,7.0
22099,7.0
22100,1.0
22101,0.0
22102,0.0
22103,1.0
22104,2.0
22105,1.0
22106,2.0
22107,8.0
22108,0.0
22109,6.0
22110,11.0
22111,0.0
22112,3.0
22113,9.0
22114,5.0
22115,2.0
22116,0.0
22117,4.0
22118,14.0
22119,15.0
22120,8.0
22121,0.0
22122,4.0
22123,8.0
22124,6.0
22125,1.0
22126,1.0
22127,7.0
22128,5.0
22129,1.0
22130,6.0
22131,15.0
22132,1.0
22133,0.0
22134,0.0
22135,8.0
22136,0.0
22137,4.0
22138,12.0
22139,8.0
22140,0.0
22141,7.0
22142,2.0
22143,1.0
22144,0.0
22145,0.0
22146,5.0
22147,3.0
22148,12.0
22149,1.0
22150,10.0
22151,1.0
22152,3.0
22153,4.0
22154,11.0
22155,6.0
22156,3.0
22157,6.0
22158,5.0
22159,0.0
22160,0.0
22161,6.0
22162,0.0
22163,0.0
22164,3.0
22165,0.0
22166,13.0
22167,8.0
22168,0.0
22169,3.0
22170,7.0
22171,2.0
22172,6.0
22173,9.0
22174,22.0
22175,0.0
22176,6.0
22177,0.0
22178,9.0
22179,6.0
22180,4.0
22181,9.0
22182,4.0
22183,9.0
22184,12.0
22185,0.0
22186,3.0
22187,0.0
22188,0.0
22189,0.0
22190,8.0
22191,12.0
22192,14.0
22193,0.0
22194,0.0
22195,0.0
22196,5.0
22197,0.0
22198,5.0
22199,0.0
22200,16.0
22201,5.0
22202,5.0
22203,2.0
22204,3.0
22205,1.0
22206,0.0
22207,0.0
22208,5.0
22209,1.0
22210,2.0
22211,6.0
22212,4.0
22213,0.0
22214,4.0
22215,2.0
22216,3.0
22217,2.0
22218,12.0
22219,4.0
22220,4.0
22221,4.0
22222,5.0
22223,0.0
22224,11.0
22225,3.0
22226,6.0
22227,6.0
22228,2.0
22229,1.0
22230,1.0
22231,3.0
22232,3.0
22233,7.0
22234,0.0
22235,0.0
22236,4.0
22237,4.0
22238,8.0
22239,3.0
22240,5.0
22241,1.0
22242,10.0
22243,1.0
22244,0.0
22245,6.0
22246,2.0
22247,3.0
22248,0.0
22249,0.0
22250,17.0
22251,0.0
22252,3.0
22253,1.0
22254,2.0
22255,5.0
22256,6.0
22257,4.0
22258,0.0
22259,0.0
22260,1.0
22261,2.0
22262,2.0
22263,4.0
22264,6.0
22265,8.0
22266,7.0
22267,3.0
22268,1.0
22269,1.0
22270,6.0
22271,1.0
22272,2.0
22273,1.0
22274,2.0
22275,5.0
22276,1.0
22277,1.0
22278,0.0
22279,0.0
22280,6.0
22281,2.0
22282,4.0
22283,10.0
22284,0.0
22285,3.0
22286,1.0
22287,11.0
22288,1.0
22289,0.0
22290,1.0
22291,5.0
22292,3.0
22293,10.0
22294,1.0
22295,0.0
22296,4.0
22297,0.0
22298,3.0
22299,1.0
22300,0.0
22301,0.0
22302,0.0
22303,1.0
22304,9.0
22305,0.0
22306,1.0
22307,1.0
22308,3.0
22309,1.0
22310,6.0
22311,1.0
22312,1.0
22313,0.0
22314,2.0
22315,0.0
22316,0.0
22317,0.0
22318,0.0
22319,0.0
22320,0.0
22321,1.0
22322,1.0
22323,0.0
22324,0.0
22325,0.0
22326,0.0
22327,0.0
22328,2.0
22329,0.0
22330,0.0
22331,3.0
22332,0.0
22333,0.0
22334,1.0
22335,1.0
22336,1.0
22337,1.0
22338,0.0
22339,0.0
22340,2.0
22341,0.0
22342,0.0
22343,0.0
22344,1.0
22345,0.0
22346,3.0
22347,2.0
22348,0.0
22349,2.0
22350,5.0
22351,0.0
22352,0.0
22353,2.0
22354,0.0
22355,0.0
22356,0.0
22357,1.0
22358,0.0
22359,0.0
22360,0.0
22361,0.0
22362,0.0
22363,0.0
22364,0.0
22365,0.0
22366,0.0
22367,1.0
22368,1.0
22369,0.0
22370,0.0
22371,1.0
22372,0.0
22373,0.0
22374,1.0
22375,0.0
22376,0.0
22377,0.0
22378,0.0
22379,1.0
22380,0.0
22381,2.0
22382,0.0
22383,0.0
22384,0.0
22385,2.0
22386,2.0
22387,0.0
22388,0.0
22389,0.0
22390,2.0
22391,1.0
22392,3.0
22393,0.0
22394,0.0
22395,1.0
22396,0.0
22397,1.0
22398,0.0
22399,2.0
22400,0.0
22401,0.0
22402,0.0
22403,3.0
22404,0.0
22405,0.0
22406,0.0
22407,0.0
22408,0.0
22409,3.0
22410,2.0
22411,0.0
22412,0.0
22413,0.0
22414,0.0
22415,0.0
22416,3.0
22417,0.0
22418,0.0
22419,1.0
22420,1.0
22421,0.0
22422,3.0
22423,8.0
22424,1.0
22425,0.0
22426,1.0
22427,0.0
22428,4.0
22429,1.0
22430,0.0
22431,0.0
22432,3.0
22433,1.0
22434,0.0
22435,0.0
22436,0.0
22437,4.0
22438,7.0
22439,2.0
22440,2.0
22441,3.0
22442,2.0
22443,1.0
22444,0.0
22445,0.0
22446,3.0
22447,0.0
22448,1.0
22449,0.0
22450,5.0
22451,0.0
22452,0.0
22453,7.0
22454,0.0
22455,3.0
22456,5.0
22457,5.0
22458,2.0
22459,0.0
22460,4.0
22461,2.0
22462,0.0
22463,0.0
22464,3.0
22465,4.0
22466,1.0
22467,0.0
22468,1.0
22469,0.0
22470,6.0
22471,1.0
22472,0.0
22473,1.0
22474,0.0
22475,1.0
22476,5.0
22477,3.0
22478,2.0
22479,1.0
22480,2.0
22481,1.0
22482,1.0
22483,1.0
22484,2.0
22485,3.0
22486,0.0
22487,7.0
22488,0.0
22489,1.0
22490,2.0
22491,1.0
22492,0.0
22493,0.0
22494,1.0
22495,1.0
22496,2.0
22497,0.0
22498,2.0
22499,0.0
22500,0.0
22501,0.0
22502,1.0
22503,6.0
22504,1.0
22505,3.0
22506,0.0
22507,1.0
22508,7.0
22509,3.0
22510,4.0
22511,3.0
22512,4.0
22513,10.0
22514,0.0
22515,0.0
22516,2.0
22517,1.0
22518,0.0
22519,0.0
22520,1.0
22521,3.0
22522,1.0
22523,0.0
22524,3.0
22525,2.0
22526,0.0
22527,0.0
22528,0.0
22529,1.0
22530,1.0
22531,2.0
22532,1.0
22533,2.0
22534,4.0
22535,0.0
22536,2.0
22537,0.0
22538,2.0
22539,1.0
22540,2.0
22541,0.0
22542,0.0
22543,0.0
22544,1.0
22545,2.0
22546,3.0
22547,0.0
22548,1.0
22549,2.0
22550,0.0
