,Fzd3
55157,1.0
55158,1.0
55159,0.0
55160,1.0
55161,2.0
55162,1.0
55163,0.0
55164,1.0
55165,1.0
55166,3.0
55167,3.0
55168,0.0
55169,0.0
55170,1.0
55171,0.0
55172,1.0
55173,0.0
55174,0.0
55175,0.0
55176,6.0
55177,4.0
55178,1.0
55179,0.0
55180,0.0
55181,0.0
55182,0.0
55183,6.0
55184,7.0
55185,6.0
55186,2.0
55187,4.0
55188,0.0
55189,0.0
55190,3.0
55191,6.0
55192,0.0
55193,1.0
55194,0.0
55195,0.0
55196,0.0
55197,1.0
55198,0.0
55199,0.0
55200,5.0
55201,2.0
55202,4.0
55203,1.0
55204,8.0
55205,0.0
55206,5.0
55207,1.0
55208,3.0
55209,5.0
55210,1.0
55211,10.0
55212,2.0
55213,0.0
55214,7.0
55215,6.0
55216,5.0
55217,3.0
55218,1.0
55219,0.0
55220,1.0
55221,1.0
55222,2.0
55223,4.0
55224,3.0
55225,8.0
55226,3.0
55227,2.0
55228,1.0
55229,0.0
55230,1.0
55231,1.0
55232,5.0
55233,1.0
55234,0.0
55235,0.0
55236,0.0
55237,9.0
55238,2.0
55239,3.0
55240,4.0
55241,0.0
55242,1.0
55243,1.0
55244,1.0
55245,2.0
55246,0.0
55247,1.0
55248,1.0
55249,0.0
55250,3.0
55251,1.0
55252,1.0
55253,5.0
55254,2.0
55255,6.0
55256,12.0
55257,1.0
55258,0.0
55259,8.0
55260,9.0
55261,6.0
55262,1.0
55263,0.0
55264,0.0
55265,1.0
55266,0.0
55267,5.0
55268,9.0
55269,1.0
55270,4.0
55271,6.0
55272,4.0
55273,4.0
55274,2.0
55275,5.0
55276,2.0
55277,11.0
55278,0.0
55279,5.0
55280,1.0
55281,0.0
55282,8.0
55283,11.0
55284,1.0
55285,0.0
55286,0.0
55287,0.0
55288,1.0
55289,3.0
55290,4.0
55291,6.0
55292,0.0
55293,0.0
55294,1.0
55295,2.0
55296,2.0
55297,1.0
55298,2.0
55299,1.0
55300,3.0
55301,0.0
55302,6.0
55303,1.0
55304,1.0
55305,9.0
55306,1.0
55307,3.0
55308,1.0
55309,3.0
55310,6.0
55311,1.0
55312,3.0
55313,2.0
55314,4.0
55315,0.0
55316,3.0
55317,3.0
55318,1.0
55319,2.0
55320,1.0
55321,0.0
55322,2.0
55323,6.0
55324,2.0
55325,0.0
55326,1.0
55327,4.0
55328,4.0
55329,1.0
55330,9.0
55331,1.0
55332,2.0
55333,1.0
55334,0.0
55335,2.0
55336,4.0
55337,4.0
55338,0.0
55339,5.0
55340,4.0
55341,0.0
55342,3.0
55343,1.0
55344,0.0
55345,2.0
55346,4.0
55347,1.0
55348,0.0
55349,0.0
55350,1.0
55351,6.0
55352,2.0
55353,1.0
55354,6.0
55355,3.0
55356,4.0
55357,1.0
55358,1.0
55359,0.0
55360,0.0
55361,0.0
55362,0.0
55363,0.0
55364,1.0
55365,4.0
55366,7.0
55367,7.0
55368,4.0
55369,3.0
55370,10.0
55371,5.0
55372,2.0
55373,4.0
55374,1.0
55375,5.0
55376,2.0
55377,7.0
55378,4.0
55379,0.0
55380,2.0
55381,3.0
55382,5.0
55383,3.0
55384,1.0
55385,0.0
55386,2.0
55387,0.0
55388,0.0
55389,4.0
55390,1.0
55391,1.0
55392,0.0
55393,5.0
55394,0.0
55395,0.0
55396,0.0
55397,4.0
55398,0.0
55399,0.0
55400,1.0
55401,0.0
55402,0.0
55403,1.0
55404,2.0
55405,1.0
55406,1.0
55407,0.0
55408,1.0
55409,1.0
55410,1.0
55411,1.0
55412,0.0
55413,1.0
55414,1.0
55415,0.0
55416,0.0
55417,2.0
55418,1.0
55419,0.0
55420,1.0
55421,12.0
55422,6.0
55423,2.0
55424,4.0
55425,0.0
55426,7.0
55427,0.0
55428,3.0
55429,3.0
55430,6.0
55431,2.0
55432,3.0
55433,3.0
55434,3.0
55435,1.0
55436,1.0
55437,2.0
55438,6.0
55439,5.0
55440,0.0
55441,4.0
55442,0.0
55443,9.0
55444,14.0
55445,6.0
55446,5.0
55447,4.0
55448,0.0
55449,0.0
55450,4.0
55451,1.0
55452,2.0
55453,12.0
55454,5.0
55455,4.0
55456,2.0
55457,3.0
55458,2.0
55459,2.0
55460,0.0
55461,8.0
55462,3.0
55463,1.0
55464,5.0
55465,1.0
55466,0.0
55467,6.0
55468,0.0
55469,6.0
55470,2.0
55471,5.0
55472,3.0
55473,1.0
55474,1.0
55475,3.0
55476,9.0
55477,5.0
55478,0.0
55479,0.0
55480,10.0
55481,0.0
55482,1.0
55483,3.0
55484,10.0
55485,7.0
55486,1.0
55487,0.0
55488,0.0
55489,0.0
55490,5.0
55491,0.0
55492,9.0
55493,1.0
55494,8.0
55495,0.0
55496,3.0
55497,0.0
55498,0.0
55499,4.0
55500,12.0
55501,2.0
55502,7.0
55503,3.0
55504,3.0
55505,1.0
55506,7.0
55507,0.0
55508,5.0
55509,3.0
55510,2.0
55511,2.0
55512,5.0
55513,1.0
55514,9.0
55515,9.0
55516,8.0
55517,10.0
55518,6.0
55519,0.0
55520,1.0
55521,0.0
55522,8.0
55523,6.0
55524,6.0
55525,2.0
55526,2.0
55527,4.0
55528,0.0
55529,13.0
55530,0.0
55531,4.0
55532,0.0
55533,9.0
55534,2.0
55535,2.0
55536,2.0
55537,1.0
55538,4.0
55539,6.0
55540,5.0
55541,8.0
55542,0.0
55543,2.0
55544,15.0
55545,9.0
55546,2.0
55547,6.0
55548,3.0
55549,4.0
55550,7.0
55551,0.0
55552,0.0
55553,11.0
55554,11.0
55555,1.0
55556,7.0
55557,0.0
55558,4.0
55559,0.0
55560,0.0
55561,0.0
55562,0.0
55563,4.0
55564,4.0
55565,9.0
55566,2.0
55567,8.0
55568,6.0
55569,5.0
55570,2.0
55571,1.0
55572,8.0
55573,1.0
55574,6.0
55575,0.0
55576,4.0
55577,3.0
55578,7.0
55579,5.0
55580,7.0
55581,0.0
55582,7.0
55583,4.0
55584,0.0
55585,0.0
55586,0.0
55587,0.0
55588,6.0
55589,0.0
55590,0.0
55591,13.0
55592,0.0
55593,3.0
55594,1.0
55595,1.0
55596,0.0
55597,0.0
55598,8.0
55599,0.0
55600,2.0
55601,0.0
55602,10.0
55603,0.0
55604,6.0
55605,14.0
55606,2.0
55607,0.0
55608,1.0
55609,13.0
55610,0.0
55611,1.0
55612,5.0
55613,3.0
55614,5.0
55615,5.0
55616,0.0
55617,0.0
55618,0.0
55619,5.0
55620,0.0
55621,2.0
55622,5.0
55623,2.0
55624,4.0
55625,0.0
55626,0.0
55627,1.0
55628,1.0
55629,0.0
55630,4.0
55631,2.0
55632,0.0
55633,8.0
55634,4.0
55635,2.0
55636,7.0
55637,1.0
55638,4.0
55639,0.0
55640,1.0
55641,1.0
55642,1.0
55643,0.0
55644,0.0
55645,2.0
55646,2.0
55647,4.0
55648,5.0
55649,0.0
55650,1.0
55651,0.0
55652,2.0
55653,7.0
55654,0.0
55655,3.0
55656,8.0
55657,0.0
55658,6.0
55659,1.0
55660,2.0
55661,10.0
55662,1.0
55663,0.0
55664,0.0
55665,1.0
55666,6.0
55667,3.0
55668,4.0
55669,3.0
55670,0.0
55671,0.0
55672,2.0
55673,0.0
55674,7.0
55675,4.0
55676,2.0
55677,2.0
55678,0.0
55679,10.0
55680,0.0
55681,5.0
55682,1.0
55683,6.0
55684,0.0
55685,0.0
55686,10.0
55687,3.0
55688,0.0
55689,15.0
55690,19.0
55691,3.0
55692,2.0
55693,14.0
55694,12.0
55695,7.0
55696,0.0
55697,1.0
55698,8.0
55699,4.0
55700,1.0
55701,2.0
55702,8.0
55703,22.0
55704,1.0
55705,5.0
55706,4.0
55707,4.0
55708,0.0
55709,3.0
55710,1.0
55711,2.0
55712,0.0
55713,0.0
55714,4.0
55715,2.0
55716,10.0
55717,5.0
55718,3.0
55719,5.0
55720,2.0
55721,15.0
55722,2.0
55723,8.0
55724,5.0
55725,3.0
55726,8.0
55727,10.0
55728,10.0
55729,2.0
55730,1.0
55731,9.0
55732,11.0
55733,1.0
55734,13.0
55735,3.0
55736,2.0
55737,0.0
55738,11.0
55739,32.0
55740,0.0
55741,17.0
55742,10.0
55743,0.0
55744,4.0
55745,2.0
55746,5.0
55747,6.0
55748,12.0
55749,3.0
55750,19.0
55751,1.0
55752,14.0
55753,18.0
55754,6.0
55755,27.0
55756,2.0
55757,1.0
55758,4.0
55759,11.0
55760,1.0
55761,8.0
55762,10.0
55763,1.0
55764,1.0
55765,2.0
55766,27.0
55767,4.0
55768,0.0
55769,11.0
55770,13.0
55771,2.0
55772,0.0
55773,7.0
55774,10.0
55775,2.0
55776,12.0
55777,4.0
55778,4.0
55779,6.0
55780,1.0
55781,0.0
55782,5.0
55783,0.0
55784,0.0
55785,26.0
55786,6.0
55787,30.0
55788,15.0
55789,5.0
55790,4.0
55791,4.0
55792,8.0
55793,19.0
55794,18.0
55795,0.0
55796,5.0
55797,2.0
55798,1.0
55799,6.0
55800,0.0
55801,2.0
55802,12.0
55803,1.0
55804,1.0
55805,3.0
55806,0.0
55807,5.0
55808,3.0
55809,2.0
55810,0.0
55811,2.0
55812,5.0
55813,6.0
55814,0.0
55815,5.0
55816,1.0
55817,11.0
55818,3.0
55819,0.0
55820,13.0
55821,0.0
55822,5.0
55823,2.0
55824,6.0
55825,1.0
55826,18.0
55827,0.0
55828,10.0
55829,1.0
55830,13.0
55831,15.0
55832,3.0
55833,0.0
55834,16.0
55835,18.0
55836,0.0
55837,2.0
55838,0.0
55839,2.0
55840,1.0
55841,13.0
55842,1.0
55843,7.0
55844,1.0
55845,11.0
55846,17.0
55847,4.0
55848,0.0
55849,4.0
55850,11.0
55851,0.0
55852,0.0
55853,0.0
55854,0.0
55855,0.0
55856,4.0
55857,0.0
55858,0.0
55859,0.0
55860,0.0
55861,1.0
55862,0.0
55863,2.0
55864,8.0
55865,8.0
55866,38.0
55867,3.0
55868,0.0
55869,13.0
55870,0.0
55871,0.0
55872,11.0
55873,1.0
55874,0.0
55875,1.0
55876,0.0
55877,0.0
55878,0.0
55879,16.0
55880,3.0
55881,2.0
55882,1.0
55883,10.0
55884,0.0
55885,0.0
55886,1.0
55887,0.0
55888,1.0
55889,0.0
55890,0.0
55891,2.0
55892,1.0
55893,0.0
55894,2.0
55895,2.0
55896,2.0
55897,2.0
55898,0.0
55899,0.0
55900,0.0
55901,1.0
55902,1.0
55903,0.0
55904,0.0
55905,0.0
55906,1.0
55907,0.0
55908,2.0
55909,5.0
55910,0.0
55911,0.0
55912,0.0
55913,0.0
55914,1.0
55915,2.0
55916,2.0
55917,2.0
55918,0.0
55919,0.0
55920,0.0
55921,0.0
55922,0.0
55923,1.0
55924,2.0
55925,1.0
55926,0.0
55927,0.0
55928,1.0
55929,0.0
55930,1.0
55931,0.0
55932,0.0
55933,1.0
55934,0.0
55935,0.0
55936,2.0
55937,2.0
55938,0.0
55939,1.0
55940,2.0
55941,2.0
55942,0.0
55943,0.0
55944,0.0
55945,2.0
55946,1.0
55947,2.0
55948,1.0
55949,0.0
55950,0.0
55951,1.0
55952,24.0
55953,0.0
55954,12.0
55955,2.0
55956,2.0
55957,0.0
55958,1.0
55959,0.0
55960,1.0
55961,0.0
55962,1.0
55963,0.0
55964,0.0
55965,0.0
55966,0.0
55967,0.0
55968,1.0
55969,0.0
55970,0.0
55971,0.0
55972,1.0
55973,0.0
55974,0.0
55975,3.0
55976,0.0
55977,3.0
55978,0.0
55979,0.0
55980,1.0
55981,4.0
55982,3.0
55983,1.0
55984,0.0
55985,1.0
55986,19.0
55987,2.0
55988,3.0
55989,1.0
55990,0.0
55991,3.0
55992,1.0
55993,0.0
55994,0.0
55995,1.0
55996,3.0
55997,0.0
55998,3.0
55999,0.0
56000,20.0
56001,0.0
56002,1.0
56003,0.0
56004,1.0
56005,13.0
56006,19.0
56007,7.0
56008,11.0
56009,2.0
56010,0.0
56011,8.0
56012,1.0
56013,7.0
56014,13.0
56015,15.0
56016,5.0
56017,0.0
56018,19.0
56019,0.0
56020,13.0
56021,9.0
56022,9.0
56023,18.0
56024,13.0
56025,0.0
56026,0.0
56027,20.0
56028,1.0
56029,9.0
56030,5.0
56031,5.0
56032,9.0
56033,2.0
56034,1.0
56035,10.0
56036,0.0
56037,1.0
56038,0.0
56039,5.0
56040,1.0
56041,14.0
56042,6.0
56043,1.0
56044,2.0
56045,7.0
56046,6.0
56047,12.0
56048,0.0
56049,0.0
56050,1.0
56051,0.0
56052,2.0
56053,0.0
56054,1.0
56055,3.0
56056,8.0
56057,14.0
56058,7.0
56059,17.0
56060,10.0
56061,7.0
56062,2.0
56063,0.0
56064,9.0
56065,12.0
56066,0.0
56067,0.0
56068,14.0
56069,4.0
56070,5.0
56071,1.0
56072,3.0
56073,22.0
56074,5.0
56075,5.0
56076,0.0
56077,10.0
56078,2.0
56079,7.0
56080,9.0
56081,11.0
56082,4.0
56083,10.0
56084,13.0
56085,6.0
56086,7.0
56087,1.0
56088,8.0
56089,0.0
56090,6.0
56091,4.0
56092,3.0
56093,1.0
56094,1.0
56095,3.0
56096,2.0
56097,3.0
56098,5.0
56099,6.0
56100,0.0
56101,3.0
56102,23.0
56103,8.0
56104,2.0
56105,0.0
56106,12.0
56107,2.0
56108,9.0
56109,2.0
56110,0.0
56111,6.0
56112,8.0
56113,2.0
56114,3.0
56115,0.0
56116,3.0
56117,3.0
56118,0.0
56119,24.0
56120,17.0
56121,0.0
56122,5.0
56123,5.0
56124,6.0
56125,4.0
56126,0.0
56127,0.0
56128,0.0
56129,0.0
56130,3.0
56131,7.0
56132,14.0
56133,10.0
56134,2.0
56135,4.0
56136,0.0
56137,0.0
56138,1.0
56139,3.0
56140,4.0
56141,0.0
56142,0.0
56143,10.0
56144,0.0
56145,4.0
56146,0.0
56147,1.0
56148,7.0
56149,4.0
56150,7.0
56151,5.0
56152,6.0
56153,0.0
56154,5.0
56155,0.0
56156,1.0
56157,2.0
56158,10.0
56159,0.0
56160,6.0
56161,1.0
56162,1.0
56163,0.0
56164,3.0
56165,0.0
56166,11.0
56167,5.0
56168,0.0
56169,5.0
56170,3.0
56171,2.0
56172,1.0
56173,0.0
56174,1.0
56175,3.0
56176,0.0
56177,8.0
56178,4.0
56179,6.0
56180,1.0
56181,0.0
56182,17.0
56183,3.0
56184,9.0
56185,0.0
56186,2.0
56187,0.0
56188,12.0
56189,0.0
56190,18.0
56191,0.0
56192,1.0
56193,0.0
56194,11.0
56195,0.0
56196,0.0
56197,0.0
56198,1.0
56199,3.0
56200,1.0
56201,0.0
56202,13.0
56203,5.0
56204,7.0
56205,2.0
56206,0.0
56207,0.0
56208,1.0
56209,1.0
56210,3.0
56211,19.0
56212,6.0
56213,4.0
56214,0.0
56215,0.0
56216,1.0
56217,0.0
56218,4.0
56219,9.0
56220,10.0
56221,2.0
56222,11.0
56223,11.0
56224,0.0
56225,0.0
56226,7.0
56227,3.0
56228,4.0
56229,0.0
56230,1.0
56231,7.0
56232,1.0
56233,5.0
56234,0.0
56235,2.0
56236,0.0
56237,0.0
56238,0.0
56239,5.0
56240,1.0
56241,5.0
56242,0.0
56243,3.0
56244,0.0
56245,0.0
56246,1.0
56247,0.0
56248,4.0
56249,4.0
56250,0.0
56251,2.0
56252,0.0
56253,0.0
56254,0.0
56255,6.0
56256,2.0
56257,5.0
56258,2.0
56259,0.0
56260,1.0
56261,13.0
56262,3.0
56263,6.0
56264,1.0
56265,2.0
56266,7.0
56267,3.0
56268,1.0
56269,8.0
56270,9.0
56271,1.0
56272,8.0
56273,5.0
56274,5.0
56275,0.0
56276,3.0
56277,0.0
56278,3.0
56279,1.0
56280,8.0
56281,2.0
56282,4.0
56283,2.0
56284,4.0
56285,4.0
56286,3.0
56287,2.0
56288,0.0
56289,5.0
56290,5.0
56291,1.0
56292,9.0
56293,4.0
56294,2.0
56295,4.0
56296,0.0
56297,1.0
56298,10.0
56299,1.0
56300,1.0
56301,6.0
56302,3.0
56303,2.0
56304,1.0
56305,4.0
56306,2.0
56307,9.0
56308,1.0
56309,3.0
56310,0.0
56311,3.0
56312,0.0
56313,0.0
56314,7.0
56315,0.0
56316,1.0
56317,0.0
56318,2.0
56319,2.0
56320,9.0
56321,3.0
56322,4.0
56323,3.0
56324,0.0
56325,0.0
56326,0.0
56327,4.0
56328,2.0
56329,11.0
56330,3.0
56331,8.0
56332,8.0
56333,9.0
56334,4.0
56335,1.0
56336,0.0
56337,1.0
56338,1.0
56339,1.0
56340,4.0
56341,0.0
56342,0.0
56343,10.0
56344,0.0
56345,4.0
56346,1.0
56347,0.0
56348,4.0
56349,12.0
56350,11.0
56351,1.0
56352,0.0
56353,6.0
56354,3.0
56355,1.0
56356,12.0
56357,5.0
56358,7.0
56359,7.0
56360,0.0
56361,4.0
56362,3.0
56363,5.0
56364,2.0
56365,6.0
56366,1.0
56367,4.0
56368,2.0
56369,1.0
56370,1.0
56371,6.0
56372,6.0
56373,3.0
56374,0.0
56375,1.0
56376,1.0
56377,8.0
56378,10.0
56379,4.0
56380,6.0
56381,2.0
56382,7.0
56383,2.0
56384,1.0
56385,18.0
56386,7.0
56387,8.0
56388,0.0
56389,0.0
56390,0.0
56391,3.0
56392,2.0
56393,10.0
56394,3.0
56395,4.0
56396,4.0
56397,2.0
56398,1.0
56399,5.0
56400,1.0
56401,0.0
56402,6.0
56403,7.0
56404,4.0
56405,4.0
56406,4.0
56407,1.0
56408,5.0
56409,2.0
56410,1.0
56411,5.0
56412,11.0
56413,6.0
56414,12.0
56415,1.0
56416,2.0
56417,4.0
56418,2.0
56419,2.0
56420,1.0
56421,0.0
56422,2.0
56423,0.0
56424,7.0
56425,5.0
56426,8.0
56427,0.0
56428,3.0
56429,7.0
56430,0.0
56431,0.0
56432,11.0
56433,1.0
56434,0.0
56435,10.0
56436,5.0
56437,9.0
56438,2.0
56439,2.0
56440,0.0
56441,2.0
56442,0.0
56443,2.0
56444,0.0
56445,1.0
56446,0.0
56447,7.0
56448,1.0
56449,1.0
56450,3.0
56451,1.0
56452,2.0
56453,0.0
56454,0.0
56455,0.0
56456,0.0
56457,0.0
56458,0.0
56459,0.0
56460,0.0
56461,3.0
56462,6.0
56463,1.0
56464,2.0
56465,1.0
56466,0.0
56467,0.0
56468,0.0
56469,6.0
56470,0.0
56471,1.0
56472,1.0
56473,0.0
56474,1.0
56475,0.0
56476,0.0
56477,0.0
56478,0.0
56479,2.0
56480,0.0
56481,2.0
56482,2.0
56483,1.0
56484,0.0
56485,0.0
56486,1.0
56487,2.0
56488,4.0
56489,0.0
56490,0.0
56491,0.0
56492,2.0
56493,1.0
56494,5.0
56495,7.0
56496,0.0
56497,1.0
56498,2.0
56499,1.0
56500,2.0
56501,11.0
56502,2.0
56503,10.0
56504,1.0
56505,0.0
56506,8.0
56507,2.0
56508,0.0
56509,0.0
56510,1.0
56511,3.0
56512,1.0
56513,1.0
56514,0.0
56515,1.0
56516,2.0
56517,7.0
56518,3.0
56519,10.0
56520,0.0
56521,0.0
56522,3.0
56523,0.0
56524,6.0
56525,1.0
56526,3.0
56527,7.0
56528,0.0
56529,3.0
56530,3.0
56531,5.0
56532,2.0
56533,2.0
56534,1.0
56535,2.0
56536,2.0
56537,1.0
56538,1.0
56539,1.0
56540,5.0
56541,0.0
56542,0.0
56543,9.0
56544,6.0
56545,0.0
56546,3.0
56547,2.0
56548,3.0
56549,0.0
56550,1.0
56551,0.0
56552,8.0
56553,4.0
56554,1.0
56555,0.0
56556,3.0
56557,1.0
56558,3.0
56559,1.0
56560,0.0
56561,2.0
56562,0.0
56563,0.0
56564,0.0
56565,2.0
56566,0.0
56567,0.0
56568,0.0
56569,3.0
56570,0.0
56571,2.0
56572,6.0
56573,0.0
56574,2.0
56575,1.0
56576,0.0
56577,1.0
56578,0.0
56579,2.0
56580,2.0
56581,1.0
56582,0.0
56583,3.0
56584,1.0
56585,2.0
56586,2.0
56587,1.0
56588,1.0
56589,3.0
56590,1.0
56591,1.0
56592,3.0
56593,1.0
56594,7.0
56595,2.0
56596,0.0
56597,0.0
56598,3.0
56599,3.0
56600,1.0
56601,0.0
56602,0.0
56603,1.0
56604,1.0
56605,5.0
56606,1.0
56607,1.0
56608,2.0
56609,3.0
56610,2.0
56611,7.0
56612,0.0
56613,3.0
56614,1.0
56615,2.0
56616,3.0
56617,3.0
56618,0.0
56619,3.0
56620,0.0
56621,3.0
56622,3.0
56623,2.0
56624,0.0
56625,2.0
56626,0.0
56627,1.0
56628,2.0
56629,1.0
56630,1.0
56631,1.0
56632,4.0
56633,5.0
56634,2.0
56635,6.0
56636,5.0
56637,5.0
56638,1.0
56639,8.0
56640,0.0
56641,6.0
56642,3.0
56643,0.0
56644,3.0
56645,1.0
56646,0.0
56647,3.0
56648,1.0
56649,1.0
56650,0.0
56651,2.0
56652,0.0
56653,2.0
56654,6.0
56655,1.0
56656,3.0
56657,0.0
56658,1.0
56659,0.0
56660,2.0
56661,3.0
56662,0.0
56663,9.0
56664,5.0
56665,2.0
56666,6.0
56667,3.0
56668,1.0
56669,3.0
56670,2.0
56671,2.0
56672,2.0
56673,3.0
56674,1.0
56675,0.0
56676,1.0
56677,0.0
56678,0.0
56679,1.0
56680,5.0
56681,3.0
56682,3.0
56683,5.0
56684,10.0
56685,1.0
56686,1.0
56687,2.0
56688,6.0
56689,0.0
56690,8.0
56691,2.0
56692,4.0
56693,1.0
56694,1.0
56695,3.0
56696,3.0
56697,1.0
56698,2.0
56699,2.0
56700,0.0
56701,0.0
56702,2.0
56703,0.0
56704,11.0
56705,0.0
56706,3.0
56707,0.0
56708,2.0
56709,6.0
56710,2.0
56711,3.0
56712,0.0
56713,1.0
56714,0.0
56715,1.0
56716,6.0
56717,0.0
56718,1.0
56719,4.0
56720,1.0
56721,2.0
56722,2.0
56723,0.0
56724,8.0
56725,1.0
56726,1.0
56727,2.0
56728,4.0
56729,0.0
56730,2.0
56731,1.0
56732,0.0
56733,0.0
56734,2.0
56735,0.0
56736,7.0
56737,5.0
56738,6.0
56739,2.0
56740,0.0
56741,1.0
56742,1.0
56743,0.0
56744,0.0
56745,2.0
56746,0.0
56747,0.0
56748,1.0
56749,2.0
56750,0.0
56751,1.0
56752,1.0
56753,0.0
56754,0.0
56755,1.0
56756,0.0
56757,0.0
56758,1.0
56759,0.0
56760,0.0
56761,0.0
56762,0.0
56763,0.0
56764,0.0
56765,0.0
56766,1.0
56767,0.0
56768,0.0
56769,0.0
56770,1.0
56771,0.0
56772,2.0
56773,0.0
56774,0.0
56775,0.0
56776,0.0
56777,0.0
56778,2.0
56779,4.0
56780,0.0
56781,0.0
56782,0.0
56783,0.0
56784,1.0
56785,1.0
56786,0.0
56787,0.0
56788,0.0
56789,0.0
56790,0.0
56791,1.0
56792,1.0
56793,6.0
56794,0.0
56795,1.0
56796,0.0
56797,0.0
56798,0.0
56799,1.0
56800,0.0
56801,0.0
56802,1.0
56803,1.0
56804,6.0
56805,0.0
56806,1.0
56807,1.0
56808,0.0
56809,0.0
56810,1.0
56811,0.0
56812,1.0
56813,0.0
56814,1.0
56815,1.0
56816,2.0
56817,0.0
56818,2.0
56819,3.0
56820,0.0
56821,0.0
56822,1.0
56823,1.0
56824,2.0
56825,1.0
56826,0.0
56827,1.0
56828,1.0
56829,0.0
56830,6.0
56831,1.0
56832,1.0
56833,0.0
56834,0.0
56835,0.0
56836,0.0
56837,0.0
56838,1.0
56839,1.0
56840,0.0
56841,2.0
56842,0.0
56843,0.0
56844,1.0
56845,0.0
56846,1.0
56847,3.0
56848,0.0
56849,0.0
56850,3.0
56851,0.0
56852,0.0
56853,0.0
56854,1.0
56855,1.0
56856,2.0
56857,0.0
56858,0.0
56859,0.0
56860,0.0
56861,0.0
56862,2.0
56863,1.0
56864,1.0
56865,1.0
56866,0.0
56867,0.0
56868,0.0
56869,1.0
56870,2.0
56871,0.0
56872,1.0
56873,1.0
56874,0.0
56875,0.0
56876,0.0
56877,0.0
56878,0.0
56879,0.0
56880,0.0
56881,0.0
56882,5.0
56883,0.0
56884,0.0
56885,0.0
56886,0.0
56887,1.0
56888,7.0
56889,0.0
56890,0.0
56891,0.0
56892,0.0
56893,0.0
56894,0.0
56895,1.0
56896,0.0
56897,1.0
56898,0.0
56899,1.0
56900,2.0
56901,2.0
56902,0.0
56903,0.0
56904,1.0
56905,0.0
56906,0.0
56907,1.0
56908,5.0
56909,0.0
56910,1.0
56911,0.0
56912,1.0
56913,3.0
56914,0.0
56915,1.0
56916,0.0
56917,3.0
56918,4.0
56919,2.0
56920,0.0
56921,0.0
56922,0.0
56923,2.0
56924,1.0
56925,1.0
56926,1.0
56927,0.0
56928,0.0
56929,2.0
56930,1.0
56931,3.0
56932,0.0
56933,1.0
56934,6.0
56935,0.0
56936,0.0
56937,0.0
56938,0.0
56939,1.0
56940,0.0
56941,0.0
56942,0.0
56943,0.0
56944,2.0
56945,4.0
56946,0.0
56947,1.0
56948,0.0
56949,1.0
56950,2.0
56951,1.0
56952,1.0
56953,3.0
56954,0.0
56955,9.0
56956,3.0
56957,1.0
56958,0.0
56959,0.0
56960,2.0
56961,3.0
56962,1.0
56963,0.0
56964,2.0
56965,0.0
56966,1.0
56967,1.0
56968,0.0
56969,4.0
56970,2.0
56971,3.0
56972,2.0
56973,2.0
56974,2.0
56975,1.0
56976,4.0
56977,1.0
56978,2.0
56979,0.0
56980,0.0
56981,1.0
56982,0.0
56983,0.0
56984,0.0
56985,1.0
56986,2.0
56987,0.0
56988,2.0
56989,0.0
56990,4.0
56991,0.0
56992,1.0
56993,5.0
56994,9.0
56995,1.0
56996,0.0
56997,0.0
56998,0.0
56999,5.0
57000,0.0
57001,4.0
57002,1.0
57003,0.0
57004,7.0
57005,0.0
57006,5.0
57007,1.0
57008,1.0
57009,0.0
57010,1.0
57011,2.0
57012,1.0
57013,0.0
57014,1.0
57015,0.0
57016,0.0
57017,0.0
57018,8.0
57019,0.0
57020,0.0
57021,9.0
57022,0.0
57023,7.0
57024,0.0
57025,0.0
57026,0.0
57027,0.0
57028,5.0
57029,2.0
57030,1.0
57031,1.0
57032,1.0
57033,0.0
57034,1.0
57035,0.0
57036,1.0
57037,1.0
57038,0.0
57039,2.0
57040,0.0
57041,3.0
57042,6.0
57043,0.0
57044,3.0
57045,1.0
57046,0.0
57047,0.0
57048,0.0
57049,4.0
57050,0.0
57051,0.0
57052,0.0
57053,1.0
57054,0.0
57055,0.0
57056,0.0
57057,3.0
57058,1.0
57059,0.0
57060,2.0
57061,0.0
57062,0.0
57063,0.0
57064,1.0
57065,2.0
57066,0.0
57067,2.0
57068,1.0
57069,1.0
57070,5.0
57071,1.0
57072,2.0
57073,1.0
57074,1.0
57075,3.0
57076,0.0
57077,0.0
57078,4.0
57079,0.0
57080,0.0
57081,0.0
57082,1.0
57083,1.0
57084,0.0
57085,0.0
57086,0.0
57087,2.0
57088,2.0
57089,3.0
57090,2.0
57091,1.0
57092,0.0
57093,3.0
57094,1.0
57095,2.0
57096,7.0
57097,0.0
57098,1.0
57099,1.0
57100,1.0
57101,0.0
57102,0.0
57103,0.0
57104,0.0
57105,0.0
57106,0.0
57107,0.0
57108,0.0
57109,2.0
57110,0.0
57111,7.0
57112,0.0
57113,1.0
57114,0.0
57115,3.0
57116,0.0
57117,6.0
57118,2.0
57119,1.0
57120,0.0
57121,0.0
57122,0.0
57123,0.0
57124,0.0
57125,2.0
57126,2.0
57127,0.0
57128,0.0
57129,1.0
57130,0.0
57131,0.0
57132,0.0
57133,0.0
57134,2.0
57135,0.0
57136,2.0
57137,1.0
57138,2.0
57139,0.0
57140,1.0
57141,6.0
57142,0.0
57143,1.0
57144,3.0
57145,2.0
57146,0.0
57147,0.0
57148,0.0
57149,1.0
57150,0.0
57151,1.0
57152,1.0
57153,1.0
57154,0.0
57155,0.0
