,Sema4d
75380,0.0
75381,5.0
75382,0.0
75383,0.0
75384,0.0
75385,0.0
75386,0.0
75387,0.0
75388,6.0
75389,0.0
75390,0.0
75391,0.0
75392,0.0
75393,0.0
75394,0.0
75395,3.0
75396,0.0
75397,0.0
75398,0.0
75399,0.0
75400,0.0
75401,0.0
75402,0.0
75403,0.0
75404,0.0
75405,4.0
75406,3.0
75407,0.0
75408,0.0
75409,0.0
75410,5.0
75411,2.0
75412,0.0
75413,5.0
75414,0.0
75415,0.0
75416,0.0
75417,1.0
75418,0.0
75419,0.0
75420,0.0
75421,4.0
75422,6.0
75423,0.0
75424,0.0
75425,0.0
75426,0.0
75427,1.0
75428,0.0
75429,16.0
75430,0.0
75431,3.0
75432,0.0
75433,0.0
75434,2.0
75435,0.0
75436,1.0
75437,0.0
75438,6.0
75439,0.0
75440,0.0
75441,0.0
75442,3.0
75443,6.0
75444,1.0
75445,3.0
75446,0.0
75447,1.0
75448,1.0
75449,0.0
75450,0.0
75451,0.0
75452,0.0
75453,1.0
75454,0.0
75455,0.0
75456,0.0
75457,0.0
75458,0.0
75459,0.0
75460,0.0
75461,0.0
75462,4.0
75463,1.0
75464,0.0
75465,0.0
75466,0.0
75467,0.0
75468,0.0
75469,0.0
75470,2.0
75471,0.0
75472,0.0
75473,2.0
75474,1.0
75475,0.0
75476,0.0
75477,0.0
75478,2.0
75479,3.0
75480,0.0
75481,1.0
75482,0.0
75483,0.0
75484,1.0
75485,0.0
75486,0.0
75487,0.0
75488,2.0
75489,0.0
75490,0.0
75491,0.0
75492,0.0
75493,1.0
75494,0.0
75495,0.0
75496,19.0
75497,0.0
75498,0.0
75499,2.0
75500,0.0
75501,1.0
75502,3.0
75503,0.0
75504,0.0
75505,0.0
75506,0.0
75507,0.0
75508,0.0
75509,0.0
75510,0.0
75511,0.0
75512,0.0
75513,0.0
75514,0.0
75515,0.0
75516,0.0
75517,0.0
75518,0.0
75519,0.0
75520,0.0
75521,0.0
75522,9.0
75523,0.0
75524,0.0
75525,0.0
75526,6.0
75527,2.0
75528,0.0
75529,0.0
75530,0.0
75531,1.0
75532,0.0
75533,1.0
75534,0.0
75535,0.0
75536,0.0
75537,0.0
75538,0.0
75539,3.0
75540,0.0
75541,0.0
75542,0.0
75543,0.0
75544,0.0
75545,1.0
75546,1.0
75547,0.0
75548,3.0
75549,8.0
75550,0.0
75551,2.0
75552,0.0
75553,0.0
75554,0.0
75555,0.0
75556,0.0
75557,0.0
75558,2.0
75559,1.0
75560,2.0
75561,0.0
75562,0.0
75563,6.0
75564,3.0
75565,0.0
75566,0.0
75567,0.0
75568,0.0
75569,0.0
75570,2.0
75571,0.0
75572,5.0
75573,0.0
75574,0.0
75575,0.0
75576,1.0
75577,1.0
75578,0.0
75579,2.0
75580,0.0
75581,0.0
75582,5.0
75583,4.0
75584,4.0
75585,0.0
75586,0.0
75587,0.0
75588,0.0
75589,3.0
75590,1.0
75591,0.0
75592,5.0
75593,0.0
75594,6.0
75595,1.0
75596,2.0
75597,4.0
75598,0.0
75599,18.0
75600,0.0
75601,0.0
75602,1.0
75603,7.0
75604,0.0
75605,0.0
75606,0.0
75607,0.0
75608,1.0
75609,5.0
75610,0.0
75611,1.0
75612,0.0
75613,0.0
75614,0.0
75615,0.0
75616,0.0
75617,0.0
75618,2.0
75619,0.0
75620,1.0
75621,0.0
75622,0.0
75623,0.0
75624,3.0
75625,0.0
75626,0.0
75627,7.0
75628,3.0
75629,2.0
75630,3.0
75631,0.0
75632,2.0
75633,1.0
75634,0.0
75635,0.0
75636,0.0
75637,0.0
75638,0.0
75639,2.0
75640,11.0
75641,2.0
75642,0.0
75643,3.0
75644,0.0
75645,7.0
75646,0.0
75647,0.0
75648,1.0
75649,2.0
75650,14.0
75651,0.0
75652,0.0
75653,0.0
75654,2.0
75655,8.0
75656,2.0
75657,1.0
75658,0.0
75659,2.0
75660,1.0
75661,2.0
75662,0.0
75663,0.0
75664,0.0
75665,4.0
75666,16.0
75667,0.0
75668,1.0
75669,0.0
75670,0.0
75671,2.0
75672,10.0
75673,3.0
75674,0.0
75675,2.0
75676,3.0
75677,0.0
75678,0.0
75679,0.0
75680,4.0
75681,0.0
75682,0.0
75683,3.0
75684,0.0
75685,8.0
75686,22.0
75687,0.0
75688,9.0
75689,1.0
75690,1.0
75691,3.0
75692,0.0
75693,0.0
75694,5.0
75695,13.0
75696,0.0
75697,21.0
75698,10.0
75699,1.0
75700,0.0
75701,9.0
75702,0.0
75703,0.0
75704,5.0
75705,9.0
75706,10.0
75707,2.0
75708,26.0
75709,0.0
75710,0.0
75711,4.0
75712,2.0
75713,0.0
75714,0.0
75715,2.0
75716,4.0
75717,10.0
75718,6.0
75719,8.0
75720,0.0
75721,2.0
75722,24.0
75723,0.0
75724,11.0
75725,1.0
75726,4.0
75727,0.0
75728,13.0
75729,0.0
75730,0.0
75731,0.0
75732,9.0
75733,9.0
75734,1.0
75735,0.0
75736,0.0
75737,6.0
75738,6.0
75739,5.0
75740,1.0
75741,16.0
75742,20.0
75743,10.0
75744,0.0
75745,0.0
75746,0.0
75747,3.0
75748,3.0
75749,0.0
75750,0.0
75751,3.0
75752,2.0
75753,0.0
75754,7.0
75755,0.0
75756,6.0
75757,0.0
75758,0.0
75759,5.0
75760,0.0
75761,0.0
75762,0.0
75763,0.0
75764,0.0
75765,0.0
75766,0.0
75767,0.0
75768,0.0
75769,0.0
75770,0.0
75771,0.0
75772,0.0
75773,0.0
75774,0.0
75775,0.0
75776,1.0
75777,0.0
75778,9.0
75779,0.0
75780,0.0
75781,0.0
75782,1.0
75783,0.0
75784,0.0
75785,0.0
75786,0.0
75787,1.0
75788,0.0
75789,2.0
75790,0.0
75791,0.0
75792,4.0
75793,0.0
75794,0.0
75795,0.0
75796,1.0
75797,8.0
75798,0.0
75799,0.0
75800,0.0
75801,0.0
75802,0.0
75803,7.0
75804,0.0
75805,0.0
75806,0.0
75807,0.0
75808,7.0
75809,0.0
75810,0.0
75811,1.0
75812,0.0
75813,0.0
75814,0.0
75815,5.0
75816,0.0
75817,0.0
75818,0.0
75819,0.0
75820,0.0
75821,2.0
75822,1.0
75823,0.0
75824,0.0
75825,2.0
75826,0.0
75827,0.0
75828,0.0
75829,0.0
75830,1.0
75831,0.0
75832,0.0
75833,0.0
75834,1.0
75835,2.0
75836,2.0
75837,5.0
75838,0.0
75839,1.0
75840,0.0
75841,0.0
75842,0.0
75843,0.0
75844,0.0
75845,0.0
75846,0.0
75847,2.0
75848,0.0
75849,0.0
75850,2.0
75851,0.0
75852,0.0
75853,0.0
75854,0.0
75855,0.0
75856,0.0
75857,1.0
75858,0.0
75859,0.0
75860,0.0
75861,1.0
75862,0.0
75863,0.0
75864,1.0
75865,0.0
75866,0.0
75867,0.0
75868,0.0
75869,0.0
75870,0.0
75871,0.0
75872,0.0
75873,0.0
75874,1.0
75875,0.0
75876,0.0
75877,0.0
75878,0.0
75879,0.0
75880,2.0
75881,0.0
75882,0.0
75883,0.0
75884,1.0
75885,2.0
75886,0.0
75887,0.0
75888,2.0
75889,0.0
75890,0.0
75891,0.0
75892,0.0
75893,0.0
75894,0.0
75895,0.0
75896,0.0
75897,1.0
75898,2.0
75899,0.0
75900,0.0
75901,0.0
75902,0.0
75903,0.0
75904,0.0
75905,0.0
75906,0.0
75907,0.0
75908,0.0
75909,0.0
75910,0.0
75911,0.0
75912,0.0
75913,0.0
75914,0.0
75915,0.0
75916,0.0
75917,0.0
75918,1.0
75919,0.0
75920,0.0
75921,0.0
75922,0.0
75923,0.0
75924,0.0
75925,0.0
75926,0.0
75927,0.0
75928,1.0
75929,1.0
75930,0.0
75931,0.0
75932,0.0
75933,0.0
75934,0.0
75935,1.0
75936,0.0
75937,0.0
75938,0.0
75939,0.0
75940,0.0
75941,0.0
75942,0.0
75943,2.0
75944,2.0
75945,0.0
75946,0.0
75947,0.0
75948,0.0
75949,4.0
75950,0.0
75951,9.0
75952,9.0
75953,0.0
75954,0.0
75955,0.0
75956,0.0
75957,1.0
75958,0.0
75959,0.0
75960,0.0
75961,0.0
75962,0.0
75963,0.0
75964,0.0
75965,0.0
75966,3.0
75967,0.0
75968,0.0
75969,11.0
75970,3.0
75971,0.0
75972,0.0
75973,0.0
75974,4.0
75975,0.0
75976,0.0
75977,0.0
75978,0.0
75979,0.0
75980,0.0
75981,0.0
75982,2.0
75983,0.0
75984,0.0
75985,0.0
75986,0.0
75987,0.0
75988,1.0
75989,0.0
75990,0.0
75991,12.0
75992,0.0
75993,0.0
75994,0.0
75995,2.0
75996,8.0
75997,1.0
75998,0.0
75999,0.0
76000,0.0
76001,1.0
76002,0.0
76003,0.0
76004,8.0
76005,4.0
76006,0.0
76007,0.0
76008,4.0
76009,10.0
76010,0.0
76011,0.0
76012,14.0
76013,7.0
76014,9.0
76015,5.0
76016,7.0
76017,20.0
76018,6.0
76019,9.0
76020,7.0
76021,0.0
76022,0.0
76023,1.0
76024,3.0
76025,8.0
76026,0.0
76027,2.0
76028,1.0
76029,2.0
76030,7.0
76031,14.0
76032,2.0
76033,1.0
76034,1.0
76035,0.0
76036,6.0
76037,7.0
76038,3.0
76039,15.0
76040,2.0
76041,7.0
76042,1.0
76043,0.0
76044,2.0
76045,1.0
76046,6.0
76047,0.0
76048,0.0
76049,0.0
76050,0.0
76051,3.0
76052,1.0
76053,0.0
76054,6.0
76055,6.0
76056,0.0
76057,3.0
76058,0.0
76059,6.0
76060,2.0
76061,0.0
76062,4.0
76063,0.0
76064,19.0
76065,1.0
76066,19.0
76067,0.0
76068,2.0
76069,0.0
76070,0.0
76071,11.0
76072,0.0
76073,9.0
76074,3.0
76075,1.0
76076,0.0
76077,0.0
76078,5.0
76079,3.0
76080,1.0
76081,13.0
76082,0.0
76083,1.0
76084,0.0
76085,1.0
76086,8.0
76087,8.0
76088,6.0
76089,0.0
76090,6.0
76091,5.0
76092,0.0
76093,0.0
76094,0.0
76095,6.0
76096,2.0
76097,0.0
76098,0.0
76099,0.0
76100,1.0
76101,4.0
76102,0.0
76103,4.0
76104,0.0
76105,0.0
76106,0.0
76107,3.0
76108,1.0
76109,0.0
76110,3.0
76111,0.0
76112,14.0
76113,1.0
76114,0.0
76115,0.0
76116,5.0
76117,0.0
76118,1.0
76119,5.0
76120,1.0
76121,1.0
76122,1.0
76123,7.0
76124,3.0
76125,0.0
76126,0.0
76127,2.0
76128,5.0
76129,5.0
76130,3.0
76131,9.0
76132,0.0
76133,0.0
76134,0.0
76135,21.0
76136,11.0
76137,3.0
76138,0.0
76139,0.0
76140,0.0
76141,10.0
76142,1.0
76143,3.0
76144,0.0
76145,10.0
76146,0.0
76147,4.0
76148,0.0
76149,2.0
76150,0.0
76151,6.0
76152,6.0
76153,4.0
76154,0.0
76155,1.0
76156,0.0
76157,0.0
76158,0.0
76159,0.0
76160,0.0
76161,0.0
76162,4.0
76163,4.0
76164,2.0
76165,3.0
76166,12.0
76167,4.0
76168,8.0
76169,1.0
76170,0.0
76171,8.0
76172,1.0
76173,0.0
76174,0.0
76175,0.0
76176,0.0
76177,3.0
76178,0.0
76179,0.0
76180,0.0
76181,0.0
76182,1.0
76183,0.0
76184,0.0
76185,0.0
76186,0.0
76187,13.0
76188,0.0
76189,4.0
76190,0.0
76191,0.0
76192,0.0
76193,0.0
76194,8.0
76195,0.0
76196,9.0
76197,0.0
76198,0.0
76199,0.0
76200,0.0
76201,0.0
76202,0.0
76203,0.0
76204,5.0
76205,2.0
76206,5.0
76207,0.0
76208,0.0
76209,2.0
76210,0.0
76211,2.0
76212,1.0
76213,0.0
76214,0.0
76215,0.0
76216,0.0
76217,0.0
76218,0.0
76219,0.0
76220,0.0
76221,0.0
76222,6.0
76223,0.0
76224,0.0
76225,0.0
76226,8.0
76227,0.0
76228,0.0
76229,0.0
76230,1.0
76231,0.0
76232,13.0
76233,0.0
76234,0.0
76235,9.0
76236,0.0
76237,0.0
76238,0.0
76239,0.0
76240,10.0
76241,4.0
76242,0.0
76243,3.0
76244,0.0
76245,0.0
76246,2.0
76247,3.0
76248,0.0
76249,8.0
76250,10.0
76251,2.0
76252,0.0
76253,11.0
76254,1.0
76255,5.0
76256,2.0
76257,0.0
76258,3.0
76259,0.0
76260,2.0
76261,0.0
76262,0.0
76263,0.0
76264,4.0
76265,8.0
76266,0.0
76267,5.0
76268,0.0
76269,0.0
76270,1.0
76271,5.0
76272,0.0
76273,0.0
76274,5.0
76275,5.0
76276,1.0
76277,0.0
76278,0.0
76279,7.0
76280,1.0
76281,1.0
76282,3.0
76283,0.0
76284,0.0
76285,1.0
76286,1.0
76287,9.0
76288,0.0
76289,4.0
76290,0.0
76291,0.0
76292,0.0
76293,1.0
76294,3.0
76295,0.0
76296,7.0
76297,5.0
76298,2.0
76299,1.0
76300,6.0
76301,0.0
76302,0.0
76303,0.0
76304,0.0
76305,0.0
76306,7.0
76307,2.0
76308,7.0
76309,0.0
76310,0.0
76311,0.0
76312,0.0
76313,5.0
76314,0.0
76315,3.0
76316,0.0
76317,5.0
76318,43.0
76319,8.0
76320,13.0
76321,3.0
76322,3.0
76323,0.0
76324,0.0
76325,5.0
76326,0.0
76327,0.0
76328,9.0
76329,0.0
76330,4.0
76331,9.0
76332,1.0
76333,7.0
76334,0.0
76335,6.0
76336,4.0
76337,3.0
76338,0.0
76339,0.0
76340,0.0
76341,0.0
76342,4.0
76343,0.0
76344,0.0
76345,0.0
76346,0.0
76347,1.0
76348,0.0
76349,0.0
76350,5.0
76351,0.0
76352,0.0
76353,5.0
76354,0.0
76355,2.0
76356,0.0
76357,12.0
76358,0.0
76359,2.0
76360,0.0
76361,1.0
76362,0.0
76363,10.0
76364,0.0
76365,0.0
76366,0.0
76367,1.0
76368,6.0
76369,0.0
76370,7.0
76371,4.0
76372,0.0
76373,4.0
76374,2.0
76375,1.0
76376,0.0
76377,5.0
76378,0.0
76379,0.0
76380,3.0
76381,2.0
76382,2.0
76383,2.0
76384,1.0
76385,1.0
76386,5.0
76387,0.0
76388,8.0
76389,0.0
76390,0.0
76391,1.0
76392,2.0
76393,0.0
76394,1.0
76395,0.0
76396,5.0
76397,0.0
76398,0.0
76399,0.0
76400,7.0
76401,0.0
76402,0.0
76403,0.0
76404,0.0
76405,1.0
76406,1.0
76407,1.0
76408,1.0
76409,0.0
76410,2.0
76411,2.0
76412,2.0
76413,0.0
76414,9.0
76415,0.0
76416,0.0
76417,2.0
76418,5.0
76419,5.0
76420,5.0
76421,5.0
76422,0.0
76423,7.0
76424,2.0
76425,0.0
76426,2.0
76427,0.0
76428,3.0
76429,8.0
76430,6.0
76431,1.0
76432,4.0
76433,4.0
76434,9.0
76435,0.0
76436,5.0
76437,0.0
76438,0.0
76439,8.0
76440,5.0
76441,0.0
76442,2.0
76443,0.0
76444,10.0
76445,0.0
76446,7.0
76447,1.0
76448,0.0
76449,12.0
76450,0.0
76451,0.0
76452,3.0
76453,0.0
76454,1.0
76455,0.0
76456,2.0
76457,0.0
76458,1.0
76459,6.0
76460,2.0
76461,18.0
76462,5.0
76463,1.0
76464,1.0
76465,0.0
76466,0.0
76467,1.0
76468,1.0
76469,1.0
76470,1.0
76471,13.0
76472,0.0
76473,0.0
76474,4.0
76475,0.0
76476,0.0
76477,3.0
76478,8.0
76479,6.0
76480,0.0
76481,0.0
76482,16.0
76483,0.0
76484,2.0
76485,0.0
76486,0.0
76487,0.0
76488,4.0
76489,0.0
76490,0.0
76491,0.0
76492,5.0
76493,1.0
76494,0.0
76495,1.0
76496,0.0
76497,0.0
76498,0.0
76499,0.0
76500,0.0
76501,0.0
76502,0.0
76503,0.0
76504,0.0
76505,0.0
76506,11.0
76507,3.0
76508,2.0
76509,0.0
76510,2.0
76511,1.0
76512,2.0
76513,0.0
76514,0.0
76515,3.0
76516,0.0
76517,3.0
76518,0.0
76519,0.0
76520,0.0
76521,0.0
76522,0.0
76523,0.0
76524,0.0
76525,0.0
76526,0.0
76527,0.0
76528,0.0
76529,0.0
76530,0.0
76531,0.0
76532,0.0
76533,0.0
76534,0.0
76535,3.0
76536,0.0
76537,0.0
76538,0.0
76539,0.0
76540,0.0
76541,0.0
76542,0.0
76543,1.0
76544,0.0
76545,0.0
76546,3.0
76547,6.0
76548,0.0
76549,0.0
76550,0.0
76551,0.0
76552,0.0
76553,0.0
76554,0.0
76555,5.0
76556,0.0
76557,0.0
76558,0.0
76559,0.0
76560,3.0
76561,0.0
76562,0.0
76563,0.0
76564,0.0
76565,0.0
76566,0.0
76567,0.0
76568,0.0
76569,0.0
76570,0.0
76571,1.0
76572,0.0
76573,0.0
76574,0.0
76575,0.0
76576,1.0
76577,0.0
76578,0.0
76579,0.0
76580,0.0
76581,0.0
76582,0.0
76583,0.0
76584,0.0
76585,0.0
76586,0.0
76587,0.0
76588,0.0
76589,0.0
76590,0.0
76591,0.0
76592,0.0
76593,0.0
76594,1.0
76595,0.0
76596,0.0
76597,0.0
76598,0.0
76599,0.0
76600,0.0
76601,0.0
76602,0.0
76603,11.0
76604,3.0
76605,0.0
76606,0.0
76607,0.0
76608,0.0
76609,0.0
76610,4.0
76611,8.0
76612,0.0
76613,0.0
76614,0.0
76615,0.0
76616,0.0
76617,0.0
76618,0.0
76619,0.0
76620,11.0
76621,0.0
76622,0.0
76623,0.0
76624,0.0
76625,0.0
76626,0.0
76627,0.0
76628,0.0
76629,1.0
76630,0.0
76631,0.0
76632,0.0
76633,0.0
76634,0.0
76635,0.0
76636,0.0
76637,0.0
76638,0.0
76639,0.0
76640,0.0
76641,0.0
76642,1.0
76643,0.0
76644,10.0
76645,1.0
76646,0.0
76647,1.0
76648,0.0
76649,0.0
76650,0.0
76651,0.0
76652,0.0
76653,0.0
76654,0.0
76655,0.0
76656,0.0
76657,1.0
76658,0.0
76659,0.0
76660,1.0
76661,0.0
76662,0.0
76663,3.0
76664,0.0
76665,0.0
76666,1.0
76667,0.0
76668,0.0
76669,0.0
76670,0.0
76671,0.0
76672,8.0
76673,0.0
76674,0.0
76675,0.0
76676,0.0
76677,0.0
76678,0.0
76679,0.0
76680,0.0
76681,0.0
76682,0.0
76683,4.0
76684,0.0
76685,0.0
76686,0.0
76687,0.0
76688,0.0
76689,0.0
76690,0.0
76691,0.0
76692,0.0
76693,1.0
76694,0.0
76695,0.0
76696,0.0
76697,0.0
76698,0.0
76699,0.0
76700,6.0
76701,3.0
76702,0.0
76703,0.0
76704,0.0
76705,0.0
76706,0.0
76707,0.0
76708,0.0
76709,0.0
76710,0.0
76711,2.0
76712,3.0
76713,13.0
76714,0.0
76715,0.0
76716,0.0
76717,0.0
76718,0.0
76719,0.0
76720,0.0
76721,0.0
76722,0.0
76723,1.0
76724,0.0
76725,0.0
76726,0.0
76727,0.0
76728,0.0
76729,0.0
76730,0.0
76731,0.0
76732,3.0
76733,0.0
76734,0.0
76735,0.0
76736,0.0
76737,0.0
76738,0.0
76739,2.0
76740,0.0
76741,0.0
76742,0.0
76743,0.0
76744,0.0
76745,0.0
76746,1.0
76747,0.0
76748,0.0
76749,0.0
76750,4.0
76751,1.0
76752,0.0
76753,0.0
76754,5.0
76755,0.0
76756,28.0
76757,2.0
76758,5.0
76759,1.0
76760,10.0
76761,11.0
76762,10.0
76763,0.0
76764,5.0
76765,16.0
76766,8.0
76767,8.0
76768,8.0
76769,19.0
76770,14.0
76771,9.0
76772,10.0
76773,4.0
76774,0.0
76775,13.0
76776,3.0
76777,3.0
76778,2.0
76779,2.0
76780,5.0
76781,2.0
76782,3.0
76783,10.0
76784,0.0
76785,19.0
76786,1.0
76787,4.0
76788,0.0
76789,4.0
76790,6.0
76791,7.0
76792,2.0
76793,0.0
76794,29.0
76795,16.0
76796,12.0
76797,3.0
76798,11.0
76799,1.0
76800,7.0
76801,2.0
76802,3.0
76803,0.0
76804,15.0
76805,9.0
76806,1.0
76807,0.0
76808,14.0
76809,0.0
76810,0.0
76811,0.0
76812,0.0
76813,0.0
76814,0.0
76815,0.0
76816,6.0
76817,8.0
76818,1.0
76819,8.0
76820,3.0
76821,9.0
76822,9.0
76823,6.0
76824,15.0
76825,3.0
76826,10.0
76827,2.0
76828,5.0
76829,3.0
76830,5.0
76831,14.0
76832,4.0
76833,0.0
76834,0.0
76835,0.0
76836,0.0
76837,6.0
76838,0.0
76839,0.0
76840,0.0
76841,12.0
76842,0.0
76843,9.0
76844,0.0
76845,1.0
76846,12.0
76847,0.0
76848,3.0
76849,19.0
76850,2.0
76851,11.0
76852,0.0
76853,3.0
76854,0.0
76855,0.0
76856,0.0
76857,0.0
76858,0.0
76859,0.0
76860,0.0
76861,0.0
76862,0.0
76863,3.0
76864,0.0
76865,9.0
76866,6.0
76867,2.0
76868,0.0
76869,0.0
76870,0.0
76871,0.0
76872,0.0
76873,0.0
76874,0.0
76875,0.0
76876,1.0
76877,4.0
76878,4.0
76879,0.0
76880,0.0
76881,0.0
76882,0.0
76883,0.0
76884,0.0
76885,0.0
76886,0.0
76887,0.0
76888,4.0
76889,0.0
76890,0.0
76891,0.0
76892,0.0
76893,0.0
76894,3.0
76895,10.0
76896,0.0
76897,0.0
76898,5.0
76899,0.0
76900,0.0
76901,2.0
76902,1.0
76903,0.0
76904,0.0
76905,5.0
76906,3.0
76907,0.0
76908,0.0
76909,0.0
76910,8.0
76911,0.0
76912,1.0
76913,11.0
76914,0.0
76915,6.0
76916,8.0
76917,0.0
76918,0.0
76919,0.0
76920,2.0
76921,5.0
76922,0.0
76923,0.0
76924,9.0
76925,0.0
76926,0.0
76927,0.0
76928,0.0
76929,1.0
76930,0.0
76931,0.0
76932,0.0
76933,0.0
76934,8.0
76935,0.0
76936,1.0
76937,0.0
76938,0.0
76939,0.0
76940,0.0
76941,1.0
76942,0.0
76943,0.0
76944,0.0
76945,0.0
76946,0.0
76947,0.0
76948,0.0
76949,0.0
76950,0.0
76951,1.0
76952,0.0
76953,1.0
76954,0.0
76955,0.0
76956,1.0
76957,2.0
76958,0.0
76959,0.0
76960,0.0
76961,1.0
76962,1.0
76963,0.0
76964,0.0
76965,0.0
76966,1.0
76967,3.0
76968,0.0
76969,71.0
76970,0.0
76971,3.0
76972,6.0
76973,0.0
76974,4.0
76975,0.0
76976,0.0
76977,5.0
76978,0.0
76979,0.0
76980,3.0
76981,0.0
76982,0.0
76983,0.0
76984,3.0
76985,0.0
76986,0.0
76987,0.0
76988,0.0
76989,0.0
76990,0.0
76991,4.0
76992,0.0
76993,0.0
76994,0.0
76995,2.0
76996,0.0
76997,0.0
76998,0.0
76999,0.0
77000,4.0
77001,0.0
77002,0.0
77003,0.0
77004,0.0
77005,0.0
77006,0.0
77007,0.0
77008,0.0
77009,0.0
77010,0.0
77011,0.0
77012,0.0
77013,6.0
77014,2.0
77015,0.0
77016,0.0
77017,0.0
77018,1.0
77019,0.0
77020,0.0
77021,2.0
77022,0.0
77023,0.0
77024,0.0
77025,0.0
77026,3.0
77027,0.0
77028,0.0
77029,0.0
77030,1.0
77031,0.0
77032,0.0
77033,0.0
77034,0.0
77035,0.0
77036,1.0
77037,0.0
77038,0.0
77039,0.0
77040,0.0
77041,1.0
77042,0.0
77043,0.0
77044,0.0
77045,0.0
77046,0.0
77047,0.0
77048,5.0
77049,0.0
77050,0.0
77051,3.0
77052,0.0
77053,0.0
77054,0.0
77055,0.0
77056,0.0
77057,2.0
77058,1.0
77059,0.0
77060,1.0
77061,1.0
77062,0.0
77063,0.0
77064,0.0
77065,4.0
77066,0.0
77067,8.0
77068,0.0
77069,0.0
77070,1.0
77071,0.0
77072,0.0
77073,0.0
77074,1.0
77075,0.0
77076,0.0
77077,0.0
77078,0.0
77079,0.0
77080,0.0
77081,2.0
77082,1.0
77083,0.0
77084,16.0
77085,10.0
77086,0.0
77087,0.0
77088,4.0
77089,6.0
77090,0.0
77091,7.0
77092,0.0
77093,8.0
77094,0.0
77095,0.0
77096,9.0
77097,0.0
77098,2.0
77099,0.0
77100,0.0
77101,3.0
77102,0.0
77103,3.0
77104,3.0
77105,2.0
77106,2.0
77107,2.0
77108,1.0
77109,0.0
77110,0.0
77111,0.0
77112,0.0
77113,3.0
77114,0.0
77115,0.0
77116,0.0
77117,0.0
77118,7.0
77119,0.0
77120,0.0
77121,0.0
77122,0.0
77123,22.0
77124,2.0
77125,0.0
77126,0.0
77127,1.0
77128,0.0
77129,7.0
77130,0.0
77131,4.0
77132,0.0
77133,2.0
77134,0.0
77135,3.0
77136,0.0
77137,2.0
77138,2.0
77139,5.0
77140,7.0
77141,0.0
77142,0.0
77143,5.0
77144,9.0
77145,3.0
77146,1.0
77147,2.0
77148,0.0
77149,0.0
77150,0.0
77151,13.0
77152,0.0
77153,0.0
77154,4.0
77155,4.0
77156,3.0
77157,0.0
77158,0.0
77159,0.0
77160,0.0
77161,1.0
77162,0.0
77163,0.0
77164,1.0
77165,9.0
77166,0.0
77167,0.0
77168,0.0
77169,6.0
77170,9.0
77171,0.0
77172,3.0
77173,0.0
77174,0.0
77175,0.0
77176,5.0
77177,0.0
77178,1.0
77179,1.0
77180,0.0
77181,1.0
77182,0.0
77183,1.0
77184,1.0
77185,0.0
77186,0.0
77187,0.0
77188,0.0
77189,0.0
77190,0.0
77191,0.0
77192,0.0
77193,0.0
77194,0.0
77195,0.0
77196,0.0
77197,7.0
77198,6.0
77199,3.0
77200,0.0
77201,0.0
77202,0.0
77203,0.0
77204,0.0
77205,0.0
77206,0.0
77207,2.0
77208,1.0
77209,0.0
77210,0.0
77211,0.0
77212,0.0
77213,0.0
77214,0.0
77215,0.0
77216,0.0
77217,0.0
77218,1.0
77219,0.0
77220,5.0
77221,0.0
77222,1.0
77223,0.0
77224,0.0
77225,0.0
77226,2.0
77227,3.0
77228,0.0
77229,1.0
77230,1.0
77231,0.0
77232,0.0
77233,0.0
77234,0.0
77235,0.0
77236,0.0
77237,0.0
77238,6.0
77239,0.0
77240,1.0
77241,3.0
77242,1.0
77243,0.0
77244,0.0
77245,2.0
77246,0.0
77247,0.0
77248,2.0
77249,1.0
77250,0.0
77251,4.0
77252,0.0
77253,0.0
77254,2.0
77255,0.0
77256,3.0
77257,0.0
77258,2.0
77259,0.0
77260,0.0
77261,0.0
77262,0.0
77263,0.0
77264,0.0
77265,0.0
77266,2.0
77267,6.0
77268,0.0
77269,5.0
77270,0.0
77271,0.0
77272,1.0
77273,0.0
77274,0.0
77275,2.0
77276,1.0
77277,3.0
77278,0.0
77279,1.0
77280,4.0
77281,2.0
77282,0.0
77283,1.0
77284,1.0
77285,0.0
77286,0.0
77287,1.0
77288,0.0
77289,0.0
77290,0.0
77291,0.0
77292,0.0
77293,0.0
77294,0.0
77295,0.0
77296,3.0
77297,1.0
77298,0.0
77299,2.0
77300,0.0
77301,0.0
77302,6.0
77303,0.0
77304,7.0
77305,0.0
77306,1.0
77307,2.0
77308,1.0
77309,1.0
77310,9.0
77311,1.0
77312,0.0
77313,1.0
77314,0.0
77315,0.0
77316,0.0
77317,0.0
77318,0.0
77319,0.0
77320,0.0
77321,0.0
77322,0.0
77323,1.0
77324,0.0
77325,0.0
77326,1.0
77327,1.0
77328,0.0
77329,1.0
77330,7.0
77331,4.0
77332,4.0
77333,2.0
77334,0.0
77335,0.0
77336,2.0
77337,0.0
77338,0.0
77339,1.0
77340,1.0
77341,0.0
77342,1.0
77343,0.0
77344,3.0
77345,1.0
77346,1.0
77347,2.0
77348,0.0
77349,0.0
77350,0.0
77351,1.0
77352,0.0
77353,8.0
77354,0.0
77355,1.0
77356,3.0
77357,0.0
77358,0.0
77359,0.0
77360,0.0
77361,1.0
77362,0.0
77363,0.0
77364,0.0
77365,0.0
77366,0.0
77367,1.0
77368,0.0
77369,1.0
77370,1.0
77371,0.0
77372,2.0
77373,0.0
77374,0.0
77375,0.0
77376,2.0
77377,0.0
77378,1.0
