,Slc17a7
50643,0.0
50644,0.0
50645,0.0
50646,0.0
50647,0.0
50648,0.0
50649,0.0
50650,0.0
50651,0.0
50652,0.0
50653,0.0
50654,0.0
50655,0.0
50656,0.0
50657,0.0
50658,0.0
50659,0.0
50660,0.0
50661,0.0
50662,0.0
50663,0.0
50664,0.0
50665,0.0
50666,0.0
50667,0.0
50668,0.0
50669,0.0
50670,0.0
50671,0.0
50672,0.0
50673,0.0
50674,0.0
50675,0.0
50676,0.0
50677,0.0
50678,0.0
50679,0.0
50680,0.0
50681,0.0
50682,0.0
50683,0.0
50684,0.0
50685,0.0
50686,0.0
50687,0.0
50688,0.0
50689,0.0
50690,0.0
50691,0.0
50692,0.0
50693,0.0
50694,0.0
50695,0.0
50696,0.0
50697,0.0
50698,0.0
50699,0.0
50700,0.0
50701,0.0
50702,0.0
50703,0.0
50704,0.0
50705,0.0
50706,0.0
50707,0.0
50708,0.0
50709,0.0
50710,0.0
50711,0.0
50712,0.0
50713,0.0
50714,0.0
50715,0.0
50716,0.0
50717,0.0
50718,0.0
50719,0.0
50720,0.0
50721,0.0
50722,0.0
50723,0.0
50724,0.0
50725,0.0
50726,0.0
50727,0.0
50728,0.0
50729,0.0
50730,0.0
50731,0.0
50732,0.0
50733,0.0
50734,0.0
50735,0.0
50736,0.0
50737,0.0
50738,0.0
50739,0.0
50740,0.0
50741,0.0
50742,0.0
50743,0.0
50744,0.0
50745,0.0
50746,0.0
50747,0.0
50748,0.0
50749,0.0
50750,0.0
50751,0.0
50752,0.0
50753,0.0
50754,0.0
50755,0.0
50756,0.0
50757,0.0
50758,0.0
50759,0.0
50760,0.0
50761,0.0
50762,0.0
50763,0.0
50764,0.0
50765,0.0
50766,0.0
50767,0.0
50768,0.0
50769,0.0
50770,0.0
50771,0.0
50772,0.0
50773,0.0
50774,0.0
50775,0.0
50776,0.0
50777,0.0
50778,0.0
50779,0.0
50780,0.0
50781,0.0
50782,0.0
50783,0.0
50784,0.0
50785,0.0
50786,0.0
50787,0.0
50788,0.0
50789,0.0
50790,0.0
50791,0.0
50792,0.0
50793,0.0
50794,0.0
50795,0.0
50796,0.0
50797,0.0
50798,0.0
50799,0.0
50800,0.0
50801,0.0
50802,0.0
50803,0.0
50804,0.0
50805,0.0
50806,0.0
50807,0.0
50808,0.0
50809,0.0
50810,0.0
50811,0.0
50812,0.0
50813,0.0
50814,0.0
50815,0.0
50816,0.0
50817,0.0
50818,0.0
50819,0.0
50820,0.0
50821,0.0
50822,0.0
50823,0.0
50824,0.0
50825,0.0
50826,0.0
50827,0.0
50828,0.0
50829,0.0
50830,0.0
50831,0.0
50832,0.0
50833,0.0
50834,0.0
50835,0.0
50836,0.0
50837,0.0
50838,0.0
50839,0.0
50840,0.0
50841,0.0
50842,0.0
50843,0.0
50844,0.0
50845,0.0
50846,0.0
50847,0.0
50848,0.0
50849,0.0
50850,0.0
50851,0.0
50852,0.0
50853,0.0
50854,0.0
50855,0.0
50856,0.0
50857,0.0
50858,0.0
50859,0.0
50860,0.0
50861,0.0
50862,0.0
50863,0.0
50864,0.0
50865,0.0
50866,0.0
50867,0.0
50868,0.0
50869,1.0
50870,0.0
50871,0.0
50872,0.0
50873,0.0
50874,0.0
50875,0.0
50876,0.0
50877,0.0
50878,0.0
50879,0.0
50880,0.0
50881,0.0
50882,0.0
50883,0.0
50884,0.0
50885,0.0
50886,0.0
50887,0.0
50888,0.0
50889,0.0
50890,0.0
50891,0.0
50892,0.0
50893,0.0
50894,0.0
50895,0.0
50896,0.0
50897,0.0
50898,0.0
50899,0.0
50900,0.0
50901,0.0
50902,0.0
50903,0.0
50904,0.0
50905,0.0
50906,0.0
50907,0.0
50908,0.0
50909,0.0
50910,0.0
50911,0.0
50912,0.0
50913,0.0
50914,0.0
50915,0.0
50916,0.0
50917,0.0
50918,0.0
50919,0.0
50920,0.0
50921,0.0
50922,0.0
50923,0.0
50924,0.0
50925,0.0
50926,0.0
50927,0.0
50928,0.0
50929,0.0
50930,0.0
50931,0.0
50932,0.0
50933,0.0
50934,0.0
50935,0.0
50936,0.0
50937,0.0
50938,0.0
50939,0.0
50940,0.0
50941,0.0
50942,0.0
50943,0.0
50944,0.0
50945,0.0
50946,0.0
50947,0.0
50948,0.0
50949,0.0
50950,0.0
50951,0.0
50952,0.0
50953,0.0
50954,0.0
50955,0.0
50956,0.0
50957,0.0
50958,0.0
50959,6.0
50960,0.0
50961,0.0
50962,0.0
50963,0.0
50964,0.0
50965,0.0
50966,0.0
50967,0.0
50968,0.0
50969,0.0
50970,0.0
50971,0.0
50972,0.0
50973,0.0
50974,0.0
50975,0.0
50976,0.0
50977,0.0
50978,0.0
50979,0.0
50980,0.0
50981,0.0
50982,0.0
50983,0.0
50984,0.0
50985,0.0
50986,0.0
50987,0.0
50988,0.0
50989,0.0
50990,0.0
50991,0.0
50992,0.0
50993,0.0
50994,0.0
50995,0.0
50996,0.0
50997,0.0
50998,0.0
50999,0.0
51000,0.0
51001,0.0
51002,0.0
51003,0.0
51004,0.0
51005,0.0
51006,0.0
51007,12.0
51008,0.0
51009,0.0
51010,0.0
51011,0.0
51012,0.0
51013,0.0
51014,0.0
51015,0.0
51016,0.0
51017,0.0
51018,0.0
51019,0.0
51020,0.0
51021,0.0
51022,0.0
51023,0.0
51024,0.0
51025,0.0
51026,0.0
51027,0.0
51028,0.0
51029,0.0
51030,0.0
51031,0.0
51032,0.0
51033,0.0
51034,0.0
51035,0.0
51036,0.0
51037,0.0
51038,0.0
51039,0.0
51040,0.0
51041,0.0
51042,0.0
51043,0.0
51044,0.0
51045,0.0
51046,0.0
51047,0.0
51048,0.0
51049,0.0
51050,0.0
51051,0.0
51052,0.0
51053,0.0
51054,0.0
51055,0.0
51056,0.0
51057,0.0
51058,0.0
51059,0.0
51060,0.0
51061,0.0
51062,0.0
51063,0.0
51064,0.0
51065,0.0
51066,0.0
51067,0.0
51068,0.0
51069,0.0
51070,0.0
51071,0.0
51072,0.0
51073,0.0
51074,0.0
51075,0.0
51076,0.0
51077,0.0
51078,0.0
51079,0.0
51080,0.0
51081,0.0
51082,0.0
51083,0.0
51084,0.0
51085,0.0
51086,0.0
51087,0.0
51088,0.0
51089,0.0
51090,0.0
51091,1.0
51092,0.0
51093,0.0
51094,0.0
51095,0.0
51096,0.0
51097,0.0
51098,0.0
51099,0.0
51100,0.0
51101,0.0
51102,0.0
51103,0.0
51104,1.0
51105,0.0
51106,0.0
51107,0.0
51108,0.0
51109,0.0
51110,0.0
51111,0.0
51112,0.0
51113,0.0
51114,0.0
51115,0.0
51116,0.0
51117,0.0
51118,0.0
51119,0.0
51120,0.0
51121,0.0
51122,0.0
51123,0.0
51124,0.0
51125,0.0
51126,0.0
51127,0.0
51128,0.0
51129,0.0
51130,0.0
51131,0.0
51132,0.0
51133,0.0
51134,0.0
51135,0.0
51136,0.0
51137,0.0
51138,0.0
51139,0.0
51140,0.0
51141,0.0
51142,0.0
51143,0.0
51144,0.0
51145,0.0
51146,0.0
51147,0.0
51148,0.0
51149,0.0
51150,0.0
51151,0.0
51152,0.0
51153,0.0
51154,0.0
51155,0.0
51156,0.0
51157,0.0
51158,0.0
51159,0.0
51160,0.0
51161,0.0
51162,0.0
51163,0.0
51164,0.0
51165,0.0
51166,0.0
51167,0.0
51168,0.0
51169,0.0
51170,0.0
51171,0.0
51172,0.0
51173,0.0
51174,0.0
51175,0.0
51176,0.0
51177,0.0
51178,0.0
51179,0.0
51180,0.0
51181,0.0
51182,0.0
51183,0.0
51184,0.0
51185,0.0
51186,0.0
51187,0.0
51188,0.0
51189,0.0
51190,0.0
51191,0.0
51192,0.0
51193,0.0
51194,0.0
51195,0.0
51196,0.0
51197,0.0
51198,0.0
51199,0.0
51200,0.0
51201,0.0
51202,0.0
51203,0.0
51204,0.0
51205,0.0
51206,0.0
51207,0.0
51208,1.0
51209,0.0
51210,0.0
51211,0.0
51212,0.0
51213,0.0
51214,0.0
51215,0.0
51216,0.0
51217,0.0
51218,0.0
51219,0.0
51220,0.0
51221,0.0
51222,0.0
51223,0.0
51224,0.0
51225,0.0
51226,0.0
51227,0.0
51228,0.0
51229,0.0
51230,0.0
51231,0.0
51232,0.0
51233,0.0
51234,0.0
51235,0.0
51236,0.0
51237,0.0
51238,0.0
51239,0.0
51240,0.0
51241,0.0
51242,0.0
51243,0.0
51244,4.0
51245,0.0
51246,0.0
51247,0.0
51248,0.0
51249,0.0
51250,0.0
51251,0.0
51252,1.0
51253,0.0
51254,0.0
51255,0.0
51256,0.0
51257,0.0
51258,0.0
51259,0.0
51260,0.0
51261,0.0
51262,0.0
51263,0.0
51264,0.0
51265,0.0
51266,0.0
51267,0.0
51268,0.0
51269,0.0
51270,0.0
51271,0.0
51272,0.0
51273,0.0
51274,0.0
51275,0.0
51276,0.0
51277,0.0
51278,0.0
51279,0.0
51280,0.0
51281,0.0
51282,0.0
51283,0.0
51284,0.0
51285,0.0
51286,0.0
51287,0.0
51288,0.0
51289,0.0
51290,0.0
51291,1.0
51292,0.0
51293,0.0
51294,0.0
51295,0.0
51296,0.0
51297,0.0
51298,0.0
51299,0.0
51300,0.0
51301,0.0
51302,0.0
51303,0.0
51304,0.0
51305,0.0
51306,0.0
51307,0.0
51308,0.0
51309,0.0
51310,0.0
51311,0.0
51312,0.0
51313,0.0
51314,0.0
51315,0.0
51316,0.0
51317,0.0
51318,5.0
51319,0.0
51320,0.0
51321,0.0
51322,0.0
51323,0.0
51324,0.0
51325,0.0
51326,0.0
51327,0.0
51328,0.0
51329,0.0
51330,0.0
51331,0.0
51332,0.0
51333,0.0
51334,0.0
51335,0.0
51336,0.0
51337,0.0
51338,0.0
51339,0.0
51340,0.0
51341,0.0
51342,0.0
51343,0.0
51344,0.0
51345,0.0
51346,0.0
51347,0.0
51348,0.0
51349,0.0
51350,0.0
51351,0.0
51352,0.0
51353,0.0
51354,0.0
51355,0.0
51356,0.0
51357,0.0
51358,0.0
51359,0.0
51360,0.0
51361,0.0
51362,0.0
51363,0.0
51364,0.0
51365,0.0
51366,0.0
51367,0.0
51368,0.0
51369,0.0
51370,0.0
51371,0.0
51372,0.0
51373,0.0
51374,0.0
51375,0.0
51376,0.0
51377,0.0
51378,0.0
51379,0.0
51380,0.0
51381,0.0
51382,0.0
51383,0.0
51384,0.0
51385,0.0
51386,0.0
51387,0.0
51388,0.0
51389,0.0
51390,0.0
51391,0.0
51392,0.0
51393,0.0
51394,0.0
51395,0.0
51396,0.0
51397,0.0
51398,0.0
51399,0.0
51400,0.0
51401,0.0
51402,0.0
51403,0.0
51404,0.0
51405,0.0
51406,0.0
51407,0.0
51408,0.0
51409,0.0
51410,0.0
51411,0.0
51412,0.0
51413,0.0
51414,0.0
51415,0.0
51416,0.0
51417,0.0
51418,0.0
51419,0.0
51420,0.0
51421,0.0
51422,0.0
51423,0.0
51424,0.0
51425,0.0
51426,0.0
51427,0.0
51428,0.0
51429,0.0
51430,0.0
51431,0.0
51432,0.0
51433,0.0
51434,0.0
51435,1.0
51436,0.0
51437,0.0
51438,0.0
51439,0.0
51440,0.0
51441,0.0
51442,0.0
51443,0.0
51444,0.0
51445,0.0
51446,0.0
51447,0.0
51448,0.0
51449,0.0
51450,0.0
51451,0.0
51452,0.0
51453,0.0
51454,0.0
51455,0.0
51456,0.0
51457,0.0
51458,0.0
51459,0.0
51460,0.0
51461,0.0
51462,0.0
51463,0.0
51464,0.0
51465,0.0
51466,0.0
51467,0.0
51468,0.0
51469,1.0
51470,0.0
51471,0.0
51472,0.0
51473,0.0
51474,0.0
51475,0.0
51476,0.0
51477,0.0
51478,0.0
51479,0.0
51480,0.0
51481,0.0
51482,0.0
51483,0.0
51484,0.0
51485,0.0
51486,0.0
51487,0.0
51488,0.0
51489,0.0
51490,0.0
51491,0.0
51492,0.0
51493,0.0
51494,0.0
51495,0.0
51496,0.0
51497,0.0
51498,0.0
51499,0.0
51500,0.0
51501,0.0
51502,0.0
51503,0.0
51504,0.0
51505,0.0
51506,0.0
51507,0.0
51508,0.0
51509,0.0
51510,0.0
51511,0.0
51512,0.0
51513,0.0
51514,0.0
51515,0.0
51516,0.0
51517,0.0
51518,0.0
51519,0.0
51520,0.0
51521,0.0
51522,0.0
51523,0.0
51524,0.0
51525,0.0
51526,0.0
51527,0.0
51528,0.0
51529,0.0
51530,0.0
51531,0.0
51532,0.0
51533,0.0
51534,0.0
51535,0.0
51536,0.0
51537,0.0
51538,0.0
51539,0.0
51540,0.0
51541,0.0
51542,0.0
51543,0.0
51544,0.0
51545,0.0
51546,0.0
51547,0.0
51548,0.0
51549,0.0
51550,0.0
51551,0.0
51552,0.0
51553,0.0
51554,0.0
51555,0.0
51556,0.0
51557,0.0
51558,0.0
51559,0.0
51560,0.0
51561,0.0
51562,0.0
51563,0.0
51564,1.0
51565,0.0
51566,0.0
51567,0.0
51568,0.0
51569,0.0
51570,0.0
51571,0.0
51572,2.0
51573,1.0
51574,1.0
51575,0.0
51576,0.0
51577,0.0
51578,0.0
51579,0.0
51580,0.0
51581,0.0
51582,0.0
51583,0.0
51584,0.0
51585,0.0
51586,0.0
51587,0.0
51588,0.0
51589,0.0
51590,0.0
51591,0.0
51592,0.0
51593,0.0
51594,0.0
51595,0.0
51596,0.0
51597,0.0
51598,0.0
51599,0.0
51600,0.0
51601,0.0
51602,0.0
51603,0.0
51604,0.0
51605,0.0
51606,0.0
51607,0.0
51608,0.0
51609,0.0
51610,0.0
51611,0.0
51612,0.0
51613,0.0
51614,0.0
51615,0.0
51616,0.0
51617,0.0
51618,0.0
51619,0.0
51620,0.0
51621,0.0
51622,0.0
51623,0.0
51624,0.0
51625,0.0
51626,0.0
51627,0.0
51628,0.0
51629,0.0
51630,0.0
51631,0.0
51632,0.0
51633,0.0
51634,0.0
51635,0.0
51636,0.0
51637,0.0
51638,0.0
51639,0.0
51640,0.0
51641,0.0
51642,1.0
51643,0.0
51644,0.0
51645,0.0
51646,0.0
51647,0.0
51648,0.0
51649,0.0
51650,0.0
51651,0.0
51652,2.0
51653,1.0
51654,0.0
51655,0.0
51656,0.0
51657,3.0
51658,0.0
51659,0.0
51660,0.0
51661,0.0
51662,30.0
51663,30.0
51664,1.0
51665,0.0
51666,0.0
51667,2.0
51668,2.0
51669,0.0
51670,0.0
51671,2.0
51672,1.0
51673,0.0
51674,1.0
51675,0.0
51676,2.0
51677,0.0
51678,4.0
51679,0.0
51680,0.0
51681,0.0
51682,4.0
51683,9.0
51684,0.0
51685,0.0
51686,0.0
51687,1.0
51688,0.0
51689,0.0
51690,0.0
51691,0.0
51692,0.0
51693,0.0
51694,0.0
51695,0.0
51696,0.0
51697,8.0
51698,0.0
51699,2.0
51700,0.0
51701,30.0
51702,15.0
51703,0.0
51704,0.0
51705,0.0
51706,19.0
51707,0.0
51708,0.0
51709,0.0
51710,0.0
51711,0.0
51712,23.0
51713,0.0
51714,0.0
51715,0.0
51716,0.0
51717,0.0
51718,20.0
51719,34.0
51720,0.0
51721,1.0
51722,0.0
51723,31.0
51724,0.0
51725,0.0
51726,10.0
51727,0.0
51728,21.0
51729,0.0
51730,29.0
51731,0.0
51732,0.0
51733,0.0
51734,0.0
51735,18.0
51736,57.0
51737,1.0
51738,65.0
51739,0.0
51740,0.0
51741,52.0
51742,0.0
51743,0.0
51744,31.0
51745,2.0
51746,7.0
51747,75.0
51748,50.0
51749,51.0
51750,23.0
51751,0.0
51752,16.0
51753,28.0
51754,15.0
51755,26.0
51756,23.0
51757,56.0
51758,24.0
51759,111.0
51760,79.0
51761,6.0
51762,30.0
51763,66.0
51764,11.0
51765,1.0
51766,17.0
51767,18.0
51768,1.0
51769,4.0
51770,7.0
51771,46.0
51772,4.0
51773,0.0
51774,0.0
51775,0.0
51776,7.0
51777,41.0
51778,6.0
51779,8.0
51780,26.0
51781,23.0
51782,9.0
51783,0.0
51784,0.0
51785,38.0
51786,32.0
51787,1.0
51788,0.0
51789,23.0
51790,31.0
51791,0.0
51792,26.0
51793,34.0
51794,42.0
51795,61.0
51796,48.0
51797,50.0
51798,24.0
51799,13.0
51800,64.0
51801,16.0
51802,0.0
51803,28.0
51804,2.0
51805,13.0
51806,7.0
51807,0.0
51808,8.0
51809,16.0
51810,51.0
51811,12.0
51812,2.0
51813,6.0
51814,62.0
51815,23.0
51816,143.0
51817,0.0
51818,32.0
51819,35.0
51820,0.0
51821,2.0
51822,0.0
51823,46.0
51824,37.0
51825,3.0
51826,107.0
51827,0.0
51828,49.0
51829,23.0
51830,50.0
51831,8.0
51832,36.0
51833,14.0
51834,3.0
51835,11.0
51836,43.0
51837,0.0
51838,36.0
51839,30.0
51840,35.0
51841,0.0
51842,75.0
51843,3.0
51844,0.0
51845,4.0
51846,29.0
51847,0.0
51848,7.0
51849,49.0
51850,10.0
51851,3.0
51852,0.0
51853,52.0
51854,14.0
51855,0.0
51856,4.0
51857,46.0
51858,9.0
51859,75.0
51860,129.0
51861,21.0
51862,109.0
51863,64.0
51864,0.0
51865,126.0
51866,0.0
51867,90.0
51868,68.0
51869,67.0
51870,2.0
51871,154.0
51872,75.0
51873,0.0
51874,3.0
51875,4.0
51876,103.0
51877,22.0
51878,1.0
51879,15.0
51880,84.0
51881,84.0
51882,1.0
51883,118.0
51884,53.0
51885,0.0
51886,73.0
51887,53.0
51888,58.0
51889,66.0
51890,0.0
51891,16.0
51892,50.0
51893,15.0
51894,2.0
51895,0.0
51896,40.0
51897,14.0
51898,117.0
51899,0.0
51900,60.0
51901,63.0
51902,57.0
51903,131.0
51904,45.0
51905,33.0
51906,2.0
51907,35.0
51908,112.0
51909,1.0
51910,0.0
51911,129.0
51912,12.0
51913,7.0
51914,33.0
51915,0.0
51916,127.0
51917,35.0
51918,121.0
51919,0.0
51920,3.0
51921,119.0
51922,1.0
51923,1.0
51924,117.0
51925,93.0
51926,15.0
51927,0.0
51928,0.0
51929,140.0
51930,0.0
51931,3.0
51932,28.0
51933,92.0
51934,1.0
51935,93.0
51936,165.0
51937,23.0
51938,28.0
51939,2.0
51940,0.0
51941,105.0
51942,2.0
51943,15.0
51944,162.0
51945,89.0
51946,4.0
51947,79.0
51948,0.0
51949,74.0
51950,2.0
51951,0.0
51952,219.0
51953,103.0
51954,10.0
51955,27.0
51956,167.0
51957,2.0
51958,40.0
51959,33.0
51960,119.0
51961,109.0
51962,7.0
51963,0.0
51964,0.0
51965,0.0
51966,35.0
51967,1.0
51968,0.0
51969,64.0
51970,0.0
51971,0.0
51972,78.0
51973,12.0
51974,106.0
51975,112.0
51976,169.0
51977,63.0
51978,1.0
51979,1.0
51980,0.0
51981,43.0
51982,71.0
51983,47.0
51984,41.0
51985,48.0
51986,13.0
51987,34.0
51988,24.0
51989,95.0
51990,145.0
51991,75.0
51992,124.0
51993,9.0
51994,119.0
51995,91.0
51996,1.0
51997,30.0
51998,101.0
51999,0.0
52000,14.0
52001,86.0
52002,5.0
52003,4.0
52004,44.0
52005,67.0
52006,110.0
52007,113.0
52008,4.0
52009,25.0
52010,0.0
52011,6.0
52012,1.0
52013,98.0
52014,20.0
52015,67.0
52016,167.0
52017,62.0
52018,12.0
52019,33.0
52020,142.0
52021,16.0
52022,123.0
52023,148.0
52024,0.0
52025,127.0
52026,23.0
52027,0.0
52028,0.0
52029,159.0
52030,70.0
52031,36.0
52032,0.0
52033,1.0
52034,110.0
52035,130.0
52036,106.0
52037,3.0
52038,13.0
52039,24.0
52040,108.0
52041,0.0
52042,0.0
52043,0.0
52044,77.0
52045,67.0
52046,73.0
52047,37.0
52048,59.0
52049,4.0
52050,12.0
52051,22.0
52052,172.0
52053,42.0
52054,18.0
52055,11.0
52056,6.0
52057,39.0
52058,0.0
52059,4.0
52060,61.0
52061,68.0
52062,172.0
52063,0.0
52064,42.0
52065,2.0
52066,0.0
52067,58.0
52068,132.0
52069,3.0
52070,1.0
52071,96.0
52072,1.0
52073,29.0
52074,73.0
52075,1.0
52076,82.0
52077,0.0
52078,1.0
52079,0.0
52080,0.0
52081,31.0
52082,40.0
52083,0.0
52084,84.0
52085,161.0
52086,128.0
52087,0.0
52088,1.0
52089,23.0
52090,63.0
52091,1.0
52092,122.0
52093,0.0
52094,100.0
52095,67.0
52096,0.0
52097,6.0
52098,6.0
52099,35.0
52100,0.0
52101,84.0
52102,0.0
52103,0.0
52104,0.0
52105,49.0
52106,22.0
52107,8.0
52108,72.0
52109,0.0
52110,0.0
52111,32.0
52112,16.0
52113,1.0
52114,54.0
52115,79.0
52116,1.0
52117,0.0
52118,48.0
52119,107.0
52120,96.0
52121,2.0
52122,2.0
52123,0.0
52124,16.0
52125,69.0
52126,0.0
52127,0.0
52128,0.0
52129,98.0
52130,3.0
52131,111.0
52132,0.0
52133,39.0
52134,18.0
52135,0.0
52136,0.0
52137,1.0
52138,8.0
52139,133.0
52140,0.0
52141,0.0
52142,31.0
52143,48.0
52144,1.0
52145,0.0
52146,0.0
52147,0.0
52148,123.0
52149,0.0
52150,38.0
52151,87.0
52152,103.0
52153,0.0
52154,0.0
52155,0.0
52156,1.0
52157,0.0
52158,0.0
52159,1.0
52160,0.0
52161,0.0
52162,0.0
52163,0.0
52164,0.0
52165,0.0
52166,0.0
52167,43.0
52168,168.0
52169,0.0
52170,0.0
52171,0.0
52172,1.0
52173,0.0
52174,96.0
52175,0.0
52176,0.0
52177,1.0
52178,1.0
52179,14.0
52180,0.0
52181,2.0
52182,0.0
52183,0.0
52184,0.0
52185,0.0
52186,0.0
52187,0.0
52188,1.0
52189,25.0
52190,15.0
52191,0.0
52192,0.0
52193,0.0
52194,0.0
52195,0.0
52196,2.0
52197,0.0
52198,0.0
52199,5.0
52200,0.0
52201,0.0
52202,0.0
52203,0.0
52204,36.0
52205,1.0
52206,0.0
52207,2.0
52208,2.0
52209,2.0
52210,0.0
52211,0.0
52212,0.0
52213,0.0
52214,0.0
52215,86.0
52216,0.0
52217,0.0
52218,1.0
52219,0.0
52220,0.0
52221,83.0
52222,42.0
52223,95.0
52224,72.0
52225,0.0
52226,0.0
52227,0.0
52228,14.0
52229,73.0
52230,142.0
52231,19.0
52232,0.0
52233,76.0
52234,156.0
52235,60.0
52236,155.0
52237,2.0
52238,62.0
52239,3.0
52240,22.0
52241,77.0
52242,0.0
52243,3.0
52244,11.0
52245,118.0
52246,116.0
52247,122.0
52248,54.0
52249,10.0
52250,18.0
52251,157.0
52252,115.0
52253,19.0
52254,146.0
52255,15.0
52256,1.0
52257,0.0
52258,90.0
52259,166.0
52260,204.0
52261,71.0
52262,127.0
52263,1.0
52264,0.0
52265,0.0
52266,80.0
52267,132.0
52268,191.0
52269,27.0
52270,123.0
52271,0.0
52272,167.0
52273,96.0
52274,0.0
52275,0.0
52276,185.0
52277,46.0
52278,2.0
52279,29.0
52280,84.0
52281,101.0
52282,0.0
52283,73.0
52284,13.0
52285,87.0
52286,72.0
52287,80.0
52288,90.0
52289,154.0
52290,2.0
52291,98.0
52292,165.0
52293,3.0
52294,99.0
52295,20.0
52296,1.0
52297,136.0
52298,24.0
52299,138.0
52300,126.0
52301,113.0
52302,164.0
52303,1.0
52304,174.0
52305,5.0
52306,24.0
52307,44.0
52308,0.0
52309,104.0
52310,138.0
52311,78.0
52312,32.0
52313,139.0
52314,16.0
52315,5.0
52316,1.0
52317,3.0
52318,243.0
52319,57.0
52320,0.0
52321,1.0
52322,84.0
52323,143.0
52324,22.0
52325,83.0
52326,20.0
52327,3.0
52328,122.0
52329,38.0
52330,116.0
52331,1.0
52332,0.0
52333,4.0
52334,60.0
52335,135.0
52336,22.0
52337,0.0
52338,146.0
52339,4.0
52340,22.0
52341,98.0
52342,2.0
52343,2.0
52344,45.0
52345,84.0
52346,136.0
52347,68.0
52348,44.0
52349,1.0
52350,2.0
52351,76.0
52352,2.0
52353,11.0
52354,77.0
52355,44.0
52356,56.0
52357,121.0
52358,176.0
52359,6.0
52360,5.0
52361,62.0
52362,49.0
52363,111.0
52364,1.0
52365,0.0
52366,2.0
52367,64.0
52368,0.0
52369,0.0
52370,49.0
52371,2.0
52372,145.0
52373,195.0
52374,0.0
52375,0.0
52376,99.0
52377,96.0
52378,25.0
52379,0.0
52380,66.0
52381,58.0
52382,3.0
52383,122.0
52384,79.0
52385,66.0
52386,46.0
52387,11.0
52388,96.0
52389,0.0
52390,79.0
52391,8.0
52392,44.0
52393,108.0
52394,0.0
52395,143.0
52396,136.0
52397,81.0
52398,161.0
52399,39.0
52400,5.0
52401,7.0
52402,1.0
52403,4.0
52404,190.0
52405,128.0
52406,123.0
52407,70.0
52408,160.0
52409,33.0
52410,22.0
52411,2.0
52412,73.0
52413,33.0
52414,28.0
52415,3.0
52416,230.0
52417,0.0
52418,98.0
52419,27.0
52420,0.0
52421,16.0
52422,9.0
52423,1.0
52424,261.0
52425,0.0
52426,0.0
52427,17.0
52428,52.0
52429,3.0
52430,5.0
52431,58.0
52432,66.0
52433,66.0
52434,2.0
52435,120.0
52436,10.0
52437,3.0
52438,1.0
52439,0.0
52440,116.0
52441,0.0
52442,50.0
52443,37.0
52444,0.0
52445,220.0
52446,15.0
52447,147.0
52448,12.0
52449,1.0
52450,9.0
52451,22.0
52452,4.0
52453,177.0
52454,0.0
52455,2.0
52456,114.0
52457,72.0
52458,0.0
52459,45.0
52460,86.0
52461,115.0
52462,113.0
52463,102.0
52464,41.0
52465,81.0
52466,1.0
52467,225.0
52468,175.0
52469,4.0
52470,13.0
52471,4.0
52472,138.0
52473,3.0
52474,183.0
52475,70.0
52476,55.0
52477,1.0
52478,12.0
52479,78.0
52480,0.0
52481,1.0
52482,4.0
52483,48.0
52484,134.0
52485,5.0
52486,1.0
52487,0.0
52488,56.0
52489,0.0
52490,0.0
52491,24.0
52492,123.0
52493,53.0
52494,98.0
52495,1.0
52496,40.0
52497,5.0
52498,144.0
52499,46.0
52500,71.0
52501,57.0
52502,2.0
52503,71.0
52504,58.0
52505,99.0
52506,18.0
52507,4.0
52508,32.0
52509,107.0
52510,16.0
52511,2.0
52512,76.0
52513,52.0
52514,14.0
52515,180.0
52516,1.0
52517,51.0
52518,19.0
52519,1.0
52520,3.0
52521,98.0
52522,62.0
52523,24.0
52524,38.0
52525,43.0
52526,52.0
52527,87.0
52528,10.0
52529,111.0
52530,19.0
52531,83.0
52532,11.0
52533,112.0
52534,3.0
52535,57.0
52536,7.0
52537,10.0
52538,32.0
52539,122.0
52540,85.0
52541,122.0
52542,0.0
52543,9.0
52544,1.0
52545,2.0
52546,105.0
52547,85.0
52548,176.0
52549,60.0
52550,89.0
52551,0.0
52552,71.0
52553,9.0
52554,47.0
52555,3.0
52556,45.0
52557,60.0
52558,122.0
52559,57.0
52560,80.0
52561,9.0
52562,72.0
52563,60.0
52564,79.0
52565,25.0
52566,23.0
52567,77.0
52568,1.0
52569,36.0
52570,75.0
52571,103.0
52572,4.0
52573,83.0
52574,53.0
52575,0.0
52576,1.0
52577,95.0
52578,74.0
52579,61.0
52580,100.0
52581,75.0
52582,32.0
52583,29.0
52584,82.0
52585,0.0
52586,84.0
52587,14.0
52588,63.0
52589,80.0
52590,27.0
52591,164.0
52592,95.0
52593,6.0
52594,4.0
52595,11.0
52596,53.0
52597,0.0
52598,85.0
52599,0.0
52600,116.0
52601,14.0
52602,93.0
52603,54.0
52604,76.0
52605,118.0
52606,75.0
52607,1.0
52608,106.0
52609,12.0
52610,3.0
52611,74.0
52612,4.0
52613,49.0
52614,113.0
52615,127.0
52616,76.0
52617,88.0
52618,97.0
52619,7.0
52620,11.0
52621,16.0
52622,56.0
52623,80.0
52624,26.0
52625,4.0
52626,5.0
52627,7.0
52628,79.0
52629,39.0
52630,23.0
52631,1.0
52632,86.0
52633,137.0
52634,96.0
52635,116.0
52636,21.0
52637,13.0
52638,30.0
52639,6.0
52640,53.0
