,Tyro3
61151,0.0
61152,0.0
61153,0.0
61154,9.0
61155,1.0
61156,0.0
61157,2.0
61158,5.0
61159,0.0
61160,0.0
61161,0.0
61162,3.0
61163,0.0
61164,0.0
61165,3.0
61166,0.0
61167,14.0
61168,0.0
61169,0.0
61170,0.0
61171,8.0
61172,0.0
61173,1.0
61174,1.0
61175,1.0
61176,1.0
61177,1.0
61178,1.0
61179,0.0
61180,0.0
61181,0.0
61182,0.0
61183,0.0
61184,0.0
61185,0.0
61186,0.0
61187,4.0
61188,2.0
61189,0.0
61190,5.0
61191,0.0
61192,0.0
61193,0.0
61194,1.0
61195,3.0
61196,1.0
61197,0.0
61198,1.0
61199,1.0
61200,1.0
61201,0.0
61202,5.0
61203,4.0
61204,0.0
61205,9.0
61206,10.0
61207,0.0
61208,2.0
61209,3.0
61210,1.0
61211,0.0
61212,1.0
61213,10.0
61214,0.0
61215,0.0
61216,9.0
61217,5.0
61218,1.0
61219,10.0
61220,7.0
61221,0.0
61222,0.0
61223,11.0
61224,0.0
61225,0.0
61226,0.0
61227,3.0
61228,3.0
61229,3.0
61230,0.0
61231,0.0
61232,0.0
61233,0.0
61234,1.0
61235,0.0
61236,0.0
61237,1.0
61238,0.0
61239,0.0
61240,0.0
61241,3.0
61242,0.0
61243,0.0
61244,0.0
61245,0.0
61246,0.0
61247,0.0
61248,0.0
61249,0.0
61250,0.0
61251,1.0
61252,0.0
61253,0.0
61254,0.0
61255,0.0
61256,0.0
61257,0.0
61258,0.0
61259,0.0
61260,1.0
61261,3.0
61262,1.0
61263,0.0
61264,0.0
61265,0.0
61266,0.0
61267,1.0
61268,0.0
61269,0.0
61270,0.0
61271,0.0
61272,0.0
61273,0.0
61274,0.0
61275,0.0
61276,1.0
61277,0.0
61278,1.0
61279,0.0
61280,0.0
61281,0.0
61282,1.0
61283,0.0
61284,0.0
61285,0.0
61286,0.0
61287,0.0
61288,0.0
61289,2.0
61290,0.0
61291,0.0
61292,1.0
61293,0.0
61294,0.0
61295,0.0
61296,2.0
61297,0.0
61298,0.0
61299,0.0
61300,0.0
61301,0.0
61302,0.0
61303,0.0
61304,0.0
61305,1.0
61306,1.0
61307,0.0
61308,0.0
61309,1.0
61310,0.0
61311,0.0
61312,0.0
61313,0.0
61314,0.0
61315,0.0
61316,0.0
61317,0.0
61318,0.0
61319,0.0
61320,0.0
61321,0.0
61322,0.0
61323,1.0
61324,0.0
61325,1.0
61326,1.0
61327,0.0
61328,0.0
61329,0.0
61330,1.0
61331,1.0
61332,0.0
61333,1.0
61334,0.0
61335,0.0
61336,0.0
61337,0.0
61338,0.0
61339,0.0
61340,1.0
61341,0.0
61342,0.0
61343,0.0
61344,0.0
61345,1.0
61346,0.0
61347,1.0
61348,0.0
61349,0.0
61350,0.0
61351,0.0
61352,0.0
61353,0.0
61354,0.0
61355,1.0
61356,0.0
61357,0.0
61358,0.0
61359,9.0
61360,1.0
61361,0.0
61362,0.0
61363,0.0
61364,0.0
61365,0.0
61366,0.0
61367,0.0
61368,1.0
61369,0.0
61370,1.0
61371,2.0
61372,3.0
61373,0.0
61374,0.0
61375,0.0
61376,1.0
61377,1.0
61378,2.0
61379,0.0
61380,0.0
61381,0.0
61382,1.0
61383,0.0
61384,0.0
61385,0.0
61386,0.0
61387,0.0
61388,0.0
61389,0.0
61390,0.0
61391,0.0
61392,1.0
61393,0.0
61394,0.0
61395,1.0
61396,0.0
61397,0.0
61398,0.0
61399,0.0
61400,0.0
61401,0.0
61402,1.0
61403,1.0
61404,0.0
61405,0.0
61406,0.0
61407,2.0
61408,0.0
61409,0.0
61410,0.0
61411,0.0
61412,0.0
61413,0.0
61414,0.0
61415,0.0
61416,0.0
61417,0.0
61418,0.0
61419,2.0
61420,0.0
61421,0.0
61422,0.0
61423,0.0
61424,0.0
61425,1.0
61426,3.0
61427,3.0
61428,6.0
61429,3.0
61430,0.0
61431,2.0
61432,2.0
61433,10.0
61434,0.0
61435,8.0
61436,0.0
61437,0.0
61438,7.0
61439,5.0
61440,2.0
61441,1.0
61442,2.0
61443,19.0
61444,0.0
61445,3.0
61446,5.0
61447,1.0
61448,6.0
61449,0.0
61450,0.0
61451,1.0
61452,3.0
61453,2.0
61454,5.0
61455,3.0
61456,3.0
61457,0.0
61458,0.0
61459,14.0
61460,0.0
61461,7.0
61462,10.0
61463,4.0
61464,1.0
61465,0.0
61466,0.0
61467,1.0
61468,2.0
61469,2.0
61470,1.0
61471,1.0
61472,1.0
61473,2.0
61474,9.0
61475,5.0
61476,4.0
61477,1.0
61478,1.0
61479,4.0
61480,0.0
61481,0.0
61482,12.0
61483,8.0
61484,6.0
61485,1.0
61486,0.0
61487,4.0
61488,0.0
61489,0.0
61490,0.0
61491,3.0
61492,1.0
61493,0.0
61494,0.0
61495,4.0
61496,0.0
61497,2.0
61498,1.0
61499,2.0
61500,2.0
61501,0.0
61502,2.0
61503,0.0
61504,5.0
61505,8.0
61506,6.0
61507,1.0
61508,0.0
61509,1.0
61510,3.0
61511,9.0
61512,1.0
61513,0.0
61514,0.0
61515,6.0
61516,6.0
61517,0.0
61518,3.0
61519,0.0
61520,9.0
61521,3.0
61522,5.0
61523,3.0
61524,1.0
61525,1.0
61526,0.0
61527,0.0
61528,0.0
61529,2.0
61530,1.0
61531,1.0
61532,1.0
61533,6.0
61534,1.0
61535,10.0
61536,10.0
61537,7.0
61538,13.0
61539,1.0
61540,4.0
61541,3.0
61542,3.0
61543,6.0
61544,2.0
61545,1.0
61546,3.0
61547,0.0
61548,2.0
61549,1.0
61550,2.0
61551,1.0
61552,10.0
61553,0.0
61554,0.0
61555,4.0
61556,1.0
61557,0.0
61558,0.0
61559,0.0
61560,0.0
61561,1.0
61562,0.0
61563,1.0
61564,4.0
61565,0.0
61566,0.0
61567,0.0
61568,4.0
61569,6.0
61570,4.0
61571,7.0
61572,1.0
61573,0.0
61574,1.0
61575,9.0
61576,0.0
61577,0.0
61578,7.0
61579,1.0
61580,0.0
61581,2.0
61582,2.0
61583,5.0
61584,0.0
61585,0.0
61586,5.0
61587,0.0
61588,3.0
61589,2.0
61590,0.0
61591,0.0
61592,9.0
61593,0.0
61594,1.0
61595,1.0
61596,5.0
61597,3.0
61598,1.0
61599,7.0
61600,0.0
61601,2.0
61602,0.0
61603,3.0
61604,6.0
61605,0.0
61606,1.0
61607,8.0
61608,0.0
61609,1.0
61610,8.0
61611,8.0
61612,0.0
61613,0.0
61614,12.0
61615,0.0
61616,11.0
61617,0.0
61618,0.0
61619,7.0
61620,2.0
61621,1.0
61622,4.0
61623,0.0
61624,3.0
61625,0.0
61626,7.0
61627,0.0
61628,3.0
61629,1.0
61630,0.0
61631,4.0
61632,2.0
61633,2.0
61634,0.0
61635,3.0
61636,4.0
61637,4.0
61638,0.0
61639,14.0
61640,11.0
61641,1.0
61642,0.0
61643,5.0
61644,4.0
61645,6.0
61646,1.0
61647,2.0
61648,1.0
61649,0.0
61650,6.0
61651,4.0
61652,8.0
61653,9.0
61654,0.0
61655,0.0
61656,1.0
61657,11.0
61658,6.0
61659,1.0
61660,0.0
61661,0.0
61662,6.0
61663,13.0
61664,0.0
61665,0.0
61666,0.0
61667,0.0
61668,0.0
61669,1.0
61670,5.0
61671,0.0
61672,0.0
61673,0.0
61674,2.0
61675,3.0
61676,0.0
61677,1.0
61678,16.0
61679,4.0
61680,1.0
61681,0.0
61682,1.0
61683,1.0
61684,1.0
61685,0.0
61686,0.0
61687,1.0
61688,19.0
61689,0.0
61690,1.0
61691,1.0
61692,0.0
61693,1.0
61694,1.0
61695,10.0
61696,6.0
61697,4.0
61698,7.0
61699,2.0
61700,0.0
61701,1.0
61702,0.0
61703,6.0
61704,0.0
61705,0.0
61706,2.0
61707,1.0
61708,1.0
61709,3.0
61710,0.0
61711,2.0
61712,0.0
61713,0.0
61714,4.0
61715,0.0
61716,0.0
61717,1.0
61718,5.0
61719,0.0
61720,0.0
61721,1.0
61722,14.0
61723,2.0
61724,7.0
61725,1.0
61726,0.0
61727,7.0
61728,1.0
61729,0.0
61730,2.0
61731,0.0
61732,0.0
61733,0.0
61734,0.0
61735,6.0
61736,0.0
61737,0.0
61738,3.0
61739,2.0
61740,0.0
61741,2.0
61742,1.0
61743,0.0
61744,0.0
61745,0.0
61746,1.0
61747,0.0
61748,0.0
61749,0.0
61750,2.0
61751,3.0
61752,0.0
61753,5.0
61754,0.0
61755,2.0
61756,0.0
61757,4.0
61758,0.0
61759,0.0
61760,1.0
61761,1.0
61762,1.0
61763,2.0
61764,0.0
61765,5.0
61766,0.0
61767,0.0
61768,6.0
61769,3.0
61770,1.0
61771,2.0
61772,0.0
61773,0.0
61774,0.0
61775,2.0
61776,0.0
61777,5.0
61778,0.0
61779,4.0
61780,8.0
61781,0.0
61782,1.0
61783,4.0
61784,0.0
61785,0.0
61786,1.0
61787,1.0
61788,4.0
61789,2.0
61790,0.0
61791,0.0
61792,1.0
61793,6.0
61794,0.0
61795,4.0
61796,0.0
61797,0.0
61798,5.0
61799,5.0
61800,6.0
61801,0.0
61802,8.0
61803,7.0
61804,0.0
61805,9.0
61806,0.0
61807,13.0
61808,0.0
61809,0.0
61810,3.0
61811,3.0
61812,8.0
61813,0.0
61814,0.0
61815,1.0
61816,2.0
61817,12.0
61818,1.0
61819,8.0
61820,2.0
61821,1.0
61822,0.0
61823,2.0
61824,7.0
61825,1.0
61826,8.0
61827,11.0
61828,8.0
61829,7.0
61830,4.0
61831,7.0
61832,0.0
61833,0.0
61834,0.0
61835,7.0
61836,0.0
61837,11.0
61838,3.0
61839,3.0
61840,10.0
61841,5.0
61842,1.0
61843,7.0
61844,2.0
61845,4.0
61846,0.0
61847,1.0
61848,11.0
61849,10.0
61850,0.0
61851,0.0
61852,0.0
61853,0.0
61854,14.0
61855,16.0
61856,4.0
61857,0.0
61858,8.0
61859,10.0
61860,2.0
61861,9.0
61862,5.0
61863,6.0
61864,15.0
61865,1.0
61866,9.0
61867,15.0
61868,3.0
61869,10.0
61870,3.0
61871,1.0
61872,6.0
61873,11.0
61874,1.0
61875,11.0
61876,10.0
61877,3.0
61878,1.0
61879,4.0
61880,3.0
61881,2.0
61882,8.0
61883,0.0
61884,0.0
61885,0.0
61886,8.0
61887,0.0
61888,0.0
61889,2.0
61890,8.0
61891,0.0
61892,1.0
61893,3.0
61894,7.0
61895,3.0
61896,6.0
61897,0.0
61898,0.0
61899,2.0
61900,8.0
61901,10.0
61902,5.0
61903,3.0
61904,5.0
61905,0.0
61906,0.0
61907,4.0
61908,0.0
61909,0.0
61910,11.0
61911,2.0
61912,5.0
61913,0.0
61914,10.0
61915,15.0
61916,0.0
61917,5.0
61918,0.0
61919,9.0
61920,12.0
61921,1.0
61922,1.0
61923,1.0
61924,1.0
61925,0.0
61926,9.0
61927,6.0
61928,2.0
61929,5.0
61930,0.0
61931,0.0
61932,0.0
61933,2.0
61934,4.0
61935,1.0
61936,4.0
61937,5.0
61938,8.0
61939,0.0
61940,3.0
61941,8.0
61942,1.0
61943,2.0
61944,5.0
61945,4.0
61946,1.0
61947,1.0
61948,8.0
61949,5.0
61950,0.0
61951,2.0
61952,6.0
61953,2.0
61954,5.0
61955,3.0
61956,13.0
61957,0.0
61958,1.0
61959,2.0
61960,4.0
61961,0.0
61962,6.0
61963,1.0
61964,8.0
61965,1.0
61966,0.0
61967,4.0
61968,8.0
61969,4.0
61970,4.0
61971,0.0
61972,1.0
61973,0.0
61974,8.0
61975,0.0
61976,1.0
61977,0.0
61978,4.0
61979,1.0
61980,4.0
61981,0.0
61982,0.0
61983,8.0
61984,0.0
61985,0.0
61986,0.0
61987,1.0
61988,0.0
61989,1.0
61990,0.0
61991,0.0
61992,0.0
61993,3.0
61994,0.0
61995,1.0
61996,6.0
61997,4.0
61998,3.0
61999,3.0
62000,1.0
62001,2.0
62002,1.0
62003,7.0
62004,0.0
62005,14.0
62006,0.0
62007,1.0
62008,9.0
62009,0.0
62010,0.0
62011,0.0
62012,0.0
62013,4.0
62014,0.0
62015,17.0
62016,3.0
62017,0.0
62018,0.0
62019,10.0
62020,1.0
62021,8.0
62022,0.0
62023,1.0
62024,0.0
62025,1.0
62026,0.0
62027,9.0
62028,12.0
62029,1.0
62030,2.0
62031,0.0
62032,8.0
62033,4.0
62034,0.0
62035,0.0
62036,0.0
62037,13.0
62038,0.0
62039,2.0
62040,9.0
62041,1.0
62042,2.0
62043,5.0
62044,0.0
62045,11.0
62046,0.0
62047,1.0
62048,5.0
62049,4.0
62050,3.0
62051,0.0
62052,5.0
62053,10.0
62054,0.0
62055,0.0
62056,1.0
62057,5.0
62058,2.0
62059,0.0
62060,0.0
62061,3.0
62062,0.0
62063,1.0
62064,1.0
62065,8.0
62066,16.0
62067,4.0
62068,1.0
62069,0.0
62070,9.0
62071,12.0
62072,9.0
62073,7.0
62074,7.0
62075,4.0
62076,1.0
62077,5.0
62078,7.0
62079,2.0
62080,0.0
62081,7.0
62082,0.0
62083,2.0
62084,1.0
62085,1.0
62086,5.0
62087,0.0
62088,2.0
62089,1.0
62090,1.0
62091,0.0
62092,9.0
62093,2.0
62094,0.0
62095,1.0
62096,12.0
62097,3.0
62098,8.0
62099,4.0
62100,0.0
62101,1.0
62102,2.0
62103,8.0
62104,3.0
62105,0.0
62106,3.0
62107,7.0
62108,18.0
62109,5.0
62110,1.0
62111,1.0
62112,3.0
62113,0.0
62114,2.0
62115,14.0
62116,8.0
62117,2.0
62118,4.0
62119,0.0
62120,9.0
62121,2.0
62122,0.0
62123,10.0
62124,1.0
62125,5.0
62126,1.0
62127,17.0
62128,14.0
62129,30.0
62130,5.0
62131,2.0
62132,4.0
62133,9.0
62134,3.0
62135,3.0
62136,1.0
62137,37.0
62138,1.0
62139,0.0
62140,2.0
62141,1.0
62142,4.0
62143,5.0
62144,0.0
62145,0.0
62146,2.0
62147,0.0
62148,0.0
62149,5.0
62150,12.0
62151,4.0
62152,0.0
62153,3.0
62154,16.0
62155,0.0
62156,8.0
62157,7.0
62158,8.0
62159,17.0
62160,5.0
62161,1.0
62162,0.0
62163,0.0
62164,2.0
62165,1.0
62166,1.0
62167,14.0
62168,0.0
62169,2.0
62170,1.0
62171,8.0
62172,1.0
62173,0.0
62174,2.0
62175,3.0
62176,1.0
62177,6.0
62178,1.0
62179,1.0
62180,6.0
62181,9.0
62182,1.0
62183,1.0
62184,9.0
62185,5.0
62186,8.0
62187,18.0
62188,5.0
62189,6.0
62190,1.0
62191,5.0
62192,5.0
62193,0.0
62194,1.0
62195,10.0
62196,4.0
62197,24.0
62198,13.0
62199,2.0
62200,1.0
62201,10.0
62202,3.0
62203,4.0
62204,7.0
62205,19.0
62206,4.0
62207,0.0
62208,10.0
62209,4.0
62210,1.0
62211,1.0
62212,0.0
62213,0.0
62214,11.0
62215,7.0
62216,0.0
62217,4.0
62218,4.0
62219,2.0
62220,5.0
62221,2.0
62222,6.0
62223,1.0
62224,2.0
62225,3.0
62226,0.0
62227,1.0
62228,8.0
62229,1.0
62230,3.0
62231,1.0
62232,8.0
62233,6.0
62234,10.0
62235,3.0
62236,8.0
62237,4.0
62238,3.0
62239,1.0
62240,11.0
62241,10.0
62242,13.0
62243,16.0
62244,0.0
62245,10.0
62246,4.0
62247,6.0
62248,6.0
62249,0.0
62250,2.0
62251,0.0
62252,4.0
62253,2.0
62254,4.0
62255,0.0
62256,0.0
62257,0.0
62258,6.0
62259,9.0
62260,13.0
62261,7.0
62262,12.0
62263,7.0
62264,2.0
62265,20.0
62266,4.0
62267,3.0
62268,5.0
62269,6.0
62270,7.0
62271,8.0
62272,3.0
62273,3.0
62274,5.0
62275,14.0
62276,3.0
62277,18.0
62278,14.0
62279,0.0
62280,4.0
62281,3.0
62282,5.0
62283,3.0
62284,15.0
62285,9.0
62286,5.0
62287,1.0
62288,0.0
62289,8.0
62290,0.0
62291,7.0
62292,9.0
62293,0.0
62294,11.0
62295,11.0
62296,2.0
62297,13.0
62298,2.0
62299,0.0
62300,0.0
62301,1.0
62302,0.0
62303,0.0
62304,28.0
62305,10.0
62306,1.0
62307,0.0
62308,9.0
62309,2.0
62310,1.0
62311,5.0
62312,1.0
62313,0.0
62314,10.0
62315,0.0
62316,0.0
62317,1.0
62318,4.0
62319,1.0
62320,0.0
62321,1.0
62322,0.0
62323,0.0
62324,0.0
62325,0.0
62326,2.0
62327,0.0
62328,0.0
62329,1.0
62330,17.0
62331,2.0
62332,2.0
62333,0.0
62334,1.0
62335,4.0
62336,1.0
62337,1.0
62338,1.0
62339,1.0
62340,0.0
62341,0.0
62342,6.0
62343,0.0
62344,8.0
62345,1.0
62346,1.0
62347,0.0
62348,0.0
62349,1.0
62350,0.0
62351,0.0
62352,0.0
62353,2.0
62354,1.0
62355,0.0
62356,0.0
62357,7.0
62358,1.0
62359,1.0
62360,0.0
62361,1.0
62362,0.0
62363,5.0
62364,1.0
62365,0.0
62366,0.0
62367,9.0
62368,1.0
62369,0.0
62370,4.0
62371,1.0
62372,13.0
62373,0.0
62374,4.0
62375,0.0
62376,0.0
62377,2.0
62378,6.0
62379,6.0
62380,0.0
62381,1.0
62382,0.0
62383,2.0
62384,1.0
62385,2.0
62386,0.0
62387,0.0
62388,0.0
62389,0.0
62390,0.0
62391,3.0
62392,2.0
62393,3.0
62394,0.0
62395,0.0
62396,4.0
62397,0.0
62398,1.0
62399,3.0
62400,3.0
62401,0.0
62402,0.0
62403,0.0
62404,0.0
62405,1.0
62406,0.0
62407,1.0
62408,1.0
62409,2.0
62410,0.0
62411,1.0
62412,0.0
62413,0.0
62414,0.0
62415,5.0
62416,1.0
62417,1.0
62418,0.0
62419,1.0
62420,0.0
62421,3.0
62422,1.0
62423,2.0
62424,0.0
62425,0.0
62426,0.0
62427,1.0
62428,2.0
62429,0.0
62430,4.0
62431,0.0
62432,4.0
62433,0.0
62434,3.0
62435,0.0
62436,4.0
62437,0.0
62438,0.0
62439,0.0
62440,2.0
62441,0.0
62442,2.0
62443,0.0
62444,0.0
62445,6.0
62446,0.0
62447,0.0
62448,0.0
62449,2.0
62450,2.0
62451,2.0
62452,1.0
62453,5.0
62454,3.0
62455,1.0
62456,3.0
62457,1.0
62458,1.0
62459,0.0
62460,0.0
62461,3.0
62462,2.0
62463,0.0
62464,3.0
62465,2.0
62466,0.0
62467,5.0
62468,4.0
62469,0.0
62470,0.0
62471,1.0
62472,2.0
62473,1.0
62474,0.0
62475,1.0
62476,0.0
62477,6.0
62478,2.0
62479,1.0
62480,6.0
62481,0.0
62482,0.0
62483,1.0
62484,5.0
62485,0.0
62486,0.0
62487,0.0
62488,0.0
62489,0.0
62490,0.0
62491,0.0
62492,8.0
62493,2.0
62494,2.0
62495,3.0
62496,1.0
62497,1.0
62498,0.0
62499,0.0
62500,1.0
62501,2.0
62502,0.0
62503,3.0
62504,3.0
62505,7.0
62506,2.0
62507,3.0
62508,0.0
62509,0.0
62510,0.0
62511,0.0
62512,6.0
62513,2.0
62514,1.0
62515,1.0
62516,0.0
62517,0.0
62518,0.0
62519,4.0
62520,2.0
62521,0.0
62522,3.0
62523,1.0
62524,1.0
62525,0.0
62526,2.0
62527,1.0
62528,2.0
62529,0.0
62530,0.0
62531,0.0
62532,1.0
62533,0.0
62534,0.0
62535,1.0
62536,0.0
62537,1.0
62538,1.0
62539,0.0
62540,0.0
62541,0.0
62542,0.0
62543,5.0
62544,0.0
62545,2.0
62546,4.0
62547,1.0
62548,0.0
62549,3.0
62550,0.0
62551,1.0
62552,0.0
62553,4.0
62554,3.0
62555,1.0
62556,1.0
62557,0.0
62558,1.0
62559,3.0
62560,0.0
62561,0.0
62562,0.0
62563,3.0
62564,1.0
62565,4.0
62566,0.0
62567,1.0
62568,0.0
62569,0.0
62570,0.0
62571,0.0
62572,0.0
62573,0.0
62574,0.0
62575,0.0
62576,3.0
62577,0.0
62578,0.0
62579,0.0
62580,0.0
62581,0.0
62582,0.0
62583,0.0
62584,0.0
62585,0.0
62586,0.0
62587,0.0
62588,0.0
62589,1.0
62590,0.0
62591,0.0
62592,0.0
62593,0.0
62594,1.0
62595,0.0
62596,0.0
62597,0.0
62598,1.0
62599,0.0
62600,0.0
62601,0.0
62602,0.0
62603,0.0
62604,0.0
62605,0.0
62606,0.0
62607,0.0
62608,1.0
62609,0.0
62610,0.0
62611,0.0
62612,0.0
62613,0.0
62614,0.0
62615,0.0
62616,0.0
62617,0.0
62618,0.0
62619,0.0
62620,0.0
62621,0.0
62622,0.0
62623,0.0
62624,0.0
62625,0.0
62626,0.0
62627,0.0
62628,1.0
62629,0.0
62630,0.0
62631,0.0
62632,0.0
62633,0.0
62634,0.0
62635,0.0
62636,0.0
62637,0.0
62638,1.0
62639,0.0
62640,0.0
62641,0.0
62642,0.0
62643,0.0
62644,0.0
62645,0.0
62646,0.0
62647,0.0
62648,0.0
62649,0.0
62650,0.0
62651,0.0
62652,0.0
62653,0.0
62654,0.0
62655,0.0
62656,0.0
62657,0.0
62658,0.0
62659,6.0
62660,0.0
62661,0.0
62662,10.0
62663,8.0
62664,0.0
62665,0.0
62666,0.0
62667,7.0
62668,4.0
62669,0.0
62670,0.0
62671,0.0
62672,0.0
62673,1.0
62674,0.0
62675,0.0
62676,9.0
62677,0.0
62678,2.0
62679,5.0
62680,7.0
62681,7.0
62682,0.0
62683,0.0
62684,0.0
62685,11.0
62686,0.0
62687,1.0
62688,0.0
62689,3.0
62690,0.0
62691,0.0
62692,5.0
62693,0.0
62694,2.0
62695,0.0
62696,0.0
62697,7.0
62698,0.0
62699,0.0
62700,1.0
62701,0.0
62702,1.0
62703,8.0
62704,3.0
62705,0.0
62706,1.0
62707,5.0
62708,0.0
62709,0.0
62710,9.0
62711,0.0
62712,0.0
62713,0.0
62714,0.0
62715,5.0
62716,8.0
62717,6.0
62718,7.0
62719,2.0
62720,11.0
62721,0.0
62722,1.0
62723,4.0
62724,2.0
62725,0.0
62726,0.0
62727,7.0
62728,34.0
62729,6.0
62730,0.0
62731,0.0
62732,16.0
62733,3.0
62734,5.0
62735,2.0
62736,0.0
62737,5.0
62738,3.0
62739,9.0
62740,6.0
62741,0.0
62742,7.0
62743,5.0
62744,1.0
62745,0.0
62746,19.0
62747,5.0
62748,0.0
62749,0.0
62750,3.0
62751,26.0
62752,3.0
62753,12.0
62754,6.0
62755,0.0
62756,0.0
62757,3.0
62758,2.0
62759,3.0
62760,1.0
62761,1.0
62762,0.0
62763,8.0
62764,16.0
62765,1.0
62766,0.0
62767,0.0
62768,1.0
62769,3.0
62770,5.0
62771,3.0
62772,1.0
62773,0.0
62774,2.0
62775,1.0
62776,0.0
62777,1.0
62778,0.0
62779,1.0
62780,2.0
62781,0.0
62782,0.0
62783,0.0
62784,6.0
62785,0.0
62786,0.0
62787,0.0
62788,1.0
62789,1.0
62790,0.0
62791,0.0
62792,0.0
62793,0.0
62794,0.0
62795,1.0
62796,1.0
62797,6.0
62798,2.0
62799,0.0
62800,1.0
62801,7.0
62802,0.0
62803,1.0
62804,0.0
62805,0.0
62806,0.0
62807,0.0
62808,5.0
62809,2.0
62810,1.0
62811,0.0
62812,2.0
62813,0.0
62814,0.0
62815,0.0
62816,0.0
62817,0.0
62818,0.0
62819,3.0
62820,0.0
62821,0.0
62822,0.0
62823,13.0
62824,2.0
62825,2.0
62826,4.0
62827,0.0
62828,0.0
62829,2.0
62830,0.0
62831,1.0
62832,2.0
62833,1.0
62834,0.0
62835,5.0
62836,0.0
62837,0.0
62838,0.0
62839,0.0
62840,3.0
62841,0.0
62842,0.0
62843,0.0
62844,3.0
62845,2.0
62846,0.0
62847,0.0
62848,0.0
62849,0.0
62850,0.0
62851,0.0
62852,0.0
62853,1.0
62854,0.0
62855,1.0
62856,10.0
62857,1.0
62858,0.0
62859,1.0
62860,0.0
62861,0.0
62862,2.0
62863,0.0
62864,1.0
62865,1.0
62866,0.0
62867,0.0
62868,0.0
62869,0.0
62870,3.0
62871,0.0
62872,3.0
62873,0.0
62874,7.0
62875,0.0
62876,4.0
62877,0.0
62878,0.0
62879,1.0
62880,2.0
62881,3.0
62882,0.0
62883,5.0
62884,0.0
62885,0.0
62886,1.0
62887,0.0
62888,0.0
62889,0.0
62890,0.0
62891,0.0
62892,4.0
62893,0.0
62894,4.0
62895,0.0
62896,1.0
62897,0.0
62898,1.0
62899,0.0
62900,2.0
62901,1.0
62902,1.0
62903,0.0
62904,1.0
62905,7.0
62906,1.0
62907,1.0
62908,0.0
62909,1.0
62910,1.0
62911,9.0
62912,0.0
62913,1.0
62914,0.0
62915,0.0
62916,0.0
62917,4.0
62918,2.0
62919,0.0
62920,7.0
62921,2.0
62922,11.0
62923,0.0
62924,1.0
62925,4.0
62926,0.0
62927,0.0
62928,1.0
62929,1.0
62930,0.0
62931,2.0
62932,0.0
62933,0.0
62934,1.0
62935,0.0
62936,1.0
62937,14.0
62938,8.0
62939,0.0
62940,0.0
62941,11.0
62942,2.0
62943,1.0
62944,0.0
62945,1.0
62946,0.0
62947,1.0
62948,0.0
62949,6.0
62950,5.0
62951,1.0
62952,0.0
62953,2.0
62954,2.0
62955,0.0
62956,0.0
62957,1.0
62958,3.0
62959,0.0
62960,0.0
62961,0.0
62962,6.0
62963,0.0
62964,0.0
62965,5.0
62966,0.0
62967,8.0
62968,1.0
62969,0.0
62970,9.0
62971,2.0
62972,0.0
62973,2.0
62974,5.0
62975,0.0
62976,2.0
62977,2.0
62978,1.0
62979,3.0
62980,7.0
62981,0.0
62982,5.0
62983,39.0
62984,10.0
62985,0.0
62986,0.0
62987,0.0
62988,0.0
62989,1.0
62990,2.0
62991,2.0
62992,0.0
62993,0.0
62994,0.0
62995,0.0
62996,0.0
62997,13.0
62998,0.0
62999,1.0
63000,0.0
63001,1.0
63002,0.0
63003,11.0
63004,0.0
63005,3.0
63006,2.0
63007,0.0
63008,5.0
63009,9.0
63010,0.0
63011,18.0
63012,4.0
63013,0.0
63014,1.0
63015,8.0
63016,1.0
63017,0.0
63018,0.0
63019,4.0
63020,6.0
63021,2.0
63022,1.0
63023,0.0
63024,0.0
63025,0.0
63026,1.0
63027,0.0
63028,0.0
63029,2.0
63030,2.0
63031,0.0
63032,0.0
63033,6.0
63034,3.0
63035,0.0
63036,1.0
63037,0.0
63038,0.0
63039,20.0
63040,2.0
63041,3.0
63042,4.0
63043,5.0
63044,5.0
63045,0.0
63046,0.0
63047,0.0
63048,0.0
63049,2.0
63050,0.0
63051,8.0
63052,5.0
63053,0.0
63054,0.0
63055,2.0
63056,12.0
63057,0.0
63058,1.0
63059,0.0
63060,5.0
63061,8.0
63062,0.0
63063,0.0
63064,0.0
63065,0.0
63066,1.0
63067,7.0
63068,2.0
63069,1.0
63070,0.0
63071,2.0
63072,7.0
63073,12.0
63074,11.0
63075,4.0
63076,8.0
63077,3.0
63078,1.0
63079,0.0
63080,0.0
63081,8.0
63082,5.0
63083,8.0
63084,0.0
63085,2.0
63086,1.0
63087,12.0
63088,0.0
63089,2.0
63090,0.0
63091,0.0
63092,8.0
63093,2.0
63094,0.0
63095,0.0
63096,2.0
63097,0.0
63098,2.0
63099,2.0
63100,1.0
63101,0.0
63102,7.0
63103,6.0
63104,1.0
63105,0.0
63106,5.0
63107,0.0
63108,6.0
63109,4.0
63110,1.0
63111,0.0
63112,6.0
63113,1.0
63114,4.0
63115,0.0
63116,10.0
63117,6.0
63118,6.0
63119,0.0
63120,0.0
63121,6.0
63122,3.0
63123,2.0
63124,11.0
63125,0.0
63126,3.0
63127,0.0
63128,1.0
63129,1.0
63130,0.0
63131,0.0
63132,1.0
63133,1.0
63134,4.0
63135,1.0
63136,1.0
63137,3.0
63138,0.0
63139,1.0
63140,4.0
63141,0.0
63142,7.0
63143,4.0
63144,0.0
63145,4.0
63146,0.0
63147,2.0
63148,1.0
63149,0.0
