,Tyro3
6464,0.0
6465,1.0
6466,0.0
6467,1.0
6468,0.0
6469,0.0
6470,0.0
6471,0.0
6472,0.0
6473,1.0
6474,1.0
6475,0.0
6476,0.0
6477,0.0
6478,0.0
6479,13.0
6480,1.0
6481,0.0
6482,6.0
6483,6.0
6484,0.0
6485,0.0
6486,0.0
6487,0.0
6488,0.0
6489,0.0
6490,0.0
6491,0.0
6492,0.0
6493,16.0
6494,2.0
6495,3.0
6496,1.0
6497,3.0
6498,5.0
6499,13.0
6500,2.0
6501,13.0
6502,10.0
6503,4.0
6504,7.0
6505,0.0
6506,4.0
6507,12.0
6508,1.0
6509,1.0
6510,20.0
6511,0.0
6512,0.0
6513,0.0
6514,0.0
6515,7.0
6516,4.0
6517,4.0
6518,4.0
6519,0.0
6520,14.0
6521,3.0
6522,2.0
6523,8.0
6524,1.0
6525,0.0
6526,1.0
6527,9.0
6528,2.0
6529,2.0
6530,3.0
6531,3.0
6532,1.0
6533,8.0
6534,0.0
6535,0.0
6536,4.0
6537,2.0
6538,8.0
6539,14.0
6540,6.0
6541,1.0
6542,1.0
6543,16.0
6544,13.0
6545,0.0
6546,5.0
6547,0.0
6548,13.0
6549,4.0
6550,7.0
6551,0.0
6552,3.0
6553,4.0
6554,0.0
6555,2.0
6556,1.0
6557,0.0
6558,2.0
6559,11.0
6560,9.0
6561,0.0
6562,15.0
6563,7.0
6564,0.0
6565,3.0
6566,2.0
6567,7.0
6568,6.0
6569,10.0
6570,0.0
6571,2.0
6572,16.0
6573,4.0
6574,0.0
6575,6.0
6576,0.0
6577,0.0
6578,1.0
6579,1.0
6580,5.0
6581,8.0
6582,8.0
6583,10.0
6584,1.0
6585,2.0
6586,1.0
6587,0.0
6588,0.0
6589,3.0
6590,1.0
6591,0.0
6592,1.0
6593,10.0
6594,13.0
6595,5.0
6596,1.0
6597,16.0
6598,3.0
6599,0.0
6600,7.0
6601,11.0
6602,10.0
6603,7.0
6604,0.0
6605,7.0
6606,0.0
6607,2.0
6608,4.0
6609,1.0
6610,0.0
6611,7.0
6612,5.0
6613,0.0
6614,0.0
6615,9.0
6616,4.0
6617,15.0
6618,19.0
6619,8.0
6620,0.0
6621,0.0
6622,0.0
6623,5.0
6624,4.0
6625,2.0
6626,0.0
6627,0.0
6628,0.0
6629,2.0
6630,13.0
6631,8.0
6632,0.0
6633,12.0
6634,10.0
6635,0.0
6636,11.0
6637,2.0
6638,3.0
6639,0.0
6640,2.0
6641,3.0
6642,2.0
6643,8.0
6644,0.0
6645,6.0
6646,1.0
6647,0.0
6648,9.0
6649,17.0
6650,14.0
6651,1.0
6652,6.0
6653,7.0
6654,2.0
6655,5.0
6656,7.0
6657,0.0
6658,2.0
6659,0.0
6660,4.0
6661,1.0
6662,1.0
6663,2.0
6664,7.0
6665,0.0
6666,12.0
6667,0.0
6668,8.0
6669,2.0
6670,10.0
6671,8.0
6672,13.0
6673,4.0
6674,2.0
6675,7.0
6676,0.0
6677,5.0
6678,14.0
6679,1.0
6680,0.0
6681,1.0
6682,1.0
6683,0.0
6684,4.0
6685,12.0
6686,0.0
6687,2.0
6688,20.0
6689,0.0
6690,0.0
6691,1.0
6692,0.0
6693,28.0
6694,0.0
6695,9.0
6696,9.0
6697,6.0
6698,0.0
6699,1.0
6700,2.0
6701,6.0
6702,0.0
6703,5.0
6704,0.0
6705,3.0
6706,9.0
6707,4.0
6708,0.0
6709,6.0
6710,1.0
6711,5.0
6712,0.0
6713,1.0
6714,0.0
6715,4.0
6716,9.0
6717,3.0
6718,0.0
6719,23.0
6720,5.0
6721,0.0
6722,10.0
6723,8.0
6724,12.0
6725,8.0
6726,3.0
6727,10.0
6728,9.0
6729,0.0
6730,0.0
6731,8.0
6732,7.0
6733,12.0
6734,0.0
6735,5.0
6736,6.0
6737,8.0
6738,6.0
6739,1.0
6740,3.0
6741,6.0
6742,3.0
6743,1.0
6744,1.0
6745,1.0
6746,1.0
6747,11.0
6748,1.0
6749,0.0
6750,0.0
6751,3.0
6752,6.0
6753,17.0
6754,12.0
6755,0.0
6756,5.0
6757,0.0
6758,5.0
6759,7.0
6760,13.0
6761,3.0
6762,3.0
6763,0.0
6764,7.0
6765,10.0
6766,2.0
6767,6.0
6768,10.0
6769,5.0
6770,1.0
6771,6.0
6772,0.0
6773,5.0
6774,5.0
6775,11.0
6776,0.0
6777,22.0
6778,12.0
6779,7.0
6780,8.0
6781,0.0
6782,14.0
6783,2.0
6784,12.0
6785,0.0
6786,2.0
6787,13.0
6788,12.0
6789,0.0
6790,14.0
6791,3.0
6792,0.0
6793,5.0
6794,10.0
6795,5.0
6796,1.0
6797,7.0
6798,0.0
6799,2.0
6800,5.0
6801,4.0
6802,4.0
6803,10.0
6804,3.0
6805,3.0
6806,8.0
6807,0.0
6808,7.0
6809,14.0
6810,0.0
6811,1.0
6812,11.0
6813,0.0
6814,1.0
6815,23.0
6816,3.0
6817,0.0
6818,2.0
6819,6.0
6820,5.0
6821,1.0
6822,6.0
6823,10.0
6824,2.0
6825,4.0
6826,0.0
6827,9.0
6828,9.0
6829,0.0
6830,0.0
6831,0.0
6832,1.0
6833,0.0
6834,31.0
6835,5.0
6836,6.0
6837,0.0
6838,2.0
6839,11.0
6840,6.0
6841,0.0
6842,6.0
6843,17.0
6844,0.0
6845,0.0
6846,15.0
6847,1.0
6848,1.0
6849,0.0
6850,14.0
6851,0.0
6852,4.0
6853,2.0
6854,0.0
6855,9.0
6856,0.0
6857,11.0
6858,0.0
6859,8.0
6860,3.0
6861,10.0
6862,0.0
6863,6.0
6864,1.0
6865,5.0
6866,1.0
6867,10.0
6868,14.0
6869,4.0
6870,0.0
6871,0.0
6872,3.0
6873,1.0
6874,15.0
6875,1.0
6876,2.0
6877,2.0
6878,1.0
6879,7.0
6880,24.0
6881,4.0
6882,0.0
6883,1.0
6884,1.0
6885,6.0
6886,2.0
6887,0.0
6888,0.0
6889,9.0
6890,12.0
6891,0.0
6892,0.0
6893,0.0
6894,8.0
6895,1.0
6896,5.0
6897,16.0
6898,0.0
6899,5.0
6900,2.0
6901,0.0
6902,1.0
6903,13.0
6904,7.0
6905,1.0
6906,2.0
6907,27.0
6908,6.0
6909,4.0
6910,0.0
6911,19.0
6912,3.0
6913,11.0
6914,12.0
6915,6.0
6916,7.0
6917,1.0
6918,1.0
6919,0.0
6920,0.0
6921,1.0
6922,15.0
6923,0.0
6924,3.0
6925,1.0
6926,2.0
6927,1.0
6928,21.0
6929,3.0
6930,1.0
6931,18.0
6932,3.0
6933,1.0
6934,0.0
6935,2.0
6936,1.0
6937,0.0
6938,2.0
6939,6.0
6940,0.0
6941,17.0
6942,17.0
6943,13.0
6944,1.0
6945,0.0
6946,19.0
6947,2.0
6948,4.0
6949,16.0
6950,1.0
6951,9.0
6952,5.0
6953,2.0
6954,0.0
6955,38.0
6956,5.0
6957,1.0
6958,2.0
6959,0.0
6960,23.0
6961,12.0
6962,5.0
6963,0.0
6964,0.0
6965,1.0
6966,0.0
6967,8.0
6968,28.0
6969,2.0
6970,0.0
6971,5.0
6972,0.0
6973,0.0
6974,0.0
6975,15.0
6976,1.0
6977,3.0
6978,2.0
6979,0.0
6980,5.0
6981,10.0
6982,0.0
6983,0.0
6984,27.0
6985,9.0
6986,33.0
6987,0.0
6988,7.0
6989,6.0
6990,4.0
6991,0.0
6992,0.0
6993,1.0
6994,0.0
6995,1.0
6996,0.0
6997,0.0
6998,7.0
6999,4.0
7000,20.0
7001,0.0
7002,31.0
7003,0.0
7004,3.0
7005,8.0
7006,10.0
7007,8.0
7008,2.0
7009,0.0
7010,4.0
7011,4.0
7012,5.0
7013,3.0
7014,1.0
7015,0.0
7016,0.0
7017,16.0
7018,11.0
7019,12.0
7020,6.0
7021,0.0
7022,2.0
7023,2.0
7024,21.0
7025,2.0
7026,0.0
7027,9.0
7028,2.0
7029,3.0
7030,1.0
7031,6.0
7032,7.0
7033,23.0
7034,3.0
7035,14.0
7036,0.0
7037,19.0
7038,1.0
7039,25.0
7040,5.0
7041,1.0
7042,13.0
7043,23.0
7044,7.0
7045,0.0
7046,2.0
7047,1.0
7048,2.0
7049,4.0
7050,0.0
7051,0.0
7052,0.0
7053,5.0
7054,33.0
7055,23.0
7056,11.0
7057,2.0
7058,16.0
7059,14.0
7060,0.0
7061,5.0
7062,1.0
7063,1.0
7064,1.0
7065,6.0
7066,3.0
7067,3.0
7068,16.0
7069,17.0
7070,10.0
7071,9.0
7072,13.0
7073,0.0
7074,12.0
7075,7.0
7076,1.0
7077,1.0
7078,1.0
7079,29.0
7080,0.0
7081,8.0
7082,1.0
7083,0.0
7084,29.0
7085,6.0
7086,0.0
7087,0.0
7088,0.0
7089,20.0
7090,0.0
7091,1.0
7092,7.0
7093,3.0
7094,0.0
7095,3.0
7096,4.0
7097,15.0
7098,1.0
7099,0.0
7100,14.0
7101,1.0
7102,4.0
7103,0.0
7104,0.0
7105,3.0
7106,3.0
7107,0.0
7108,15.0
7109,0.0
7110,3.0
7111,0.0
7112,0.0
7113,2.0
7114,13.0
7115,0.0
7116,3.0
7117,6.0
7118,0.0
7119,0.0
7120,1.0
7121,0.0
7122,1.0
7123,28.0
7124,2.0
7125,2.0
7126,6.0
7127,12.0
7128,1.0
7129,6.0
7130,0.0
7131,8.0
7132,6.0
7133,2.0
7134,4.0
7135,8.0
7136,19.0
7137,5.0
7138,13.0
7139,11.0
7140,1.0
7141,3.0
7142,3.0
7143,15.0
7144,5.0
7145,0.0
7146,10.0
7147,12.0
7148,2.0
7149,9.0
7150,1.0
7151,4.0
7152,8.0
7153,4.0
7154,1.0
7155,13.0
7156,0.0
7157,14.0
7158,1.0
7159,7.0
7160,7.0
7161,0.0
7162,7.0
7163,9.0
7164,6.0
7165,8.0
7166,10.0
7167,19.0
7168,5.0
7169,0.0
7170,0.0
7171,2.0
7172,12.0
7173,32.0
7174,4.0
7175,4.0
7176,15.0
7177,0.0
7178,14.0
7179,4.0
7180,0.0
7181,4.0
7182,19.0
7183,11.0
7184,3.0
7185,15.0
7186,15.0
7187,13.0
7188,2.0
7189,5.0
7190,2.0
7191,1.0
7192,8.0
7193,0.0
7194,0.0
7195,7.0
7196,7.0
7197,6.0
7198,11.0
7199,0.0
7200,11.0
7201,16.0
7202,1.0
7203,2.0
7204,8.0
7205,1.0
7206,5.0
7207,8.0
7208,3.0
7209,3.0
7210,10.0
7211,9.0
7212,2.0
7213,5.0
7214,5.0
7215,10.0
7216,2.0
7217,0.0
7218,3.0
7219,1.0
7220,3.0
7221,3.0
7222,2.0
7223,8.0
7224,5.0
7225,14.0
7226,29.0
7227,0.0
7228,7.0
7229,2.0
7230,3.0
7231,4.0
7232,1.0
7233,0.0
7234,0.0
7235,0.0
7236,0.0
7237,2.0
7238,18.0
7239,21.0
7240,1.0
7241,15.0
7242,0.0
7243,38.0
7244,2.0
7245,36.0
7246,7.0
7247,6.0
7248,11.0
7249,9.0
7250,26.0
7251,7.0
7252,13.0
7253,3.0
7254,3.0
7255,1.0
7256,3.0
7257,1.0
7258,20.0
7259,23.0
7260,7.0
7261,4.0
7262,2.0
7263,3.0
7264,16.0
7265,1.0
7266,0.0
7267,5.0
7268,3.0
7269,4.0
7270,22.0
7271,20.0
7272,8.0
7273,11.0
7274,0.0
7275,19.0
7276,7.0
7277,2.0
7278,4.0
7279,3.0
7280,1.0
7281,10.0
7282,9.0
7283,1.0
7284,7.0
7285,1.0
7286,11.0
7287,0.0
7288,11.0
7289,3.0
7290,9.0
7291,0.0
7292,13.0
7293,1.0
7294,8.0
7295,3.0
7296,23.0
7297,11.0
7298,24.0
7299,11.0
7300,1.0
7301,26.0
7302,2.0
7303,0.0
7304,3.0
7305,2.0
7306,3.0
7307,0.0
7308,4.0
7309,1.0
7310,14.0
7311,4.0
7312,0.0
7313,1.0
7314,5.0
7315,6.0
7316,0.0
7317,15.0
7318,0.0
7319,1.0
7320,8.0
7321,5.0
7322,7.0
7323,2.0
7324,0.0
7325,19.0
7326,9.0
7327,12.0
7328,2.0
7329,4.0
7330,4.0
7331,9.0
7332,6.0
7333,0.0
7334,7.0
7335,0.0
7336,12.0
7337,11.0
7338,10.0
7339,10.0
7340,0.0
7341,6.0
7342,0.0
7343,0.0
7344,9.0
7345,15.0
7346,7.0
7347,1.0
7348,10.0
7349,8.0
7350,18.0
7351,3.0
7352,0.0
7353,8.0
7354,1.0
7355,2.0
7356,2.0
7357,6.0
7358,4.0
7359,9.0
7360,9.0
7361,6.0
7362,12.0
7363,2.0
7364,1.0
7365,4.0
7366,2.0
7367,2.0
7368,0.0
7369,12.0
7370,0.0
7371,0.0
7372,3.0
7373,0.0
7374,3.0
7375,3.0
7376,13.0
7377,6.0
7378,1.0
7379,16.0
7380,9.0
7381,1.0
7382,0.0
7383,10.0
7384,1.0
7385,8.0
7386,7.0
7387,16.0
7388,21.0
7389,12.0
7390,4.0
7391,8.0
7392,0.0
7393,1.0
7394,2.0
7395,2.0
7396,2.0
7397,0.0
7398,0.0
7399,9.0
7400,9.0
7401,0.0
7402,11.0
7403,2.0
7404,15.0
7405,0.0
7406,1.0
7407,7.0
7408,1.0
7409,10.0
7410,3.0
7411,6.0
7412,8.0
7413,1.0
7414,17.0
7415,5.0
7416,10.0
7417,0.0
7418,2.0
7419,9.0
7420,11.0
7421,0.0
7422,7.0
7423,0.0
7424,5.0
7425,19.0
7426,15.0
7427,9.0
7428,0.0
7429,4.0
7430,11.0
7431,0.0
7432,4.0
7433,7.0
7434,17.0
7435,26.0
7436,4.0
7437,2.0
7438,3.0
7439,1.0
7440,5.0
7441,12.0
7442,21.0
7443,0.0
7444,9.0
7445,6.0
7446,4.0
7447,0.0
7448,7.0
7449,3.0
7450,5.0
7451,5.0
7452,9.0
7453,0.0
7454,27.0
7455,8.0
7456,0.0
7457,9.0
7458,5.0
7459,5.0
7460,1.0
7461,5.0
7462,13.0
7463,2.0
7464,0.0
7465,1.0
7466,0.0
7467,3.0
7468,13.0
7469,8.0
7470,9.0
7471,15.0
7472,10.0
7473,4.0
7474,8.0
7475,5.0
7476,0.0
7477,8.0
7478,8.0
7479,13.0
7480,14.0
7481,8.0
7482,15.0
7483,11.0
7484,10.0
7485,6.0
7486,19.0
7487,7.0
7488,0.0
7489,7.0
7490,6.0
7491,10.0
7492,9.0
7493,1.0
7494,15.0
7495,0.0
7496,16.0
7497,1.0
7498,1.0
7499,1.0
7500,7.0
7501,1.0
7502,8.0
7503,1.0
7504,8.0
7505,0.0
7506,4.0
7507,0.0
7508,2.0
7509,6.0
7510,2.0
7511,2.0
7512,6.0
7513,9.0
7514,16.0
7515,5.0
7516,14.0
7517,1.0
7518,0.0
7519,1.0
7520,6.0
7521,2.0
7522,5.0
7523,7.0
7524,11.0
7525,5.0
7526,1.0
7527,2.0
7528,8.0
7529,11.0
7530,5.0
7531,4.0
7532,6.0
7533,1.0
7534,11.0
7535,16.0
7536,14.0
7537,15.0
7538,11.0
7539,16.0
7540,0.0
7541,8.0
7542,0.0
7543,1.0
7544,9.0
7545,9.0
7546,1.0
7547,3.0
7548,1.0
7549,4.0
7550,16.0
7551,8.0
7552,0.0
7553,6.0
7554,28.0
7555,8.0
7556,5.0
7557,1.0
7558,7.0
7559,13.0
7560,8.0
7561,6.0
7562,1.0
7563,1.0
7564,4.0
7565,11.0
7566,0.0
7567,0.0
7568,0.0
7569,10.0
7570,16.0
7571,2.0
7572,10.0
7573,5.0
7574,5.0
7575,11.0
7576,2.0
7577,8.0
7578,4.0
7579,7.0
7580,15.0
7581,2.0
7582,7.0
7583,8.0
7584,1.0
7585,19.0
7586,0.0
7587,0.0
7588,3.0
7589,21.0
7590,7.0
7591,2.0
7592,2.0
7593,6.0
7594,7.0
7595,8.0
7596,2.0
7597,2.0
7598,5.0
7599,12.0
7600,9.0
7601,4.0
7602,5.0
7603,0.0
7604,15.0
7605,0.0
7606,27.0
7607,3.0
7608,7.0
7609,0.0
7610,11.0
7611,7.0
7612,1.0
7613,10.0
7614,10.0
7615,0.0
7616,2.0
7617,7.0
7618,15.0
7619,12.0
7620,2.0
7621,17.0
7622,4.0
7623,6.0
7624,1.0
7625,4.0
7626,2.0
7627,8.0
7628,25.0
7629,1.0
7630,1.0
7631,9.0
7632,5.0
7633,0.0
7634,10.0
7635,5.0
7636,1.0
7637,13.0
7638,12.0
7639,9.0
7640,1.0
7641,8.0
7642,7.0
7643,13.0
7644,6.0
7645,9.0
7646,13.0
7647,10.0
7648,1.0
7649,1.0
7650,1.0
7651,2.0
7652,4.0
7653,10.0
7654,16.0
7655,6.0
7656,3.0
7657,0.0
7658,8.0
7659,6.0
7660,4.0
7661,1.0
7662,2.0
7663,0.0
7664,1.0
7665,1.0
7666,0.0
7667,10.0
7668,15.0
7669,1.0
7670,5.0
7671,6.0
7672,5.0
7673,17.0
7674,20.0
7675,3.0
7676,3.0
7677,10.0
7678,1.0
7679,18.0
7680,3.0
7681,6.0
7682,0.0
7683,5.0
7684,17.0
7685,13.0
7686,9.0
7687,0.0
7688,1.0
7689,5.0
7690,8.0
7691,2.0
7692,0.0
7693,27.0
7694,1.0
7695,19.0
7696,0.0
7697,0.0
7698,0.0
7699,6.0
7700,15.0
7701,6.0
7702,0.0
7703,8.0
7704,0.0
7705,4.0
7706,13.0
7707,0.0
7708,1.0
7709,18.0
7710,14.0
7711,6.0
7712,17.0
7713,7.0
7714,16.0
7715,1.0
7716,5.0
7717,4.0
7718,5.0
7719,11.0
7720,7.0
7721,22.0
7722,1.0
7723,18.0
7724,8.0
7725,6.0
7726,7.0
7727,5.0
7728,5.0
7729,2.0
7730,11.0
7731,10.0
7732,8.0
7733,2.0
7734,4.0
7735,3.0
7736,7.0
7737,12.0
7738,7.0
7739,8.0
7740,4.0
7741,1.0
7742,18.0
7743,18.0
7744,11.0
7745,13.0
7746,2.0
7747,0.0
7748,17.0
7749,0.0
7750,15.0
7751,7.0
7752,11.0
7753,1.0
7754,3.0
7755,4.0
7756,2.0
7757,0.0
7758,0.0
7759,2.0
7760,13.0
7761,5.0
7762,7.0
7763,4.0
7764,5.0
7765,9.0
7766,7.0
7767,7.0
7768,11.0
7769,0.0
7770,6.0
7771,3.0
7772,4.0
7773,10.0
7774,3.0
7775,5.0
7776,15.0
7777,0.0
7778,13.0
7779,4.0
7780,0.0
7781,7.0
7782,1.0
7783,6.0
7784,9.0
7785,0.0
7786,0.0
7787,3.0
7788,6.0
7789,8.0
7790,0.0
7791,3.0
7792,0.0
7793,0.0
7794,10.0
7795,2.0
7796,0.0
7797,3.0
7798,2.0
7799,7.0
7800,4.0
7801,10.0
7802,2.0
7803,11.0
7804,18.0
7805,1.0
7806,7.0
7807,0.0
7808,10.0
7809,10.0
7810,21.0
7811,0.0
7812,10.0
7813,6.0
7814,0.0
7815,4.0
7816,6.0
7817,2.0
7818,5.0
7819,5.0
7820,2.0
7821,14.0
7822,1.0
7823,0.0
7824,0.0
7825,0.0
7826,1.0
7827,9.0
7828,1.0
7829,1.0
7830,2.0
7831,2.0
7832,8.0
7833,5.0
7834,1.0
7835,5.0
7836,3.0
7837,0.0
7838,4.0
7839,4.0
7840,4.0
7841,7.0
7842,8.0
7843,2.0
7844,2.0
7845,0.0
7846,2.0
7847,9.0
7848,20.0
7849,11.0
7850,2.0
7851,2.0
7852,16.0
7853,0.0
7854,6.0
7855,9.0
7856,3.0
7857,2.0
7858,2.0
7859,0.0
7860,18.0
7861,8.0
7862,13.0
7863,4.0
7864,4.0
7865,4.0
7866,14.0
7867,4.0
7868,1.0
7869,8.0
7870,0.0
7871,0.0
7872,0.0
7873,1.0
7874,0.0
7875,0.0
7876,7.0
7877,0.0
7878,0.0
7879,0.0
7880,11.0
7881,0.0
7882,0.0
7883,0.0
7884,1.0
7885,10.0
7886,7.0
7887,22.0
7888,0.0
7889,29.0
7890,0.0
7891,7.0
7892,4.0
7893,12.0
7894,1.0
7895,15.0
7896,2.0
7897,9.0
7898,1.0
7899,3.0
7900,2.0
7901,1.0
7902,10.0
7903,2.0
7904,3.0
7905,1.0
7906,2.0
7907,0.0
7908,2.0
7909,3.0
7910,6.0
7911,1.0
7912,6.0
7913,3.0
7914,1.0
7915,2.0
7916,0.0
7917,12.0
7918,1.0
7919,7.0
7920,15.0
7921,4.0
7922,3.0
7923,10.0
7924,3.0
7925,0.0
7926,13.0
7927,9.0
7928,17.0
7929,0.0
7930,1.0
7931,14.0
7932,1.0
7933,10.0
7934,1.0
7935,0.0
7936,4.0
7937,8.0
7938,1.0
7939,0.0
7940,0.0
7941,11.0
7942,6.0
7943,4.0
7944,5.0
7945,5.0
7946,17.0
7947,13.0
7948,2.0
7949,3.0
7950,0.0
7951,1.0
7952,0.0
7953,0.0
7954,3.0
7955,3.0
7956,3.0
7957,12.0
7958,1.0
7959,0.0
7960,8.0
7961,22.0
7962,2.0
7963,16.0
7964,2.0
7965,3.0
7966,8.0
7967,0.0
7968,10.0
7969,2.0
7970,3.0
7971,1.0
7972,4.0
7973,33.0
7974,4.0
7975,0.0
7976,0.0
7977,2.0
7978,0.0
7979,18.0
7980,11.0
7981,6.0
7982,0.0
7983,0.0
7984,5.0
7985,12.0
7986,11.0
7987,1.0
7988,8.0
7989,16.0
7990,0.0
7991,7.0
7992,1.0
7993,5.0
7994,6.0
7995,16.0
7996,4.0
7997,6.0
7998,1.0
7999,1.0
8000,7.0
8001,8.0
8002,0.0
8003,0.0
8004,4.0
8005,5.0
8006,5.0
8007,0.0
8008,1.0
8009,9.0
8010,5.0
8011,1.0
8012,0.0
8013,0.0
8014,1.0
8015,1.0
8016,24.0
8017,3.0
8018,14.0
8019,3.0
8020,1.0
8021,5.0
8022,0.0
8023,5.0
8024,13.0
8025,2.0
8026,6.0
8027,14.0
8028,0.0
8029,6.0
8030,5.0
8031,8.0
8032,7.0
8033,0.0
8034,13.0
8035,11.0
8036,4.0
8037,8.0
8038,6.0
8039,1.0
8040,9.0
8041,19.0
8042,18.0
8043,1.0
8044,2.0
8045,3.0
8046,1.0
8047,0.0
8048,5.0
8049,0.0
8050,9.0
8051,4.0
8052,2.0
8053,1.0
8054,4.0
8055,0.0
8056,8.0
8057,0.0
8058,13.0
8059,5.0
8060,1.0
8061,0.0
8062,0.0
8063,4.0
8064,18.0
8065,1.0
8066,10.0
8067,11.0
8068,4.0
8069,0.0
8070,6.0
8071,0.0
8072,8.0
8073,16.0
8074,5.0
8075,0.0
8076,5.0
8077,7.0
8078,7.0
8079,9.0
8080,8.0
8081,5.0
8082,6.0
8083,7.0
8084,9.0
8085,0.0
8086,5.0
8087,3.0
8088,5.0
8089,7.0
8090,16.0
8091,2.0
8092,8.0
8093,0.0
8094,9.0
8095,0.0
8096,14.0
8097,5.0
8098,8.0
8099,4.0
8100,8.0
8101,2.0
8102,0.0
8103,3.0
8104,12.0
8105,0.0
8106,0.0
8107,22.0
8108,0.0
8109,1.0
8110,2.0
8111,2.0
8112,1.0
8113,5.0
8114,0.0
8115,19.0
8116,13.0
8117,1.0
8118,17.0
8119,3.0
8120,11.0
8121,16.0
8122,9.0
8123,0.0
8124,21.0
8125,5.0
8126,2.0
8127,7.0
8128,0.0
8129,3.0
8130,0.0
8131,0.0
8132,6.0
8133,1.0
8134,2.0
8135,1.0
8136,6.0
8137,4.0
8138,0.0
8139,0.0
8140,1.0
8141,7.0
8142,5.0
8143,7.0
8144,6.0
8145,0.0
8146,13.0
8147,7.0
8148,3.0
8149,1.0
8150,13.0
8151,0.0
8152,4.0
8153,0.0
8154,1.0
8155,1.0
8156,4.0
8157,5.0
8158,5.0
8159,2.0
8160,9.0
8161,21.0
8162,1.0
8163,0.0
8164,3.0
8165,14.0
8166,10.0
8167,5.0
8168,4.0
8169,3.0
8170,19.0
8171,7.0
8172,3.0
8173,2.0
8174,8.0
8175,0.0
8176,10.0
8177,2.0
8178,10.0
8179,1.0
8180,12.0
8181,8.0
8182,2.0
8183,10.0
8184,3.0
8185,5.0
8186,0.0
8187,0.0
8188,2.0
8189,8.0
8190,0.0
8191,6.0
8192,3.0
8193,4.0
8194,5.0
8195,10.0
8196,16.0
8197,5.0
8198,24.0
8199,1.0
8200,8.0
8201,0.0
8202,0.0
8203,2.0
8204,6.0
8205,2.0
8206,2.0
8207,0.0
8208,1.0
8209,4.0
8210,10.0
8211,10.0
8212,1.0
8213,1.0
8214,1.0
8215,6.0
8216,13.0
8217,2.0
8218,3.0
8219,8.0
8220,1.0
8221,11.0
8222,4.0
8223,0.0
8224,2.0
8225,1.0
8226,0.0
8227,0.0
8228,1.0
8229,13.0
8230,5.0
8231,1.0
8232,8.0
8233,0.0
8234,10.0
8235,0.0
8236,7.0
8237,10.0
8238,8.0
8239,9.0
8240,1.0
8241,6.0
8242,6.0
8243,5.0
8244,17.0
8245,8.0
8246,4.0
8247,1.0
8248,0.0
8249,2.0
8250,8.0
8251,8.0
8252,0.0
8253,1.0
8254,3.0
8255,9.0
8256,4.0
8257,8.0
8258,9.0
8259,4.0
8260,3.0
8261,2.0
8262,2.0
8263,0.0
8264,0.0
8265,3.0
8266,12.0
8267,0.0
8268,2.0
8269,1.0
8270,3.0
8271,0.0
8272,4.0
8273,3.0
8274,7.0
8275,7.0
8276,0.0
8277,1.0
8278,17.0
8279,10.0
8280,6.0
8281,0.0
8282,1.0
8283,1.0
8284,3.0
8285,0.0
8286,3.0
8287,13.0
8288,4.0
8289,13.0
8290,6.0
8291,7.0
8292,7.0
8293,4.0
8294,16.0
8295,0.0
8296,0.0
8297,13.0
8298,4.0
8299,14.0
8300,1.0
8301,2.0
8302,10.0
8303,3.0
8304,4.0
8305,5.0
8306,9.0
8307,3.0
8308,5.0
8309,0.0
8310,6.0
8311,12.0
8312,0.0
8313,11.0
8314,0.0
8315,0.0
8316,4.0
8317,2.0
8318,7.0
8319,0.0
8320,11.0
8321,1.0
8322,2.0
8323,3.0
8324,13.0
8325,6.0
8326,1.0
8327,5.0
8328,0.0
8329,7.0
8330,6.0
8331,7.0
8332,0.0
8333,0.0
8334,0.0
8335,1.0
8336,8.0
8337,4.0
8338,8.0
8339,0.0
8340,4.0
8341,0.0
8342,0.0
8343,2.0
8344,10.0
8345,3.0
8346,8.0
8347,2.0
8348,4.0
8349,1.0
8350,8.0
8351,5.0
8352,0.0
8353,11.0
8354,0.0
8355,7.0
8356,1.0
8357,8.0
8358,0.0
8359,11.0
8360,8.0
8361,10.0
8362,11.0
8363,5.0
8364,1.0
8365,0.0
8366,3.0
8367,4.0
8368,13.0
8369,0.0
8370,8.0
8371,3.0
8372,20.0
8373,1.0
8374,31.0
8375,0.0
8376,0.0
8377,0.0
8378,2.0
8379,0.0
8380,14.0
8381,13.0
8382,13.0
8383,0.0
8384,0.0
8385,2.0
8386,7.0
8387,2.0
8388,1.0
8389,0.0
8390,3.0
8391,8.0
8392,19.0
8393,16.0
8394,0.0
8395,3.0
8396,14.0
8397,0.0
8398,4.0
8399,13.0
8400,3.0
8401,7.0
8402,7.0
8403,2.0
8404,0.0
8405,20.0
8406,11.0
8407,13.0
8408,1.0
8409,0.0
8410,0.0
8411,1.0
8412,8.0
8413,8.0
8414,3.0
8415,1.0
8416,26.0
8417,0.0
8418,7.0
8419,12.0
8420,6.0
8421,4.0
8422,7.0
8423,12.0
8424,20.0
8425,0.0
8426,23.0
8427,2.0
8428,0.0
8429,14.0
8430,3.0
8431,2.0
8432,2.0
8433,25.0
8434,8.0
8435,3.0
8436,23.0
8437,14.0
8438,6.0
8439,18.0
8440,0.0
8441,17.0
8442,1.0
8443,5.0
8444,1.0
8445,1.0
8446,14.0
8447,20.0
8448,13.0
8449,1.0
8450,7.0
8451,4.0
8452,4.0
8453,5.0
8454,10.0
8455,1.0
8456,2.0
8457,5.0
8458,5.0
8459,5.0
8460,10.0
8461,15.0
8462,8.0
