,Cspg5
50438,19.0
50439,0.0
50440,1.0
50441,0.0
50442,12.0
50443,1.0
50444,2.0
50445,5.0
50446,5.0
50447,6.0
50448,0.0
50449,22.0
50450,3.0
50451,2.0
50452,7.0
50453,1.0
50454,0.0
50455,12.0
50456,0.0
50457,0.0
50458,0.0
50459,11.0
50460,8.0
50461,0.0
50462,3.0
50463,22.0
50464,4.0
50465,1.0
50466,20.0
50467,2.0
50468,2.0
50469,0.0
50470,5.0
50471,1.0
50472,19.0
50473,0.0
50474,61.0
50475,7.0
50476,7.0
50477,17.0
50478,0.0
50479,3.0
50480,28.0
50481,15.0
50482,1.0
50483,2.0
50484,21.0
50485,1.0
50486,24.0
50487,6.0
50488,1.0
50489,1.0
50490,11.0
50491,3.0
50492,16.0
50493,0.0
50494,1.0
50495,23.0
50496,9.0
50497,0.0
50498,0.0
50499,9.0
50500,1.0
50501,0.0
50502,2.0
50503,61.0
50504,17.0
50505,2.0
50506,0.0
50507,2.0
50508,0.0
50509,6.0
50510,20.0
50511,1.0
50512,1.0
50513,4.0
50514,10.0
50515,12.0
50516,5.0
50517,21.0
50518,6.0
50519,0.0
50520,2.0
50521,0.0
50522,3.0
50523,16.0
50524,1.0
50525,4.0
50526,19.0
50527,0.0
50528,2.0
50529,2.0
50530,9.0
50531,6.0
50532,20.0
50533,14.0
50534,0.0
50535,0.0
50536,4.0
50537,2.0
50538,1.0
50539,1.0
50540,1.0
50541,3.0
50542,1.0
50543,0.0
50544,1.0
50545,7.0
50546,4.0
50547,30.0
50548,56.0
50549,1.0
50550,17.0
50551,1.0
50552,0.0
50553,0.0
50554,0.0
50555,0.0
50556,0.0
50557,0.0
50558,8.0
50559,18.0
50560,7.0
50561,20.0
50562,27.0
50563,0.0
50564,0.0
50565,3.0
50566,4.0
50567,1.0
50568,0.0
50569,0.0
50570,1.0
50571,1.0
50572,16.0
50573,0.0
50574,0.0
50575,0.0
50576,26.0
50577,9.0
50578,0.0
50579,24.0
50580,30.0
50581,0.0
50582,4.0
50583,6.0
50584,3.0
50585,11.0
50586,4.0
50587,3.0
50588,0.0
50589,3.0
50590,5.0
50591,12.0
50592,41.0
50593,4.0
50594,5.0
50595,22.0
50596,9.0
50597,31.0
50598,5.0
50599,2.0
50600,3.0
50601,0.0
50602,1.0
50603,5.0
50604,1.0
50605,16.0
50606,1.0
50607,5.0
50608,1.0
50609,15.0
50610,0.0
50611,1.0
50612,0.0
50613,1.0
50614,0.0
50615,0.0
50616,1.0
50617,0.0
50618,30.0
50619,11.0
50620,1.0
50621,0.0
50622,1.0
50623,9.0
50624,0.0
50625,0.0
50626,0.0
50627,14.0
50628,1.0
50629,3.0
50630,9.0
50631,7.0
50632,1.0
50633,8.0
50634,24.0
50635,0.0
50636,0.0
50637,3.0
50638,22.0
50639,0.0
50640,9.0
50641,0.0
50642,25.0
50643,0.0
50644,1.0
50645,1.0
50646,0.0
50647,0.0
50648,1.0
50649,0.0
50650,1.0
50651,0.0
50652,1.0
50653,0.0
50654,0.0
50655,0.0
50656,0.0
50657,0.0
50658,0.0
50659,2.0
50660,27.0
50661,1.0
50662,2.0
50663,0.0
50664,3.0
50665,22.0
50666,1.0
50667,0.0
50668,0.0
50669,0.0
50670,4.0
50671,1.0
50672,0.0
50673,4.0
50674,1.0
50675,2.0
50676,12.0
50677,11.0
50678,36.0
50679,2.0
50680,4.0
50681,0.0
50682,0.0
50683,31.0
50684,1.0
50685,0.0
50686,4.0
50687,0.0
50688,2.0
50689,0.0
50690,1.0
50691,0.0
50692,19.0
50693,1.0
50694,2.0
50695,9.0
50696,0.0
50697,2.0
50698,1.0
50699,5.0
50700,2.0
50701,37.0
50702,1.0
50703,0.0
50704,29.0
50705,0.0
50706,5.0
50707,47.0
50708,4.0
50709,26.0
50710,0.0
50711,10.0
50712,0.0
50713,0.0
50714,2.0
50715,28.0
50716,4.0
50717,3.0
50718,2.0
50719,1.0
50720,0.0
50721,5.0
50722,0.0
50723,3.0
50724,0.0
50725,0.0
50726,35.0
50727,10.0
50728,5.0
50729,2.0
50730,0.0
50731,3.0
50732,0.0
50733,0.0
50734,1.0
50735,0.0
50736,6.0
50737,10.0
50738,0.0
50739,1.0
50740,2.0
50741,3.0
50742,0.0
50743,1.0
50744,9.0
50745,0.0
50746,14.0
50747,7.0
50748,0.0
50749,0.0
50750,2.0
50751,42.0
50752,29.0
50753,0.0
50754,2.0
50755,0.0
50756,0.0
50757,13.0
50758,3.0
50759,7.0
50760,5.0
50761,0.0
50762,2.0
50763,1.0
50764,11.0
50765,0.0
50766,1.0
50767,0.0
50768,15.0
50769,15.0
50770,2.0
50771,4.0
50772,2.0
50773,5.0
50774,0.0
50775,0.0
50776,2.0
50777,1.0
50778,11.0
50779,2.0
50780,4.0
50781,1.0
50782,0.0
50783,18.0
50784,0.0
50785,2.0
50786,17.0
50787,26.0
50788,4.0
50789,2.0
50790,8.0
50791,1.0
50792,5.0
50793,23.0
50794,1.0
50795,2.0
50796,10.0
50797,3.0
50798,7.0
50799,9.0
50800,0.0
50801,0.0
50802,9.0
50803,0.0
50804,0.0
50805,0.0
50806,1.0
50807,1.0
50808,1.0
50809,8.0
50810,18.0
50811,1.0
50812,0.0
50813,13.0
50814,1.0
50815,7.0
50816,1.0
50817,4.0
50818,1.0
50819,0.0
50820,0.0
50821,2.0
50822,0.0
50823,16.0
50824,0.0
50825,10.0
50826,5.0
50827,23.0
50828,7.0
50829,5.0
50830,19.0
50831,0.0
50832,1.0
50833,11.0
50834,2.0
50835,7.0
50836,1.0
50837,0.0
50838,9.0
50839,4.0
50840,0.0
50841,21.0
50842,3.0
50843,4.0
50844,13.0
50845,28.0
50846,14.0
50847,13.0
50848,2.0
50849,0.0
50850,0.0
50851,0.0
50852,2.0
50853,0.0
50854,14.0
50855,15.0
50856,17.0
50857,19.0
50858,3.0
50859,13.0
50860,0.0
50861,2.0
50862,1.0
50863,6.0
50864,8.0
50865,0.0
50866,5.0
50867,42.0
50868,39.0
50869,0.0
50870,1.0
50871,26.0
50872,38.0
50873,3.0
50874,0.0
50875,0.0
50876,2.0
50877,5.0
50878,5.0
50879,16.0
50880,0.0
50881,2.0
50882,14.0
50883,6.0
50884,5.0
50885,20.0
50886,0.0
50887,0.0
50888,26.0
50889,33.0
50890,18.0
50891,15.0
50892,20.0
50893,0.0
50894,10.0
50895,7.0
50896,1.0
50897,22.0
50898,0.0
50899,26.0
50900,6.0
50901,33.0
50902,22.0
50903,21.0
50904,7.0
50905,1.0
50906,5.0
50907,5.0
50908,0.0
50909,5.0
50910,6.0
50911,1.0
50912,8.0
50913,7.0
50914,12.0
50915,17.0
50916,3.0
50917,10.0
50918,11.0
50919,12.0
50920,0.0
50921,69.0
50922,0.0
50923,23.0
50924,29.0
50925,16.0
50926,2.0
50927,31.0
50928,3.0
50929,4.0
50930,19.0
50931,3.0
50932,53.0
50933,9.0
50934,8.0
50935,4.0
50936,18.0
50937,14.0
50938,2.0
50939,3.0
50940,1.0
50941,0.0
50942,4.0
50943,0.0
50944,26.0
50945,0.0
50946,0.0
50947,21.0
50948,5.0
50949,9.0
50950,17.0
50951,14.0
50952,9.0
50953,16.0
50954,12.0
50955,12.0
50956,3.0
50957,16.0
50958,2.0
50959,8.0
50960,0.0
50961,7.0
50962,8.0
50963,1.0
50964,0.0
50965,10.0
50966,3.0
50967,30.0
50968,5.0
50969,19.0
50970,8.0
50971,0.0
50972,18.0
50973,2.0
50974,45.0
50975,9.0
50976,15.0
50977,5.0
50978,8.0
50979,1.0
50980,3.0
50981,1.0
50982,6.0
50983,5.0
50984,2.0
50985,2.0
50986,74.0
50987,16.0
50988,5.0
50989,1.0
50990,12.0
50991,9.0
50992,0.0
50993,6.0
50994,13.0
50995,5.0
50996,2.0
50997,0.0
50998,6.0
50999,4.0
51000,8.0
51001,14.0
51002,9.0
51003,0.0
51004,1.0
51005,31.0
51006,0.0
51007,27.0
51008,2.0
51009,5.0
51010,3.0
51011,22.0
51012,17.0
51013,0.0
51014,2.0
51015,1.0
51016,0.0
51017,3.0
51018,2.0
51019,8.0
51020,2.0
51021,0.0
51022,6.0
51023,0.0
51024,0.0
51025,3.0
51026,0.0
51027,3.0
51028,8.0
51029,8.0
51030,13.0
51031,8.0
51032,12.0
51033,0.0
51034,0.0
51035,3.0
51036,30.0
51037,9.0
51038,13.0
51039,1.0
51040,5.0
51041,4.0
51042,11.0
51043,6.0
51044,6.0
51045,9.0
51046,5.0
51047,5.0
51048,0.0
51049,12.0
51050,10.0
51051,35.0
51052,16.0
51053,20.0
51054,9.0
51055,3.0
51056,11.0
51057,1.0
51058,16.0
51059,3.0
51060,5.0
51061,17.0
51062,17.0
51063,13.0
51064,13.0
51065,7.0
51066,4.0
51067,27.0
51068,9.0
51069,9.0
51070,3.0
51071,16.0
51072,6.0
51073,1.0
51074,20.0
51075,18.0
51076,16.0
51077,7.0
51078,0.0
51079,39.0
51080,18.0
51081,21.0
51082,14.0
51083,2.0
51084,27.0
51085,2.0
51086,3.0
51087,6.0
51088,0.0
51089,8.0
51090,0.0
51091,11.0
51092,7.0
51093,11.0
51094,61.0
51095,14.0
51096,2.0
51097,0.0
51098,5.0
51099,0.0
51100,0.0
51101,12.0
51102,5.0
51103,28.0
51104,12.0
51105,1.0
51106,28.0
51107,23.0
51108,20.0
51109,14.0
51110,17.0
51111,5.0
51112,0.0
51113,0.0
51114,0.0
51115,4.0
51116,4.0
51117,4.0
51118,8.0
51119,10.0
51120,3.0
51121,1.0
51122,3.0
51123,4.0
51124,30.0
51125,5.0
51126,27.0
51127,0.0
51128,16.0
51129,1.0
51130,2.0
51131,0.0
51132,0.0
51133,7.0
51134,0.0
51135,0.0
51136,0.0
51137,7.0
51138,2.0
51139,22.0
51140,0.0
51141,0.0
51142,23.0
51143,11.0
51144,4.0
51145,14.0
51146,18.0
51147,23.0
51148,0.0
51149,3.0
51150,16.0
51151,25.0
51152,18.0
51153,0.0
51154,13.0
51155,8.0
51156,0.0
51157,8.0
51158,2.0
51159,1.0
51160,29.0
51161,0.0
51162,0.0
51163,2.0
51164,38.0
51165,14.0
51166,1.0
51167,1.0
51168,8.0
51169,10.0
51170,1.0
51171,0.0
51172,0.0
51173,1.0
51174,4.0
51175,5.0
51176,1.0
51177,1.0
51178,2.0
51179,1.0
51180,4.0
51181,10.0
51182,5.0
51183,29.0
51184,0.0
51185,78.0
51186,25.0
51187,3.0
51188,0.0
51189,1.0
51190,16.0
51191,18.0
51192,12.0
51193,2.0
51194,12.0
51195,34.0
51196,0.0
51197,0.0
51198,12.0
51199,0.0
51200,15.0
51201,0.0
51202,0.0
51203,10.0
51204,11.0
51205,5.0
51206,21.0
51207,0.0
51208,0.0
51209,5.0
51210,16.0
51211,8.0
51212,5.0
51213,0.0
51214,6.0
51215,21.0
51216,10.0
51217,2.0
51218,41.0
51219,14.0
51220,4.0
51221,6.0
51222,6.0
51223,11.0
51224,0.0
51225,1.0
51226,0.0
51227,19.0
51228,17.0
51229,14.0
51230,0.0
51231,2.0
51232,10.0
51233,0.0
51234,0.0
51235,6.0
51236,5.0
51237,6.0
51238,1.0
51239,0.0
51240,6.0
51241,0.0
51242,1.0
51243,5.0
51244,33.0
51245,8.0
51246,21.0
51247,0.0
51248,2.0
51249,5.0
51250,26.0
51251,4.0
51252,20.0
51253,16.0
51254,13.0
51255,2.0
51256,1.0
51257,8.0
51258,0.0
51259,6.0
51260,0.0
51261,1.0
51262,19.0
51263,7.0
51264,0.0
51265,4.0
51266,39.0
51267,0.0
51268,5.0
51269,1.0
51270,20.0
51271,3.0
51272,3.0
51273,0.0
51274,10.0
51275,33.0
51276,0.0
51277,1.0
51278,2.0
51279,33.0
51280,14.0
51281,0.0
51282,22.0
51283,0.0
51284,2.0
51285,0.0
51286,0.0
51287,1.0
51288,19.0
51289,0.0
51290,0.0
51291,11.0
51292,0.0
51293,3.0
51294,12.0
51295,2.0
51296,0.0
51297,0.0
51298,0.0
51299,5.0
51300,3.0
51301,0.0
51302,20.0
51303,1.0
51304,10.0
51305,18.0
51306,17.0
51307,0.0
51308,0.0
51309,6.0
51310,0.0
51311,21.0
51312,5.0
51313,15.0
51314,1.0
51315,8.0
51316,0.0
51317,12.0
51318,17.0
51319,0.0
51320,0.0
51321,14.0
51322,0.0
51323,4.0
51324,1.0
51325,0.0
51326,2.0
51327,21.0
51328,25.0
51329,52.0
51330,14.0
51331,0.0
51332,5.0
51333,22.0
51334,0.0
51335,1.0
51336,23.0
51337,3.0
51338,0.0
51339,2.0
51340,1.0
51341,3.0
51342,0.0
51343,17.0
51344,1.0
51345,1.0
51346,0.0
51347,12.0
51348,0.0
51349,0.0
51350,6.0
51351,1.0
51352,1.0
51353,0.0
51354,9.0
51355,8.0
51356,6.0
51357,1.0
51358,2.0
51359,0.0
51360,1.0
51361,2.0
51362,9.0
51363,2.0
51364,8.0
51365,0.0
51366,0.0
51367,0.0
51368,0.0
51369,22.0
51370,0.0
51371,3.0
51372,3.0
51373,0.0
51374,5.0
51375,1.0
51376,0.0
51377,13.0
51378,15.0
51379,0.0
51380,0.0
51381,0.0
51382,6.0
51383,14.0
51384,0.0
51385,1.0
51386,9.0
51387,7.0
51388,0.0
51389,0.0
51390,0.0
51391,13.0
51392,3.0
51393,1.0
51394,0.0
51395,9.0
51396,20.0
51397,0.0
51398,4.0
51399,0.0
51400,0.0
51401,0.0
51402,1.0
51403,6.0
51404,18.0
51405,0.0
51406,3.0
51407,4.0
51408,0.0
51409,5.0
51410,5.0
51411,11.0
51412,1.0
51413,1.0
51414,1.0
51415,5.0
51416,12.0
51417,3.0
51418,6.0
51419,0.0
51420,0.0
51421,1.0
51422,19.0
51423,13.0
51424,0.0
51425,0.0
51426,3.0
51427,13.0
51428,46.0
51429,9.0
51430,28.0
51431,3.0
51432,12.0
51433,7.0
51434,11.0
51435,11.0
51436,1.0
51437,9.0
51438,12.0
51439,0.0
51440,7.0
51441,0.0
51442,15.0
51443,0.0
51444,5.0
51445,4.0
51446,7.0
51447,1.0
51448,33.0
51449,14.0
51450,0.0
51451,0.0
51452,8.0
51453,0.0
51454,1.0
51455,0.0
51456,0.0
51457,0.0
51458,8.0
51459,10.0
51460,7.0
51461,0.0
51462,37.0
51463,4.0
51464,0.0
51465,1.0
51466,12.0
51467,4.0
51468,7.0
51469,0.0
51470,8.0
51471,18.0
51472,0.0
51473,6.0
51474,0.0
51475,2.0
51476,14.0
51477,10.0
51478,18.0
51479,7.0
51480,1.0
51481,1.0
51482,4.0
51483,11.0
51484,0.0
51485,6.0
51486,6.0
51487,2.0
51488,0.0
51489,8.0
51490,1.0
51491,12.0
51492,26.0
51493,2.0
51494,0.0
51495,0.0
51496,0.0
51497,1.0
51498,7.0
51499,8.0
51500,8.0
51501,8.0
51502,0.0
51503,5.0
51504,0.0
51505,4.0
51506,6.0
51507,0.0
51508,1.0
51509,5.0
51510,1.0
51511,8.0
51512,84.0
51513,19.0
51514,1.0
51515,9.0
51516,3.0
51517,5.0
51518,1.0
51519,0.0
51520,4.0
51521,8.0
51522,26.0
51523,1.0
51524,0.0
51525,0.0
51526,13.0
51527,1.0
51528,1.0
51529,1.0
51530,16.0
51531,0.0
51532,16.0
51533,13.0
51534,3.0
51535,4.0
51536,3.0
51537,0.0
51538,5.0
51539,18.0
51540,6.0
51541,0.0
51542,0.0
51543,6.0
51544,5.0
51545,10.0
51546,0.0
51547,2.0
51548,6.0
51549,8.0
51550,3.0
51551,2.0
51552,7.0
51553,5.0
51554,2.0
51555,22.0
51556,9.0
51557,0.0
51558,12.0
51559,4.0
51560,1.0
51561,1.0
51562,10.0
51563,0.0
51564,10.0
51565,2.0
51566,5.0
51567,3.0
51568,2.0
51569,17.0
51570,0.0
51571,3.0
51572,13.0
51573,6.0
51574,23.0
51575,18.0
51576,2.0
51577,2.0
51578,2.0
51579,1.0
51580,4.0
51581,9.0
51582,0.0
51583,2.0
51584,4.0
51585,10.0
51586,0.0
51587,0.0
51588,12.0
51589,14.0
51590,10.0
51591,6.0
51592,22.0
51593,1.0
51594,0.0
51595,0.0
51596,2.0
51597,7.0
51598,0.0
51599,4.0
51600,10.0
51601,13.0
51602,3.0
51603,1.0
51604,1.0
51605,2.0
51606,1.0
51607,0.0
51608,0.0
51609,0.0
51610,0.0
51611,1.0
51612,0.0
51613,3.0
51614,0.0
51615,0.0
51616,0.0
51617,20.0
51618,4.0
51619,14.0
51620,9.0
51621,15.0
51622,12.0
51623,1.0
51624,8.0
51625,3.0
51626,5.0
51627,2.0
51628,9.0
51629,0.0
51630,5.0
51631,2.0
51632,1.0
51633,0.0
51634,1.0
51635,8.0
51636,21.0
51637,7.0
51638,0.0
51639,6.0
51640,0.0
51641,1.0
51642,5.0
51643,3.0
51644,17.0
51645,0.0
51646,5.0
51647,0.0
51648,0.0
51649,1.0
51650,5.0
51651,0.0
51652,4.0
51653,12.0
51654,6.0
51655,0.0
51656,0.0
51657,1.0
51658,0.0
51659,0.0
51660,0.0
51661,0.0
51662,5.0
51663,18.0
51664,9.0
51665,0.0
51666,0.0
51667,21.0
51668,14.0
51669,1.0
51670,17.0
51671,3.0
51672,7.0
51673,0.0
51674,10.0
51675,3.0
51676,22.0
51677,9.0
51678,0.0
51679,1.0
51680,0.0
51681,0.0
51682,4.0
51683,3.0
51684,0.0
51685,0.0
51686,8.0
51687,18.0
51688,0.0
51689,0.0
51690,0.0
51691,0.0
51692,0.0
51693,8.0
51694,0.0
51695,14.0
51696,0.0
51697,1.0
51698,0.0
51699,1.0
51700,0.0
51701,23.0
51702,7.0
51703,9.0
51704,0.0
51705,0.0
51706,10.0
51707,0.0
51708,0.0
51709,0.0
51710,0.0
51711,17.0
51712,11.0
51713,0.0
51714,0.0
51715,0.0
51716,3.0
51717,0.0
51718,14.0
51719,10.0
51720,0.0
51721,4.0
51722,6.0
51723,15.0
51724,1.0
51725,8.0
51726,5.0
51727,18.0
51728,3.0
51729,13.0
51730,11.0
51731,1.0
51732,18.0
51733,1.0
51734,0.0
51735,19.0
51736,22.0
51737,8.0
51738,21.0
51739,0.0
51740,0.0
51741,12.0
51742,0.0
51743,0.0
51744,19.0
51745,4.0
51746,0.0
51747,10.0
51748,18.0
51749,19.0
51750,7.0
51751,0.0
51752,11.0
51753,11.0
51754,12.0
51755,10.0
51756,14.0
51757,10.0
51758,11.0
51759,33.0
51760,26.0
51761,2.0
51762,9.0
51763,9.0
51764,1.0
51765,44.0
51766,10.0
51767,5.0
51768,6.0
51769,8.0
51770,4.0
51771,20.0
51772,4.0
51773,11.0
51774,2.0
51775,1.0
51776,4.0
51777,14.0
51778,2.0
51779,5.0
51780,4.0
51781,12.0
51782,9.0
51783,4.0
51784,0.0
51785,17.0
51786,12.0
51787,0.0
51788,1.0
51789,7.0
51790,15.0
51791,5.0
51792,15.0
51793,9.0
51794,9.0
51795,24.0
51796,7.0
51797,16.0
51798,6.0
51799,6.0
51800,19.0
51801,7.0
51802,6.0
51803,16.0
51804,2.0
51805,7.0
51806,1.0
51807,9.0
51808,14.0
51809,3.0
51810,18.0
51811,7.0
51812,1.0
51813,7.0
51814,6.0
51815,8.0
51816,26.0
51817,0.0
51818,15.0
51819,15.0
51820,3.0
51821,1.0
51822,1.0
51823,35.0
51824,5.0
51825,1.0
51826,21.0
51827,0.0
51828,20.0
51829,10.0
51830,21.0
51831,4.0
51832,9.0
51833,9.0
51834,2.0
51835,3.0
51836,13.0
51837,0.0
51838,9.0
51839,14.0
51840,6.0
51841,3.0
51842,24.0
51843,1.0
51844,1.0
51845,2.0
51846,15.0
51847,3.0
51848,4.0
51849,16.0
51850,1.0
51851,9.0
51852,17.0
51853,21.0
51854,11.0
51855,0.0
51856,4.0
51857,12.0
51858,4.0
51859,20.0
51860,7.0
51861,3.0
51862,21.0
51863,9.0
51864,0.0
51865,12.0
51866,1.0
51867,12.0
51868,10.0
51869,13.0
51870,13.0
51871,33.0
51872,13.0
51873,5.0
51874,16.0
51875,26.0
51876,23.0
51877,9.0
51878,21.0
51879,1.0
51880,14.0
51881,32.0
51882,3.0
51883,25.0
51884,21.0
51885,14.0
51886,8.0
51887,21.0
51888,6.0
51889,13.0
51890,5.0
51891,3.0
51892,9.0
51893,0.0
51894,47.0
51895,0.0
51896,5.0
51897,7.0
51898,20.0
51899,0.0
51900,2.0
51901,17.0
51902,5.0
51903,25.0
51904,19.0
51905,6.0
51906,50.0
51907,6.0
51908,13.0
51909,0.0
51910,13.0
51911,22.0
51912,2.0
51913,8.0
51914,5.0
51915,10.0
51916,13.0
51917,5.0
51918,14.0
51919,0.0
51920,17.0
51921,17.0
51922,2.0
51923,12.0
51924,23.0
51925,33.0
51926,10.0
51927,8.0
51928,2.0
51929,19.0
51930,0.0
51931,2.0
51932,5.0
51933,14.0
51934,15.0
51935,20.0
51936,11.0
51937,26.0
51938,4.0
51939,14.0
51940,7.0
51941,11.0
51942,6.0
51943,2.0
51944,18.0
51945,18.0
51946,6.0
51947,16.0
51948,6.0
51949,17.0
51950,3.0
51951,23.0
51952,6.0
51953,20.0
51954,14.0
51955,4.0
51956,22.0
51957,19.0
51958,6.0
51959,12.0
51960,22.0
51961,14.0
51962,3.0
51963,2.0
51964,0.0
51965,3.0
51966,2.0
51967,12.0
51968,6.0
51969,16.0
51970,2.0
51971,0.0
51972,13.0
51973,2.0
51974,23.0
51975,22.0
51976,12.0
51977,13.0
51978,3.0
51979,10.0
51980,12.0
51981,5.0
51982,17.0
51983,12.0
51984,7.0
51985,12.0
51986,2.0
51987,9.0
51988,4.0
51989,16.0
51990,26.0
51991,9.0
51992,20.0
51993,23.0
51994,10.0
51995,13.0
51996,0.0
51997,26.0
51998,14.0
51999,3.0
52000,5.0
52001,25.0
52002,4.0
52003,9.0
52004,5.0
52005,5.0
52006,14.0
52007,19.0
52008,2.0
52009,5.0
52010,0.0
52011,2.0
52012,4.0
52013,12.0
52014,4.0
52015,15.0
52016,28.0
52017,12.0
52018,5.0
52019,19.0
52020,17.0
52021,2.0
52022,28.0
52023,26.0
52024,0.0
52025,23.0
52026,22.0
52027,6.0
52028,0.0
52029,20.0
52030,8.0
52031,7.0
52032,13.0
52033,17.0
52034,16.0
52035,11.0
52036,37.0
52037,8.0
52038,19.0
52039,3.0
52040,15.0
52041,0.0
52042,1.0
52043,17.0
52044,10.0
52045,13.0
52046,10.0
52047,8.0
52048,9.0
52049,0.0
52050,1.0
52051,2.0
52052,19.0
52053,8.0
52054,2.0
52055,1.0
52056,8.0
52057,7.0
52058,0.0
52059,35.0
52060,9.0
52061,16.0
52062,20.0
52063,0.0
52064,7.0
52065,0.0
52066,4.0
52067,12.0
52068,21.0
52069,0.0
52070,2.0
52071,20.0
52072,0.0
52073,11.0
52074,8.0
52075,0.0
52076,12.0
52077,0.0
52078,4.0
52079,11.0
52080,28.0
52081,9.0
52082,6.0
52083,0.0
52084,16.0
52085,23.0
52086,27.0
52087,0.0
52088,1.0
52089,3.0
52090,12.0
52091,1.0
52092,36.0
52093,24.0
52094,8.0
52095,10.0
52096,0.0
52097,14.0
52098,23.0
52099,6.0
52100,0.0
52101,23.0
52102,2.0
52103,8.0
52104,0.0
52105,15.0
52106,2.0
52107,2.0
52108,4.0
52109,1.0
52110,2.0
52111,6.0
52112,2.0
52113,0.0
52114,14.0
52115,21.0
52116,19.0
52117,0.0
52118,8.0
52119,19.0
52120,19.0
52121,39.0
52122,12.0
52123,0.0
52124,2.0
52125,10.0
52126,23.0
52127,21.0
52128,18.0
52129,15.0
52130,1.0
52131,19.0
52132,0.0
52133,13.0
52134,4.0
52135,0.0
52136,0.0
52137,1.0
52138,1.0
52139,17.0
52140,0.0
52141,15.0
52142,27.0
52143,5.0
52144,26.0
52145,2.0
52146,4.0
52147,0.0
52148,11.0
52149,2.0
52150,6.0
52151,16.0
52152,17.0
52153,0.0
52154,0.0
52155,0.0
52156,13.0
52157,2.0
52158,4.0
52159,5.0
52160,0.0
52161,1.0
52162,0.0
52163,12.0
52164,3.0
52165,0.0
52166,0.0
52167,7.0
52168,18.0
52169,0.0
52170,0.0
52171,0.0
52172,17.0
52173,15.0
52174,9.0
52175,12.0
52176,0.0
52177,4.0
52178,32.0
52179,2.0
52180,6.0
52181,0.0
52182,2.0
52183,6.0
52184,14.0
52185,17.0
52186,1.0
52187,0.0
52188,20.0
52189,1.0
52190,0.0
52191,26.0
52192,22.0
52193,5.0
52194,0.0
52195,22.0
52196,1.0
52197,0.0
52198,11.0
52199,11.0
52200,16.0
52201,10.0
52202,0.0
52203,12.0
52204,2.0
52205,43.0
52206,0.0
52207,19.0
52208,3.0
52209,0.0
52210,0.0
52211,16.0
52212,24.0
52213,10.0
52214,24.0
52215,6.0
52216,6.0
52217,3.0
52218,48.0
52219,0.0
52220,0.0
52221,15.0
52222,5.0
52223,5.0
52224,6.0
52225,0.0
52226,1.0
52227,0.0
52228,0.0
52229,10.0
52230,13.0
52231,3.0
52232,1.0
52233,9.0
52234,13.0
52235,2.0
52236,13.0
52237,10.0
52238,6.0
52239,1.0
52240,0.0
52241,7.0
52242,26.0
52243,28.0
52244,3.0
52245,8.0
52246,5.0
52247,10.0
52248,5.0
52249,30.0
52250,0.0
52251,18.0
52252,7.0
52253,18.0
52254,13.0
52255,2.0
52256,0.0
52257,0.0
52258,6.0
52259,11.0
52260,14.0
52261,28.0
52262,13.0
52263,21.0
52264,0.0
52265,0.0
52266,5.0
52267,10.0
52268,18.0
52269,1.0
52270,10.0
52271,1.0
52272,20.0
52273,12.0
52274,0.0
52275,0.0
52276,21.0
52277,8.0
52278,8.0
52279,1.0
52280,3.0
52281,8.0
52282,1.0
52283,3.0
52284,2.0
52285,8.0
52286,6.0
52287,4.0
52288,4.0
52289,10.0
52290,8.0
52291,9.0
52292,14.0
52293,23.0
52294,12.0
52295,0.0
52296,9.0
52297,10.0
52298,2.0
52299,11.0
52300,16.0
52301,3.0
52302,11.0
52303,0.0
52304,18.0
52305,28.0
52306,3.0
52307,3.0
52308,0.0
52309,13.0
52310,18.0
52311,16.0
52312,0.0
52313,12.0
52314,2.0
52315,1.0
52316,4.0
52317,1.0
52318,33.0
52319,3.0
52320,0.0
52321,12.0
52322,5.0
52323,16.0
52324,10.0
52325,7.0
52326,2.0
52327,1.0
52328,7.0
52329,0.0
52330,6.0
52331,18.0
52332,2.0
52333,18.0
52334,13.0
52335,19.0
52336,7.0
52337,0.0
52338,22.0
52339,21.0
52340,2.0
52341,6.0
52342,19.0
52343,21.0
52344,6.0
52345,6.0
52346,13.0
52347,5.0
52348,4.0
52349,1.0
52350,0.0
52351,11.0
52352,0.0
52353,0.0
52354,11.0
52355,7.0
52356,9.0
52357,5.0
52358,11.0
52359,0.0
52360,25.0
52361,16.0
52362,7.0
52363,10.0
52364,0.0
52365,39.0
52366,0.0
52367,9.0
52368,0.0
52369,0.0
52370,2.0
52371,10.0
52372,10.0
52373,32.0
52374,0.0
52375,9.0
52376,13.0
52377,7.0
52378,3.0
52379,12.0
52380,15.0
52381,1.0
52382,10.0
52383,13.0
52384,9.0
52385,2.0
52386,2.0
52387,2.0
52388,9.0
52389,2.0
52390,11.0
52391,25.0
52392,10.0
52393,13.0
52394,2.0
52395,9.0
52396,21.0
52397,6.0
52398,7.0
52399,9.0
52400,1.0
52401,0.0
52402,31.0
52403,1.0
52404,31.0
52405,11.0
52406,62.0
52407,13.0
52408,10.0
52409,5.0
52410,4.0
52411,1.0
52412,19.0
52413,1.0
52414,7.0
52415,0.0
52416,19.0
52417,1.0
52418,22.0
52419,19.0
52420,9.0
52421,3.0
52422,9.0
52423,14.0
52424,19.0
52425,11.0
52426,2.0
52427,4.0
52428,20.0
52429,0.0
52430,25.0
52431,21.0
52432,29.0
52433,37.0
52434,1.0
52435,13.0
52436,2.0
