,Adora1
36027,2.0
36028,0.0
36029,0.0
36030,8.0
36031,0.0
36032,2.0
36033,4.0
36034,0.0
36035,4.0
36036,1.0
36037,0.0
36038,2.0
36039,7.0
36040,2.0
36041,3.0
36042,1.0
36043,0.0
36044,1.0
36045,0.0
36046,0.0
36047,0.0
36048,1.0
36049,1.0
36050,0.0
36051,2.0
36052,2.0
36053,0.0
36054,1.0
36055,0.0
36056,0.0
36057,0.0
36058,0.0
36059,0.0
36060,1.0
36061,0.0
36062,0.0
36063,1.0
36064,1.0
36065,3.0
36066,2.0
36067,1.0
36068,2.0
36069,0.0
36070,1.0
36071,2.0
36072,0.0
36073,2.0
36074,0.0
36075,0.0
36076,0.0
36077,1.0
36078,1.0
36079,1.0
36080,0.0
36081,2.0
36082,0.0
36083,0.0
36084,6.0
36085,0.0
36086,2.0
36087,4.0
36088,0.0
36089,4.0
36090,4.0
36091,0.0
36092,2.0
36093,0.0
36094,0.0
36095,1.0
36096,0.0
36097,0.0
36098,1.0
36099,1.0
36100,1.0
36101,0.0
36102,3.0
36103,1.0
36104,1.0
36105,1.0
36106,9.0
36107,3.0
36108,3.0
36109,0.0
36110,0.0
36111,0.0
36112,2.0
36113,1.0
36114,0.0
36115,0.0
36116,0.0
36117,0.0
36118,0.0
36119,8.0
36120,1.0
36121,1.0
36122,0.0
36123,0.0
36124,0.0
36125,2.0
36126,1.0
36127,0.0
36128,1.0
36129,0.0
36130,0.0
36131,3.0
36132,0.0
36133,0.0
36134,1.0
36135,1.0
36136,0.0
36137,1.0
36138,2.0
36139,1.0
36140,2.0
36141,0.0
36142,2.0
36143,0.0
36144,3.0
36145,1.0
36146,0.0
36147,0.0
36148,4.0
36149,7.0
36150,3.0
36151,0.0
36152,0.0
36153,0.0
36154,1.0
36155,0.0
36156,2.0
36157,0.0
36158,0.0
36159,11.0
36160,2.0
36161,2.0
36162,2.0
36163,2.0
36164,0.0
36165,0.0
36166,2.0
36167,1.0
36168,0.0
36169,1.0
36170,1.0
36171,2.0
36172,1.0
36173,2.0
36174,1.0
36175,8.0
36176,0.0
36177,1.0
36178,2.0
36179,0.0
36180,2.0
36181,4.0
36182,0.0
36183,1.0
36184,0.0
36185,1.0
36186,2.0
36187,1.0
36188,5.0
36189,0.0
36190,0.0
36191,1.0
36192,1.0
36193,3.0
36194,1.0
36195,0.0
36196,0.0
36197,0.0
36198,2.0
36199,3.0
36200,3.0
36201,3.0
36202,1.0
36203,0.0
36204,6.0
36205,2.0
36206,2.0
36207,4.0
36208,0.0
36209,1.0
36210,0.0
36211,1.0
36212,0.0
36213,1.0
36214,2.0
36215,0.0
36216,2.0
36217,1.0
36218,2.0
36219,0.0
36220,0.0
36221,0.0
36222,0.0
36223,2.0
36224,1.0
36225,0.0
36226,0.0
36227,1.0
36228,2.0
36229,0.0
36230,0.0
36231,0.0
36232,0.0
36233,0.0
36234,4.0
36235,0.0
36236,0.0
36237,2.0
36238,2.0
36239,0.0
36240,0.0
36241,0.0
36242,3.0
36243,2.0
36244,2.0
36245,0.0
36246,1.0
36247,4.0
36248,2.0
36249,0.0
36250,5.0
36251,0.0
36252,0.0
36253,1.0
36254,2.0
36255,0.0
36256,0.0
36257,2.0
36258,1.0
36259,1.0
36260,4.0
36261,3.0
36262,3.0
36263,2.0
36264,1.0
36265,3.0
36266,0.0
36267,0.0
36268,3.0
36269,3.0
36270,3.0
36271,0.0
36272,2.0
36273,3.0
36274,4.0
36275,0.0
36276,1.0
36277,3.0
36278,0.0
36279,0.0
36280,0.0
36281,0.0
36282,2.0
36283,4.0
36284,2.0
36285,2.0
36286,0.0
36287,0.0
36288,1.0
36289,0.0
36290,7.0
36291,2.0
36292,1.0
36293,1.0
36294,1.0
36295,0.0
36296,1.0
36297,0.0
36298,3.0
36299,1.0
36300,1.0
36301,2.0
36302,1.0
36303,0.0
36304,1.0
36305,1.0
36306,4.0
36307,4.0
36308,1.0
36309,2.0
36310,4.0
36311,1.0
36312,3.0
36313,1.0
36314,1.0
36315,2.0
36316,6.0
36317,3.0
36318,1.0
36319,2.0
36320,5.0
36321,2.0
36322,3.0
36323,0.0
36324,0.0
36325,0.0
36326,6.0
36327,0.0
36328,1.0
36329,0.0
36330,0.0
36331,0.0
36332,0.0
36333,2.0
36334,1.0
36335,0.0
36336,5.0
36337,1.0
36338,3.0
36339,1.0
36340,0.0
36341,2.0
36342,0.0
36343,6.0
36344,5.0
36345,1.0
36346,0.0
36347,1.0
36348,1.0
36349,7.0
36350,2.0
36351,0.0
36352,0.0
36353,1.0
36354,2.0
36355,5.0
36356,2.0
36357,0.0
36358,1.0
36359,2.0
36360,3.0
36361,0.0
36362,0.0
36363,2.0
36364,1.0
36365,3.0
36366,0.0
36367,0.0
36368,4.0
36369,5.0
36370,4.0
36371,0.0
36372,2.0
36373,3.0
36374,0.0
36375,3.0
36376,1.0
36377,3.0
36378,4.0
36379,8.0
36380,1.0
36381,0.0
36382,0.0
36383,1.0
36384,4.0
36385,3.0
36386,2.0
36387,0.0
36388,7.0
36389,3.0
36390,2.0
36391,0.0
36392,2.0
36393,0.0
36394,0.0
36395,0.0
36396,0.0
36397,1.0
36398,0.0
36399,3.0
36400,1.0
36401,0.0
36402,0.0
36403,3.0
36404,1.0
36405,1.0
36406,1.0
36407,1.0
36408,0.0
36409,3.0
36410,0.0
36411,4.0
36412,2.0
36413,2.0
36414,0.0
36415,3.0
36416,2.0
36417,1.0
36418,3.0
36419,0.0
36420,3.0
36421,1.0
36422,1.0
36423,0.0
36424,0.0
36425,1.0
36426,0.0
36427,0.0
36428,1.0
36429,5.0
36430,1.0
36431,1.0
36432,4.0
36433,2.0
36434,1.0
36435,6.0
36436,5.0
36437,0.0
36438,0.0
36439,0.0
36440,3.0
36441,2.0
36442,2.0
36443,5.0
36444,1.0
36445,0.0
36446,3.0
36447,0.0
36448,0.0
36449,0.0
36450,0.0
36451,4.0
36452,10.0
36453,0.0
36454,0.0
36455,5.0
36456,2.0
36457,5.0
36458,1.0
36459,0.0
36460,3.0
36461,3.0
36462,3.0
36463,0.0
36464,0.0
36465,2.0
36466,6.0
36467,1.0
36468,0.0
36469,2.0
36470,3.0
36471,1.0
36472,3.0
36473,2.0
36474,1.0
36475,2.0
36476,4.0
36477,4.0
36478,1.0
36479,0.0
36480,3.0
36481,0.0
36482,3.0
36483,0.0
36484,4.0
36485,5.0
36486,2.0
36487,1.0
36488,1.0
36489,4.0
36490,1.0
36491,1.0
36492,5.0
36493,2.0
36494,0.0
36495,0.0
36496,1.0
36497,0.0
36498,0.0
36499,3.0
36500,4.0
36501,0.0
36502,1.0
36503,3.0
36504,6.0
36505,3.0
36506,0.0
36507,2.0
36508,2.0
36509,0.0
36510,2.0
36511,0.0
36512,0.0
36513,3.0
36514,0.0
36515,1.0
36516,4.0
36517,0.0
36518,0.0
36519,0.0
36520,4.0
36521,12.0
36522,0.0
36523,0.0
36524,0.0
36525,0.0
36526,0.0
36527,0.0
36528,1.0
36529,4.0
36530,5.0
36531,2.0
36532,0.0
36533,5.0
36534,0.0
36535,3.0
36536,0.0
36537,5.0
36538,0.0
36539,3.0
36540,1.0
36541,2.0
36542,0.0
36543,1.0
36544,3.0
36545,2.0
36546,1.0
36547,0.0
36548,1.0
36549,1.0
36550,3.0
36551,3.0
36552,0.0
36553,1.0
36554,2.0
36555,0.0
36556,8.0
36557,0.0
36558,0.0
36559,1.0
36560,0.0
36561,0.0
36562,6.0
36563,3.0
36564,3.0
36565,0.0
36566,5.0
36567,0.0
36568,1.0
36569,0.0
36570,1.0
36571,3.0
36572,0.0
36573,5.0
36574,5.0
36575,3.0
36576,0.0
36577,4.0
36578,3.0
36579,3.0
36580,2.0
36581,0.0
36582,0.0
36583,4.0
36584,3.0
36585,1.0
36586,5.0
36587,0.0
36588,0.0
36589,5.0
36590,0.0
36591,1.0
36592,0.0
36593,0.0
36594,1.0
36595,0.0
36596,4.0
36597,5.0
36598,1.0
36599,10.0
36600,2.0
36601,0.0
36602,1.0
36603,3.0
36604,0.0
36605,0.0
36606,4.0
36607,0.0
36608,5.0
36609,5.0
36610,0.0
36611,0.0
36612,1.0
36613,2.0
36614,0.0
36615,0.0
36616,2.0
36617,1.0
36618,3.0
36619,0.0
36620,3.0
36621,0.0
36622,0.0
36623,6.0
36624,2.0
36625,5.0
36626,2.0
36627,0.0
36628,6.0
36629,1.0
36630,4.0
36631,4.0
36632,0.0
36633,0.0
36634,0.0
36635,5.0
36636,8.0
36637,3.0
36638,0.0
36639,2.0
36640,5.0
36641,3.0
36642,0.0
36643,2.0
36644,3.0
36645,2.0
36646,0.0
36647,0.0
36648,0.0
36649,2.0
36650,7.0
36651,0.0
36652,0.0
36653,2.0
36654,6.0
36655,2.0
36656,2.0
36657,5.0
36658,2.0
36659,11.0
36660,4.0
36661,1.0
36662,0.0
36663,0.0
36664,0.0
36665,0.0
36666,0.0
36667,6.0
36668,2.0
36669,9.0
36670,3.0
36671,4.0
36672,1.0
36673,0.0
36674,5.0
36675,3.0
36676,2.0
36677,1.0
36678,5.0
36679,1.0
36680,7.0
36681,3.0
36682,2.0
36683,1.0
36684,2.0
36685,3.0
36686,1.0
36687,1.0
36688,1.0
36689,8.0
36690,3.0
36691,1.0
36692,8.0
36693,2.0
36694,0.0
36695,4.0
36696,1.0
36697,4.0
36698,1.0
36699,0.0
36700,1.0
36701,3.0
36702,5.0
36703,0.0
36704,0.0
36705,0.0
36706,1.0
36707,2.0
36708,2.0
36709,3.0
36710,0.0
36711,0.0
36712,2.0
36713,2.0
36714,0.0
36715,5.0
36716,1.0
36717,0.0
36718,0.0
36719,2.0
36720,4.0
36721,0.0
36722,7.0
36723,0.0
36724,3.0
36725,7.0
36726,0.0
36727,1.0
36728,2.0
36729,2.0
36730,0.0
36731,8.0
36732,1.0
36733,1.0
36734,2.0
36735,0.0
36736,8.0
36737,13.0
36738,3.0
36739,3.0
36740,0.0
36741,3.0
36742,0.0
36743,2.0
36744,4.0
36745,0.0
36746,6.0
36747,9.0
36748,7.0
36749,6.0
36750,0.0
36751,0.0
36752,4.0
36753,4.0
36754,3.0
36755,1.0
36756,1.0
36757,3.0
36758,0.0
36759,1.0
36760,2.0
36761,0.0
36762,3.0
36763,1.0
36764,1.0
36765,0.0
36766,3.0
36767,4.0
36768,1.0
36769,1.0
36770,1.0
36771,0.0
36772,4.0
36773,0.0
36774,0.0
36775,5.0
36776,1.0
36777,3.0
36778,1.0
36779,2.0
36780,0.0
36781,1.0
36782,1.0
36783,3.0
36784,2.0
36785,0.0
36786,0.0
36787,0.0
36788,1.0
36789,0.0
36790,0.0
36791,0.0
36792,1.0
36793,2.0
36794,0.0
36795,0.0
36796,1.0
36797,0.0
36798,3.0
36799,3.0
36800,2.0
36801,0.0
36802,0.0
36803,0.0
36804,0.0
36805,1.0
36806,3.0
36807,1.0
36808,6.0
36809,0.0
36810,0.0
36811,0.0
36812,6.0
36813,1.0
36814,2.0
36815,0.0
36816,5.0
36817,0.0
36818,0.0
36819,0.0
36820,0.0
36821,3.0
36822,0.0
36823,2.0
36824,0.0
36825,9.0
36826,9.0
36827,0.0
36828,2.0
36829,4.0
36830,1.0
36831,0.0
36832,1.0
36833,0.0
36834,3.0
36835,0.0
36836,0.0
36837,2.0
36838,2.0
36839,1.0
36840,0.0
36841,1.0
36842,1.0
36843,0.0
36844,5.0
36845,3.0
36846,0.0
36847,0.0
36848,4.0
36849,0.0
36850,0.0
36851,0.0
36852,3.0
36853,2.0
36854,4.0
36855,1.0
36856,1.0
36857,1.0
36858,1.0
36859,1.0
36860,0.0
36861,5.0
36862,0.0
36863,0.0
36864,1.0
36865,0.0
36866,1.0
36867,0.0
36868,0.0
36869,6.0
36870,0.0
36871,0.0
36872,0.0
36873,0.0
36874,0.0
36875,1.0
36876,0.0
36877,5.0
36878,1.0
36879,1.0
36880,5.0
36881,1.0
36882,1.0
36883,1.0
36884,2.0
36885,1.0
36886,2.0
36887,0.0
36888,3.0
36889,1.0
36890,0.0
36891,1.0
36892,0.0
36893,0.0
36894,1.0
36895,1.0
36896,0.0
36897,0.0
36898,3.0
36899,0.0
36900,1.0
36901,0.0
36902,0.0
36903,1.0
36904,1.0
36905,5.0
36906,1.0
36907,3.0
36908,0.0
36909,0.0
36910,1.0
36911,1.0
36912,2.0
36913,0.0
36914,1.0
36915,1.0
36916,0.0
36917,0.0
36918,1.0
36919,2.0
36920,0.0
36921,0.0
36922,5.0
36923,2.0
36924,0.0
36925,0.0
36926,4.0
36927,0.0
36928,2.0
36929,0.0
36930,1.0
36931,1.0
36932,0.0
36933,0.0
36934,0.0
36935,2.0
36936,0.0
36937,0.0
36938,0.0
36939,0.0
36940,2.0
36941,1.0
36942,0.0
36943,0.0
36944,0.0
36945,4.0
36946,0.0
36947,4.0
36948,0.0
36949,0.0
36950,2.0
36951,0.0
36952,9.0
36953,0.0
36954,0.0
36955,0.0
36956,5.0
36957,1.0
36958,0.0
36959,1.0
36960,2.0
36961,0.0
36962,1.0
36963,2.0
36964,0.0
36965,1.0
36966,2.0
36967,3.0
36968,3.0
36969,1.0
36970,0.0
36971,0.0
36972,6.0
36973,2.0
36974,0.0
36975,6.0
36976,0.0
36977,2.0
36978,6.0
36979,1.0
36980,1.0
36981,3.0
36982,0.0
36983,1.0
36984,1.0
36985,0.0
36986,3.0
36987,0.0
36988,0.0
36989,1.0
36990,2.0
36991,4.0
36992,2.0
36993,11.0
36994,0.0
36995,1.0
36996,1.0
36997,5.0
36998,3.0
36999,0.0
37000,1.0
37001,0.0
37002,1.0
37003,0.0
37004,5.0
37005,0.0
37006,1.0
37007,1.0
37008,0.0
37009,5.0
37010,0.0
37011,0.0
37012,2.0
37013,4.0
37014,2.0
37015,1.0
37016,0.0
37017,3.0
37018,1.0
37019,0.0
37020,2.0
37021,0.0
37022,0.0
37023,1.0
37024,0.0
37025,4.0
37026,0.0
37027,4.0
37028,2.0
37029,2.0
37030,0.0
37031,7.0
37032,1.0
37033,1.0
37034,0.0
37035,1.0
37036,0.0
37037,0.0
37038,0.0
37039,0.0
37040,2.0
37041,8.0
37042,0.0
37043,0.0
37044,6.0
37045,11.0
37046,0.0
37047,0.0
37048,2.0
37049,0.0
37050,8.0
37051,2.0
37052,2.0
37053,0.0
37054,0.0
37055,0.0
37056,0.0
37057,0.0
37058,1.0
37059,3.0
37060,0.0
37061,0.0
37062,1.0
37063,3.0
37064,2.0
37065,2.0
37066,1.0
37067,1.0
37068,1.0
37069,0.0
37070,0.0
37071,0.0
37072,2.0
37073,0.0
37074,2.0
37075,0.0
37076,1.0
37077,3.0
37078,0.0
37079,0.0
37080,0.0
37081,2.0
37082,3.0
37083,1.0
37084,3.0
37085,1.0
37086,2.0
37087,0.0
37088,1.0
37089,2.0
37090,2.0
37091,0.0
37092,4.0
37093,2.0
37094,0.0
37095,5.0
37096,2.0
37097,4.0
37098,4.0
37099,3.0
37100,1.0
37101,1.0
37102,7.0
37103,6.0
37104,0.0
37105,3.0
37106,6.0
37107,0.0
37108,0.0
37109,0.0
37110,4.0
37111,2.0
37112,2.0
37113,3.0
37114,3.0
37115,6.0
37116,0.0
37117,1.0
37118,3.0
37119,0.0
37120,0.0
37121,1.0
37122,0.0
37123,3.0
37124,1.0
37125,0.0
37126,1.0
37127,8.0
37128,1.0
37129,1.0
37130,0.0
37131,1.0
37132,0.0
37133,1.0
37134,0.0
37135,1.0
37136,0.0
37137,0.0
37138,5.0
37139,0.0
37140,0.0
37141,9.0
37142,1.0
37143,3.0
37144,0.0
37145,2.0
37146,1.0
37147,0.0
37148,0.0
37149,0.0
37150,3.0
37151,2.0
37152,3.0
37153,0.0
37154,2.0
37155,1.0
37156,5.0
37157,0.0
37158,3.0
37159,0.0
37160,0.0
37161,0.0
37162,0.0
37163,3.0
37164,0.0
37165,2.0
37166,0.0
37167,0.0
37168,2.0
37169,0.0
37170,0.0
37171,0.0
37172,1.0
37173,0.0
37174,0.0
37175,2.0
37176,1.0
37177,6.0
37178,1.0
37179,0.0
37180,0.0
37181,1.0
37182,0.0
37183,0.0
37184,1.0
37185,0.0
37186,3.0
37187,6.0
37188,4.0
37189,1.0
37190,2.0
37191,4.0
37192,0.0
37193,4.0
37194,1.0
37195,2.0
37196,6.0
37197,0.0
37198,0.0
37199,1.0
37200,2.0
37201,0.0
37202,3.0
37203,0.0
37204,1.0
37205,0.0
37206,2.0
37207,1.0
37208,2.0
37209,0.0
37210,0.0
37211,0.0
37212,0.0
37213,0.0
37214,4.0
37215,0.0
37216,1.0
37217,3.0
37218,1.0
37219,1.0
37220,2.0
37221,1.0
37222,4.0
37223,0.0
37224,8.0
37225,3.0
37226,1.0
37227,1.0
37228,0.0
37229,0.0
37230,1.0
37231,0.0
37232,5.0
37233,2.0
37234,5.0
37235,1.0
37236,0.0
37237,1.0
37238,1.0
37239,0.0
37240,3.0
37241,1.0
37242,0.0
37243,9.0
37244,0.0
37245,0.0
37246,0.0
37247,0.0
37248,1.0
37249,0.0
37250,7.0
37251,0.0
37252,5.0
37253,0.0
37254,0.0
37255,1.0
37256,0.0
37257,2.0
37258,4.0
37259,0.0
37260,1.0
37261,4.0
37262,0.0
37263,1.0
37264,2.0
37265,0.0
37266,1.0
37267,4.0
37268,4.0
37269,0.0
37270,7.0
37271,0.0
37272,2.0
37273,0.0
37274,3.0
37275,0.0
37276,1.0
37277,0.0
37278,3.0
37279,1.0
37280,1.0
37281,1.0
37282,2.0
37283,0.0
37284,0.0
37285,4.0
37286,2.0
37287,2.0
37288,1.0
37289,0.0
37290,1.0
37291,1.0
37292,3.0
37293,0.0
37294,0.0
37295,1.0
37296,0.0
37297,4.0
37298,0.0
37299,3.0
37300,0.0
37301,0.0
37302,2.0
37303,10.0
37304,3.0
37305,0.0
37306,0.0
37307,3.0
37308,0.0
37309,2.0
37310,0.0
37311,2.0
37312,2.0
37313,1.0
37314,0.0
37315,1.0
37316,0.0
37317,0.0
37318,0.0
37319,0.0
37320,1.0
37321,2.0
37322,0.0
37323,4.0
37324,2.0
37325,7.0
37326,0.0
37327,1.0
37328,1.0
37329,3.0
37330,10.0
37331,0.0
37332,2.0
37333,5.0
37334,1.0
37335,1.0
37336,0.0
37337,3.0
37338,1.0
37339,0.0
37340,8.0
37341,11.0
37342,1.0
37343,5.0
37344,3.0
37345,1.0
37346,3.0
37347,3.0
37348,1.0
37349,8.0
37350,0.0
37351,3.0
37352,4.0
37353,13.0
37354,0.0
37355,0.0
37356,1.0
37357,2.0
37358,0.0
37359,0.0
37360,3.0
37361,3.0
37362,1.0
37363,5.0
37364,2.0
37365,1.0
37366,1.0
37367,3.0
37368,2.0
37369,2.0
37370,0.0
37371,0.0
37372,3.0
37373,0.0
37374,0.0
37375,0.0
37376,0.0
37377,3.0
37378,2.0
37379,7.0
37380,5.0
37381,1.0
37382,0.0
37383,0.0
37384,3.0
37385,3.0
37386,1.0
37387,0.0
37388,0.0
37389,2.0
37390,2.0
37391,2.0
37392,4.0
37393,1.0
37394,0.0
37395,0.0
37396,0.0
37397,1.0
37398,2.0
37399,0.0
37400,0.0
37401,2.0
37402,0.0
37403,5.0
37404,1.0
37405,0.0
37406,1.0
37407,2.0
37408,0.0
37409,0.0
37410,1.0
37411,3.0
37412,0.0
37413,5.0
37414,4.0
37415,2.0
37416,3.0
37417,2.0
37418,3.0
37419,0.0
37420,2.0
37421,0.0
37422,0.0
37423,0.0
37424,2.0
37425,5.0
37426,0.0
37427,0.0
37428,5.0
37429,1.0
37430,1.0
37431,1.0
37432,0.0
37433,1.0
37434,0.0
37435,0.0
37436,1.0
37437,1.0
37438,0.0
37439,7.0
37440,1.0
37441,5.0
37442,2.0
37443,3.0
37444,6.0
37445,0.0
37446,2.0
37447,3.0
37448,1.0
37449,3.0
37450,0.0
37451,0.0
37452,0.0
37453,0.0
37454,2.0
37455,0.0
37456,2.0
37457,1.0
37458,5.0
37459,0.0
37460,0.0
37461,0.0
37462,2.0
37463,4.0
37464,2.0
37465,4.0
37466,1.0
37467,2.0
37468,0.0
37469,1.0
37470,1.0
37471,0.0
37472,0.0
37473,1.0
37474,2.0
37475,2.0
37476,2.0
37477,1.0
37478,0.0
37479,3.0
37480,11.0
37481,3.0
37482,0.0
37483,1.0
37484,6.0
37485,0.0
37486,6.0
37487,2.0
37488,1.0
37489,2.0
37490,0.0
37491,1.0
37492,0.0
37493,1.0
37494,1.0
37495,4.0
37496,4.0
37497,4.0
37498,1.0
37499,2.0
37500,6.0
37501,4.0
37502,4.0
37503,0.0
37504,3.0
37505,6.0
37506,5.0
37507,0.0
37508,1.0
37509,6.0
37510,0.0
37511,1.0
37512,2.0
37513,0.0
37514,0.0
37515,3.0
37516,1.0
37517,5.0
37518,1.0
37519,0.0
37520,2.0
37521,5.0
37522,4.0
37523,0.0
37524,8.0
37525,1.0
37526,0.0
37527,1.0
37528,3.0
37529,7.0
37530,2.0
37531,2.0
37532,1.0
37533,1.0
37534,2.0
37535,1.0
37536,1.0
37537,1.0
37538,2.0
37539,0.0
37540,2.0
37541,0.0
37542,0.0
37543,0.0
37544,1.0
37545,0.0
37546,8.0
37547,4.0
37548,1.0
37549,1.0
37550,3.0
37551,3.0
37552,1.0
37553,0.0
37554,4.0
37555,0.0
37556,3.0
37557,0.0
37558,3.0
37559,2.0
37560,0.0
37561,13.0
37562,0.0
37563,1.0
37564,1.0
37565,1.0
37566,2.0
37567,5.0
37568,0.0
37569,3.0
37570,0.0
37571,0.0
37572,7.0
37573,0.0
37574,3.0
37575,0.0
37576,1.0
37577,3.0
37578,0.0
37579,1.0
37580,1.0
37581,0.0
37582,1.0
37583,0.0
37584,7.0
37585,1.0
37586,2.0
37587,3.0
37588,3.0
37589,2.0
37590,6.0
37591,1.0
37592,0.0
37593,0.0
37594,1.0
37595,2.0
37596,2.0
37597,8.0
37598,2.0
37599,2.0
37600,0.0
37601,6.0
37602,5.0
37603,0.0
37604,6.0
37605,2.0
37606,0.0
37607,1.0
37608,0.0
37609,0.0
37610,6.0
37611,2.0
37612,0.0
37613,2.0
37614,0.0
37615,1.0
37616,1.0
37617,3.0
37618,3.0
37619,2.0
37620,1.0
37621,3.0
37622,3.0
37623,2.0
37624,1.0
37625,1.0
37626,0.0
37627,1.0
37628,0.0
37629,1.0
37630,2.0
37631,2.0
37632,0.0
37633,1.0
37634,1.0
37635,4.0
37636,4.0
37637,1.0
37638,1.0
37639,3.0
37640,0.0
37641,3.0
37642,3.0
37643,0.0
37644,1.0
37645,0.0
37646,2.0
37647,0.0
37648,5.0
37649,8.0
37650,0.0
37651,0.0
37652,1.0
37653,1.0
37654,1.0
37655,2.0
37656,0.0
37657,0.0
37658,1.0
37659,5.0
37660,1.0
37661,0.0
37662,1.0
37663,3.0
37664,1.0
37665,0.0
37666,0.0
37667,1.0
37668,1.0
37669,5.0
37670,0.0
37671,1.0
37672,2.0
37673,0.0
37674,0.0
37675,0.0
37676,0.0
37677,0.0
37678,2.0
37679,0.0
37680,2.0
37681,0.0
37682,1.0
37683,0.0
37684,0.0
37685,8.0
37686,0.0
37687,0.0
37688,1.0
37689,1.0
37690,0.0
37691,0.0
37692,2.0
37693,5.0
37694,2.0
37695,1.0
37696,0.0
37697,6.0
37698,0.0
37699,15.0
37700,0.0
37701,0.0
37702,0.0
37703,0.0
37704,1.0
37705,0.0
37706,1.0
37707,1.0
37708,0.0
37709,0.0
37710,0.0
37711,3.0
37712,0.0
37713,1.0
37714,2.0
37715,0.0
37716,4.0
37717,0.0
37718,1.0
37719,1.0
37720,0.0
37721,0.0
37722,4.0
37723,2.0
37724,2.0
37725,0.0
37726,3.0
37727,1.0
37728,0.0
37729,2.0
37730,0.0
37731,1.0
37732,0.0
37733,1.0
37734,0.0
37735,0.0
37736,1.0
37737,2.0
37738,0.0
37739,0.0
37740,3.0
37741,0.0
37742,0.0
37743,0.0
37744,1.0
37745,0.0
37746,0.0
37747,0.0
37748,0.0
37749,1.0
37750,1.0
37751,1.0
37752,0.0
37753,1.0
37754,0.0
37755,0.0
37756,1.0
37757,0.0
37758,0.0
37759,0.0
37760,1.0
37761,0.0
37762,2.0
37763,2.0
37764,0.0
37765,3.0
37766,0.0
37767,0.0
37768,0.0
37769,0.0
37770,0.0
37771,0.0
37772,2.0
37773,3.0
37774,0.0
37775,0.0
37776,1.0
37777,0.0
37778,0.0
37779,2.0
37780,0.0
37781,1.0
37782,0.0
37783,1.0
37784,1.0
37785,1.0
37786,0.0
37787,1.0
37788,0.0
37789,0.0
37790,2.0
37791,0.0
37792,1.0
37793,1.0
37794,0.0
37795,1.0
37796,2.0
37797,0.0
37798,0.0
37799,1.0
37800,0.0
37801,0.0
37802,4.0
37803,0.0
37804,0.0
37805,2.0
37806,0.0
37807,0.0
37808,5.0
37809,1.0
37810,1.0
37811,0.0
37812,3.0
37813,1.0
37814,1.0
37815,0.0
37816,2.0
37817,0.0
37818,1.0
37819,0.0
37820,1.0
37821,2.0
37822,0.0
37823,0.0
37824,0.0
37825,0.0
37826,0.0
37827,1.0
37828,2.0
37829,0.0
37830,0.0
37831,0.0
37832,0.0
37833,4.0
37834,5.0
37835,3.0
37836,0.0
37837,3.0
37838,2.0
37839,0.0
37840,1.0
37841,0.0
37842,0.0
37843,4.0
37844,0.0
37845,4.0
37846,1.0
37847,2.0
37848,0.0
37849,1.0
37850,1.0
37851,3.0
37852,1.0
37853,0.0
37854,7.0
37855,5.0
37856,1.0
37857,3.0
37858,3.0
37859,1.0
37860,2.0
37861,1.0
37862,1.0
37863,1.0
37864,3.0
37865,0.0
37866,5.0
37867,2.0
37868,0.0
37869,1.0
37870,2.0
37871,1.0
37872,1.0
37873,4.0
37874,1.0
37875,0.0
37876,0.0
37877,2.0
37878,3.0
37879,2.0
37880,7.0
37881,1.0
37882,2.0
37883,0.0
37884,2.0
37885,3.0
37886,5.0
37887,0.0
37888,1.0
37889,4.0
37890,5.0
37891,1.0
37892,0.0
37893,1.0
37894,0.0
37895,3.0
37896,0.0
37897,2.0
37898,2.0
37899,2.0
37900,1.0
37901,1.0
37902,0.0
37903,0.0
37904,0.0
37905,0.0
37906,0.0
37907,1.0
37908,7.0
37909,0.0
37910,2.0
37911,2.0
37912,8.0
37913,1.0
37914,0.0
37915,4.0
37916,4.0
37917,0.0
37918,0.0
37919,1.0
37920,1.0
37921,1.0
37922,0.0
37923,0.0
37924,4.0
37925,2.0
37926,0.0
37927,0.0
37928,0.0
37929,4.0
37930,4.0
37931,3.0
37932,2.0
37933,2.0
37934,1.0
37935,4.0
37936,2.0
37937,1.0
37938,0.0
37939,1.0
37940,8.0
37941,5.0
37942,1.0
37943,1.0
37944,3.0
37945,0.0
37946,7.0
37947,4.0
37948,6.0
37949,1.0
37950,6.0
37951,3.0
37952,0.0
37953,0.0
37954,5.0
37955,3.0
37956,0.0
37957,1.0
37958,1.0
37959,2.0
37960,0.0
37961,0.0
37962,2.0
37963,0.0
37964,4.0
37965,1.0
37966,2.0
37967,1.0
37968,4.0
37969,1.0
37970,0.0
37971,0.0
37972,2.0
37973,2.0
37974,0.0
37975,3.0
37976,6.0
37977,6.0
37978,2.0
37979,1.0
37980,6.0
37981,5.0
37982,10.0
37983,2.0
37984,1.0
37985,4.0
37986,8.0
37987,2.0
37988,12.0
37989,12.0
37990,2.0
37991,11.0
37992,0.0
37993,0.0
37994,12.0
37995,3.0
37996,9.0
37997,1.0
37998,3.0
37999,0.0
38000,1.0
38001,8.0
38002,2.0
38003,12.0
38004,0.0
38005,0.0
38006,1.0
38007,0.0
38008,3.0
38009,10.0
38010,1.0
38011,6.0
38012,2.0
38013,0.0
38014,4.0
38015,0.0
38016,1.0
38017,0.0
38018,13.0
38019,5.0
38020,0.0
38021,0.0
38022,1.0
38023,0.0
38024,0.0
38025,8.0
