,Adgrb1
6853,2.0
6854,5.0
6855,11.0
6856,0.0
6857,11.0
6858,1.0
6859,1.0
6860,0.0
6861,9.0
6862,1.0
6863,4.0
6864,5.0
6865,1.0
6866,2.0
6867,9.0
6868,2.0
6869,12.0
6870,0.0
6871,0.0
6872,13.0
6873,1.0
6874,17.0
6875,5.0
6876,9.0
6877,3.0
6878,3.0
6879,12.0
6880,10.0
6881,3.0
6882,0.0
6883,0.0
6884,4.0
6885,2.0
6886,1.0
6887,1.0
6888,3.0
6889,11.0
6890,12.0
6891,0.0
6892,1.0
6893,0.0
6894,21.0
6895,2.0
6896,3.0
6897,15.0
6898,2.0
6899,5.0
6900,2.0
6901,1.0
6902,8.0
6903,10.0
6904,7.0
6905,18.0
6906,5.0
6907,17.0
6908,16.0
6909,1.0
6910,0.0
6911,24.0
6912,1.0
6913,17.0
6914,20.0
6915,7.0
6916,15.0
6917,4.0
6918,3.0
6919,0.0
6920,5.0
6921,1.0
6922,29.0
6923,0.0
6924,0.0
6925,0.0
6926,2.0
6927,2.0
6928,18.0
6929,4.0
6930,3.0
6931,10.0
6932,0.0
6933,0.0
6934,0.0
6935,4.0
6936,1.0
6937,0.0
6938,7.0
6939,1.0
6940,0.0
6941,8.0
6942,14.0
6943,6.0
6944,10.0
6945,0.0
6946,29.0
6947,2.0
6948,2.0
6949,18.0
6950,9.0
6951,18.0
6952,5.0
6953,4.0
6954,0.0
6955,27.0
6956,3.0
6957,1.0
6958,3.0
6959,1.0
6960,16.0
6961,3.0
6962,22.0
6963,1.0
6964,0.0
6965,1.0
6966,1.0
6967,5.0
6968,6.0
6969,4.0
6970,3.0
6971,4.0
6972,0.0
6973,10.0
6974,0.0
6975,22.0
6976,0.0
6977,4.0
6978,1.0
6979,0.0
6980,3.0
6981,11.0
6982,1.0
6983,18.0
6984,16.0
6985,25.0
6986,34.0
6987,0.0
6988,7.0
6989,3.0
6990,8.0
6991,3.0
6992,2.0
6993,2.0
6994,0.0
6995,14.0
6996,0.0
6997,1.0
6998,22.0
6999,8.0
7000,20.0
7001,0.0
7002,7.0
7003,7.0
7004,4.0
7005,7.0
7006,9.0
7007,5.0
7008,3.0
7009,0.0
7010,7.0
7011,4.0
7012,6.0
7013,2.0
7014,2.0
7015,1.0
7016,0.0
7017,14.0
7018,18.0
7019,34.0
7020,6.0
7021,2.0
7022,0.0
7023,6.0
7024,9.0
7025,0.0
7026,0.0
7027,31.0
7028,1.0
7029,3.0
7030,4.0
7031,4.0
7032,14.0
7033,18.0
7034,13.0
7035,6.0
7036,0.0
7037,18.0
7038,0.0
7039,17.0
7040,10.0
7041,0.0
7042,9.0
7043,17.0
7044,4.0
7045,0.0
7046,1.0
7047,7.0
7048,0.0
7049,13.0
7050,0.0
7051,2.0
7052,4.0
7053,11.0
7054,13.0
7055,15.0
7056,25.0
7057,4.0
7058,6.0
7059,21.0
7060,1.0
7061,6.0
7062,2.0
7063,3.0
7064,6.0
7065,2.0
7066,2.0
7067,1.0
7068,43.0
7069,14.0
7070,5.0
7071,10.0
7072,13.0
7073,5.0
7074,16.0
7075,8.0
7076,0.0
7077,1.0
7078,2.0
7079,11.0
7080,9.0
7081,23.0
7082,2.0
7083,0.0
7084,21.0
7085,8.0
7086,4.0
7087,1.0
7088,2.0
7089,11.0
7090,0.0
7091,1.0
7092,12.0
7093,5.0
7094,2.0
7095,5.0
7096,13.0
7097,15.0
7098,0.0
7099,1.0
7100,12.0
7101,1.0
7102,3.0
7103,2.0
7104,0.0
7105,5.0
7106,5.0
7107,0.0
7108,15.0
7109,0.0
7110,0.0
7111,1.0
7112,1.0
7113,4.0
7114,17.0
7115,0.0
7116,0.0
7117,12.0
7118,0.0
7119,0.0
7120,0.0
7121,2.0
7122,0.0
7123,11.0
7124,3.0
7125,4.0
7126,3.0
7127,4.0
7128,5.0
7129,2.0
7130,0.0
7131,12.0
7132,8.0
7133,2.0
7134,1.0
7135,7.0
7136,12.0
7137,12.0
7138,11.0
7139,5.0
7140,2.0
7141,4.0
7142,0.0
7143,9.0
7144,1.0
7145,0.0
7146,15.0
7147,9.0
7148,1.0
7149,9.0
7150,14.0
7151,5.0
7152,1.0
7153,4.0
7154,0.0
7155,15.0
7156,2.0
7157,7.0
7158,0.0
7159,8.0
7160,5.0
7161,2.0
7162,9.0
7163,2.0
7164,10.0
7165,5.0
7166,10.0
7167,14.0
7168,3.0
7169,0.0
7170,1.0
7171,2.0
7172,7.0
7173,10.0
7174,3.0
7175,5.0
7176,16.0
7177,0.0
7178,11.0
7179,3.0
7180,0.0
7181,7.0
7182,21.0
7183,8.0
7184,6.0
7185,9.0
7186,12.0
7187,14.0
7188,3.0
7189,8.0
7190,1.0
7191,9.0
7192,3.0
7193,1.0
7194,0.0
7195,20.0
7196,11.0
7197,1.0
7198,10.0
7199,0.0
7200,2.0
7201,11.0
7202,0.0
7203,3.0
7204,15.0
7205,1.0
7206,4.0
7207,1.0
7208,5.0
7209,0.0
7210,22.0
7211,3.0
7212,0.0
7213,7.0
7214,5.0
7215,7.0
7216,3.0
7217,0.0
7218,3.0
7219,5.0
7220,5.0
7221,0.0
7222,0.0
7223,5.0
7224,4.0
7225,16.0
7226,19.0
7227,2.0
7228,7.0
7229,1.0
7230,11.0
7231,0.0
7232,4.0
7233,0.0
7234,4.0
7235,0.0
7236,0.0
7237,4.0
7238,16.0
7239,17.0
7240,1.0
7241,11.0
7242,4.0
7243,10.0
7244,5.0
7245,16.0
7246,15.0
7247,7.0
7248,8.0
7249,3.0
7250,6.0
7251,8.0
7252,13.0
7253,1.0
7254,2.0
7255,1.0
7256,3.0
7257,1.0
7258,9.0
7259,10.0
7260,6.0
7261,1.0
7262,2.0
7263,1.0
7264,9.0
7265,3.0
7266,0.0
7267,3.0
7268,0.0
7269,1.0
7270,17.0
7271,12.0
7272,11.0
7273,12.0
7274,0.0
7275,19.0
7276,4.0
7277,2.0
7278,1.0
7279,6.0
7280,0.0
7281,12.0
7282,6.0
7283,1.0
7284,9.0
7285,3.0
7286,5.0
7287,3.0
7288,4.0
7289,0.0
7290,16.0
7291,1.0
7292,11.0
7293,0.0
7294,9.0
7295,4.0
7296,9.0
7297,9.0
7298,9.0
7299,11.0
7300,0.0
7301,8.0
7302,3.0
7303,0.0
7304,3.0
7305,0.0
7306,0.0
7307,0.0
7308,7.0
7309,0.0
7310,1.0
7311,3.0
7312,0.0
7313,4.0
7314,3.0
7315,4.0
7316,0.0
7317,0.0
7318,4.0
7319,0.0
7320,8.0
7321,7.0
7322,1.0
7323,5.0
7324,0.0
7325,9.0
7326,12.0
7327,9.0
7328,0.0
7329,2.0
7330,1.0
7331,15.0
7332,11.0
7333,1.0
7334,9.0
7335,0.0
7336,6.0
7337,10.0
7338,6.0
7339,14.0
7340,0.0
7341,5.0
7342,0.0
7343,7.0
7344,3.0
7345,11.0
7346,6.0
7347,2.0
7348,8.0
7349,16.0
7350,8.0
7351,2.0
7352,2.0
7353,5.0
7354,1.0
7355,0.0
7356,11.0
7357,12.0
7358,1.0
7359,1.0
7360,11.0
7361,6.0
7362,10.0
7363,1.0
7364,4.0
7365,4.0
7366,7.0
7367,7.0
7368,0.0
7369,10.0
7370,0.0
7371,0.0
7372,6.0
7373,1.0
7374,2.0
7375,4.0
7376,3.0
7377,9.0
7378,0.0
7379,15.0
7380,10.0
7381,0.0
7382,0.0
7383,2.0
7384,2.0
7385,7.0
7386,2.0
7387,6.0
7388,14.0
7389,8.0
7390,2.0
7391,0.0
7392,5.0
7393,0.0
7394,2.0
7395,0.0
7396,1.0
7397,0.0
7398,0.0
7399,9.0
7400,6.0
7401,1.0
7402,11.0
7403,6.0
7404,11.0
7405,0.0
7406,2.0
7407,11.0
7408,4.0
7409,9.0
7410,0.0
7411,6.0
7412,12.0
7413,6.0
7414,14.0
7415,11.0
7416,9.0
7417,0.0
7418,0.0
7419,12.0
7420,8.0
7421,1.0
7422,2.0
7423,0.0
7424,0.0
7425,12.0
7426,15.0
7427,13.0
7428,1.0
7429,1.0
7430,7.0
7431,0.0
7432,5.0
7433,10.0
7434,12.0
7435,19.0
7436,2.0
7437,4.0
7438,1.0
7439,2.0
7440,4.0
7441,8.0
7442,12.0
7443,1.0
7444,15.0
7445,8.0
7446,2.0
7447,1.0
7448,4.0
7449,3.0
7450,8.0
7451,10.0
7452,13.0
7453,0.0
7454,17.0
7455,9.0
7456,0.0
7457,8.0
7458,6.0
7459,7.0
7460,0.0
7461,7.0
7462,4.0
7463,2.0
7464,0.0
7465,0.0
7466,0.0
7467,4.0
7468,8.0
7469,7.0
7470,12.0
7471,7.0
7472,6.0
7473,0.0
7474,8.0
7475,6.0
7476,1.0
7477,1.0
7478,12.0
7479,5.0
7480,16.0
7481,10.0
7482,6.0
7483,8.0
7484,15.0
7485,5.0
7486,20.0
7487,2.0
7488,0.0
7489,5.0
7490,0.0
7491,12.0
7492,10.0
7493,4.0
7494,12.0
7495,3.0
7496,9.0
7497,1.0
7498,2.0
7499,3.0
7500,12.0
7501,0.0
7502,5.0
7503,3.0
7504,6.0
7505,1.0
7506,2.0
7507,0.0
7508,7.0
7509,8.0
7510,5.0
7511,6.0
7512,6.0
7513,12.0
7514,10.0
7515,1.0
7516,10.0
7517,14.0
7518,5.0
7519,2.0
7520,2.0
7521,1.0
7522,9.0
7523,7.0
7524,8.0
7525,0.0
7526,1.0
7527,11.0
7528,10.0
7529,13.0
7530,2.0
7531,4.0
7532,0.0
7533,0.0
7534,5.0
7535,10.0
7536,17.0
7537,19.0
7538,4.0
7539,13.0
7540,1.0
7541,8.0
7542,2.0
7543,0.0
7544,13.0
7545,10.0
7546,1.0
7547,4.0
7548,1.0
7549,3.0
7550,10.0
7551,11.0
7552,0.0
7553,3.0
7554,11.0
7555,0.0
7556,10.0
7557,7.0
7558,8.0
7559,14.0
7560,3.0
7561,3.0
7562,0.0
7563,0.0
7564,1.0
7565,12.0
7566,0.0
7567,0.0
7568,1.0
7569,1.0
7570,19.0
7571,0.0
7572,4.0
7573,7.0
7574,6.0
7575,8.0
7576,1.0
7577,8.0
7578,3.0
7579,8.0
7580,11.0
7581,3.0
7582,3.0
7583,10.0
7584,2.0
7585,16.0
7586,1.0
7587,2.0
7588,3.0
7589,8.0
7590,9.0
7591,5.0
7592,1.0
7593,12.0
7594,0.0
7595,6.0
7596,6.0
7597,2.0
7598,3.0
7599,15.0
7600,4.0
7601,5.0
7602,6.0
7603,0.0
7604,10.0
7605,1.0
7606,7.0
7607,3.0
7608,9.0
7609,0.0
7610,6.0
7611,8.0
7612,4.0
7613,11.0
7614,4.0
7615,0.0
7616,1.0
7617,8.0
7618,9.0
7619,9.0
7620,0.0
7621,7.0
7622,4.0
7623,2.0
7624,1.0
7625,0.0
7626,6.0
7627,6.0
7628,15.0
7629,1.0
7630,0.0
7631,11.0
7632,11.0
7633,0.0
7634,4.0
7635,9.0
7636,1.0
7637,6.0
7638,9.0
7639,13.0
7640,1.0
7641,5.0
7642,6.0
7643,8.0
7644,4.0
7645,1.0
7646,7.0
7647,7.0
7648,1.0
7649,5.0
7650,2.0
7651,2.0
7652,9.0
7653,13.0
7654,5.0
7655,7.0
7656,0.0
7657,0.0
7658,0.0
7659,8.0
7660,2.0
7661,1.0
7662,6.0
7663,1.0
7664,0.0
7665,0.0
7666,2.0
7667,7.0
7668,10.0
7669,0.0
7670,10.0
7671,10.0
7672,3.0
7673,8.0
7674,5.0
7675,3.0
7676,2.0
7677,8.0
7678,0.0
7679,12.0
7680,2.0
7681,0.0
7682,0.0
7683,6.0
7684,10.0
7685,11.0
7686,12.0
7687,0.0
7688,1.0
7689,2.0
7690,4.0
7691,1.0
7692,1.0
7693,19.0
7694,3.0
7695,17.0
7696,1.0
7697,1.0
7698,0.0
7699,5.0
7700,10.0
7701,8.0
7702,5.0
7703,13.0
7704,1.0
7705,4.0
7706,13.0
7707,0.0
7708,0.0
7709,12.0
7710,10.0
7711,7.0
7712,4.0
7713,6.0
7714,12.0
7715,2.0
7716,0.0
7717,7.0
7718,1.0
7719,15.0
7720,4.0
7721,13.0
7722,1.0
7723,10.0
7724,4.0
7725,2.0
7726,6.0
7727,6.0
7728,4.0
7729,0.0
7730,7.0
7731,13.0
7732,9.0
7733,1.0
7734,5.0
7735,1.0
7736,7.0
7737,9.0
7738,5.0
7739,6.0
7740,12.0
7741,3.0
7742,15.0
7743,10.0
7744,7.0
7745,2.0
7746,0.0
7747,0.0
7748,14.0
7749,0.0
7750,7.0
7751,11.0
7752,0.0
7753,4.0
7754,1.0
7755,4.0
7756,4.0
7757,0.0
7758,1.0
7759,2.0
7760,9.0
7761,10.0
7762,2.0
7763,17.0
7764,8.0
7765,8.0
7766,13.0
7767,12.0
7768,17.0
7769,0.0
7770,0.0
7771,0.0
7772,0.0
7773,9.0
7774,1.0
7775,7.0
7776,2.0
7777,0.0
7778,10.0
7779,0.0
7780,4.0
7781,5.0
7782,3.0
7783,6.0
7784,0.0
7785,0.0
7786,0.0
7787,8.0
7788,9.0
7789,6.0
7790,0.0
7791,0.0
7792,1.0
7793,1.0
7794,13.0
7795,1.0
7796,0.0
7797,3.0
7798,0.0
7799,7.0
7800,11.0
7801,12.0
7802,7.0
7803,16.0
7804,11.0
7805,3.0
7806,9.0
7807,0.0
7808,12.0
7809,8.0
7810,6.0
7811,0.0
7812,7.0
7813,13.0
7814,0.0
7815,0.0
7816,7.0
7817,1.0
7818,3.0
7819,3.0
7820,0.0
7821,21.0
7822,0.0
7823,0.0
7824,2.0
7825,0.0
7826,1.0
7827,3.0
7828,6.0
7829,2.0
7830,4.0
7831,1.0
7832,11.0
7833,10.0
7834,1.0
7835,5.0
7836,0.0
7837,0.0
7838,5.0
7839,4.0
7840,10.0
7841,15.0
7842,9.0
7843,3.0
7844,2.0
7845,0.0
7846,3.0
7847,2.0
7848,17.0
7849,8.0
7850,1.0
7851,9.0
7852,13.0
7853,0.0
7854,16.0
7855,6.0
7856,0.0
7857,0.0
7858,1.0
7859,5.0
7860,11.0
7861,10.0
7862,12.0
7863,5.0
7864,1.0
7865,0.0
7866,8.0
7867,0.0
7868,5.0
7869,9.0
7870,0.0
7871,0.0
7872,1.0
7873,0.0
7874,0.0
7875,0.0
7876,7.0
7877,1.0
7878,0.0
7879,1.0
7880,13.0
7881,1.0
7882,1.0
7883,0.0
7884,0.0
7885,5.0
7886,5.0
7887,10.0
7888,0.0
7889,7.0
7890,0.0
7891,12.0
7892,4.0
7893,8.0
7894,1.0
7895,5.0
7896,0.0
7897,10.0
7898,3.0
7899,6.0
7900,0.0
7901,1.0
7902,7.0
7903,0.0
7904,1.0
7905,0.0
7906,2.0
7907,0.0
7908,4.0
7909,2.0
7910,7.0
7911,0.0
7912,6.0
7913,0.0
7914,0.0
7915,1.0
7916,0.0
7917,6.0
7918,1.0
7919,2.0
7920,8.0
7921,6.0
7922,5.0
7923,15.0
7924,0.0
7925,0.0
7926,10.0
7927,9.0
7928,4.0
7929,0.0
7930,1.0
7931,15.0
7932,1.0
7933,6.0
7934,0.0
7935,0.0
7936,0.0
7937,0.0
7938,1.0
7939,0.0
7940,1.0
7941,8.0
7942,0.0
7943,5.0
7944,4.0
7945,5.0
7946,4.0
7947,11.0
7948,4.0
7949,1.0
7950,2.0
7951,1.0
7952,0.0
7953,0.0
7954,1.0
7955,6.0
7956,1.0
7957,6.0
7958,0.0
7959,0.0
7960,11.0
7961,8.0
7962,3.0
7963,12.0
7964,1.0
7965,0.0
7966,4.0
7967,1.0
7968,6.0
7969,0.0
7970,8.0
7971,7.0
7972,7.0
7973,8.0
7974,4.0
7975,0.0
7976,2.0
7977,5.0
7978,0.0
7979,17.0
7980,14.0
7981,6.0
7982,1.0
7983,2.0
7984,4.0
7985,16.0
7986,8.0
7987,2.0
7988,16.0
7989,3.0
7990,0.0
7991,2.0
7992,2.0
7993,3.0
7994,4.0
7995,9.0
7996,1.0
7997,7.0
7998,2.0
7999,0.0
8000,3.0
8001,9.0
8002,0.0
8003,0.0
8004,7.0
8005,10.0
8006,1.0
8007,0.0
8008,0.0
8009,0.0
8010,10.0
8011,0.0
8012,0.0
8013,0.0
8014,0.0
8015,4.0
8016,6.0
8017,1.0
8018,3.0
8019,4.0
8020,3.0
8021,8.0
8022,1.0
8023,4.0
8024,8.0
8025,1.0
8026,9.0
8027,14.0
8028,3.0
8029,3.0
8030,1.0
8031,6.0
8032,3.0
8033,0.0
8034,8.0
8035,7.0
8036,5.0
8037,7.0
8038,3.0
8039,0.0
8040,11.0
8041,12.0
8042,11.0
8043,1.0
8044,0.0
8045,3.0
8046,1.0
8047,1.0
8048,8.0
8049,3.0
8050,7.0
8051,9.0
8052,2.0
8053,0.0
8054,4.0
8055,0.0
8056,3.0
8057,0.0
8058,20.0
8059,15.0
8060,1.0
8061,0.0
8062,0.0
8063,2.0
8064,8.0
8065,0.0
8066,4.0
8067,3.0
8068,3.0
8069,1.0
8070,4.0
8071,1.0
8072,0.0
8073,3.0
8074,1.0
8075,0.0
8076,3.0
8077,1.0
8078,9.0
8079,1.0
8080,8.0
8081,10.0
8082,7.0
8083,13.0
8084,12.0
8085,0.0
8086,0.0
8087,1.0
8088,11.0
8089,2.0
8090,8.0
8091,1.0
8092,9.0
8093,0.0
8094,7.0
8095,0.0
8096,9.0
8097,8.0
8098,3.0
8099,7.0
8100,12.0
8101,4.0
8102,3.0
8103,2.0
8104,9.0
8105,3.0
8106,2.0
8107,15.0
8108,0.0
8109,1.0
8110,2.0
8111,4.0
8112,3.0
8113,4.0
8114,0.0
8115,12.0
8116,5.0
8117,4.0
8118,15.0
8119,7.0
8120,7.0
8121,9.0
8122,4.0
8123,3.0
8124,1.0
8125,0.0
8126,6.0
8127,10.0
8128,1.0
8129,4.0
8130,1.0
8131,1.0
8132,5.0
8133,4.0
8134,1.0
8135,3.0
8136,1.0
8137,3.0
8138,2.0
8139,2.0
8140,6.0
8141,2.0
8142,6.0
8143,9.0
8144,4.0
8145,0.0
8146,20.0
8147,6.0
8148,0.0
8149,1.0
8150,13.0
8151,1.0
8152,1.0
8153,0.0
8154,4.0
8155,2.0
8156,2.0
8157,5.0
8158,0.0
8159,1.0
8160,2.0
8161,6.0
8162,6.0
8163,1.0
8164,3.0
8165,14.0
8166,11.0
8167,10.0
8168,6.0
8169,2.0
8170,11.0
8171,5.0
8172,0.0
8173,1.0
8174,7.0
8175,0.0
8176,5.0
8177,1.0
8178,6.0
8179,5.0
8180,10.0
8181,10.0
8182,1.0
8183,6.0
8184,3.0
8185,10.0
8186,0.0
8187,0.0
8188,6.0
8189,18.0
8190,2.0
8191,4.0
8192,7.0
8193,5.0
8194,3.0
8195,9.0
8196,10.0
8197,2.0
8198,6.0
8199,1.0
8200,6.0
8201,0.0
8202,2.0
8203,0.0
8204,7.0
8205,5.0
8206,0.0
8207,4.0
8208,6.0
8209,1.0
8210,10.0
8211,7.0
8212,8.0
8213,0.0
8214,4.0
8215,9.0
8216,6.0
8217,5.0
8218,8.0
8219,3.0
8220,5.0
8221,5.0
8222,7.0
8223,2.0
8224,3.0
8225,3.0
8226,1.0
8227,2.0
8228,0.0
8229,6.0
8230,4.0
8231,2.0
8232,12.0
8233,1.0
8234,7.0
8235,3.0
8236,19.0
8237,13.0
8238,1.0
8239,8.0
8240,2.0
8241,8.0
8242,7.0
8243,1.0
8244,13.0
8245,11.0
8246,6.0
8247,1.0
8248,2.0
8249,5.0
8250,10.0
8251,5.0
8252,1.0
8253,2.0
8254,4.0
8255,15.0
8256,8.0
8257,8.0
8258,7.0
8259,4.0
8260,2.0
8261,1.0
8262,4.0
8263,3.0
8264,0.0
8265,2.0
8266,3.0
8267,2.0
8268,4.0
8269,5.0
8270,7.0
8271,1.0
8272,5.0
8273,7.0
8274,7.0
8275,9.0
8276,8.0
8277,2.0
8278,0.0
8279,6.0
8280,6.0
8281,6.0
8282,4.0
8283,5.0
8284,7.0
8285,0.0
8286,11.0
8287,14.0
8288,7.0
8289,14.0
8290,11.0
8291,9.0
8292,5.0
8293,10.0
8294,11.0
8295,0.0
8296,0.0
8297,7.0
8298,11.0
8299,17.0
8300,0.0
8301,4.0
8302,8.0
8303,1.0
8304,14.0
8305,0.0
8306,6.0
8307,3.0
8308,1.0
8309,2.0
8310,13.0
8311,11.0
8312,1.0
8313,10.0
8314,0.0
8315,0.0
8316,10.0
8317,9.0
8318,8.0
8319,1.0
8320,13.0
8321,2.0
8322,2.0
8323,3.0
8324,20.0
8325,10.0
8326,8.0
8327,7.0
8328,0.0
8329,2.0
8330,7.0
8331,4.0
8332,0.0
8333,0.0
8334,0.0
8335,1.0
8336,11.0
8337,2.0
8338,14.0
8339,1.0
8340,6.0
8341,3.0
8342,2.0
8343,8.0
8344,6.0
8345,0.0
8346,8.0
8347,7.0
8348,1.0
8349,3.0
8350,9.0
8351,10.0
8352,2.0
8353,5.0
8354,2.0
8355,4.0
8356,2.0
8357,10.0
8358,9.0
8359,12.0
8360,8.0
8361,10.0
8362,12.0
8363,8.0
8364,3.0
8365,0.0
8366,4.0
8367,5.0
8368,11.0
8369,0.0
8370,8.0
8371,10.0
8372,18.0
8373,2.0
8374,9.0
8375,5.0
8376,1.0
8377,2.0
8378,6.0
8379,0.0
8380,6.0
8381,9.0
8382,5.0
8383,0.0
8384,0.0
8385,3.0
8386,6.0
8387,1.0
8388,0.0
8389,1.0
8390,7.0
8391,14.0
8392,16.0
8393,10.0
8394,0.0
8395,5.0
8396,9.0
8397,0.0
8398,4.0
8399,6.0
8400,2.0
8401,2.0
8402,4.0
8403,3.0
8404,2.0
8405,7.0
8406,6.0
8407,18.0
8408,2.0
8409,7.0
8410,1.0
8411,0.0
8412,8.0
8413,15.0
8414,11.0
8415,1.0
8416,18.0
8417,1.0
8418,3.0
8419,6.0
8420,6.0
8421,3.0
8422,21.0
8423,7.0
8424,12.0
8425,0.0
8426,9.0
8427,4.0
8428,1.0
8429,4.0
8430,3.0
8431,3.0
8432,0.0
8433,13.0
8434,3.0
8435,4.0
8436,21.0
8437,6.0
8438,4.0
8439,22.0
8440,0.0
8441,16.0
8442,0.0
8443,2.0
8444,0.0
8445,3.0
8446,9.0
8447,8.0
8448,5.0
8449,0.0
8450,5.0
8451,4.0
8452,3.0
8453,6.0
8454,7.0
8455,2.0
8456,1.0
8457,10.0
8458,8.0
8459,3.0
8460,5.0
8461,12.0
8462,9.0
8463,8.0
8464,7.0
8465,4.0
8466,12.0
8467,7.0
8468,1.0
8469,6.0
8470,1.0
8471,18.0
8472,4.0
8473,1.0
8474,0.0
8475,7.0
8476,8.0
8477,4.0
8478,4.0
8479,5.0
8480,4.0
8481,15.0
8482,0.0
8483,5.0
8484,7.0
8485,4.0
8486,14.0
8487,5.0
8488,2.0
8489,2.0
8490,5.0
8491,19.0
8492,0.0
8493,0.0
8494,3.0
8495,7.0
8496,4.0
8497,2.0
8498,2.0
8499,21.0
8500,2.0
8501,0.0
8502,0.0
8503,4.0
8504,0.0
8505,6.0
8506,1.0
8507,1.0
8508,10.0
8509,9.0
8510,7.0
8511,0.0
8512,0.0
8513,10.0
8514,15.0
8515,24.0
8516,3.0
8517,5.0
8518,2.0
8519,6.0
8520,5.0
8521,28.0
8522,19.0
8523,0.0
8524,11.0
8525,11.0
8526,1.0
8527,5.0
8528,0.0
8529,7.0
8530,11.0
8531,2.0
8532,30.0
8533,0.0
8534,16.0
8535,18.0
8536,1.0
8537,2.0
8538,0.0
8539,3.0
8540,12.0
8541,6.0
8542,20.0
8543,0.0
8544,0.0
8545,6.0
8546,14.0
8547,26.0
8548,2.0
8549,16.0
8550,9.0
8551,8.0
8552,28.0
8553,8.0
8554,0.0
8555,7.0
8556,17.0
8557,13.0
8558,3.0
8559,3.0
8560,10.0
8561,8.0
8562,3.0
8563,1.0
8564,27.0
8565,9.0
8566,12.0
8567,0.0
8568,7.0
8569,3.0
8570,18.0
8571,0.0
8572,14.0
8573,1.0
8574,0.0
8575,0.0
8576,4.0
8577,1.0
8578,12.0
8579,8.0
8580,8.0
8581,5.0
8582,0.0
8583,3.0
8584,11.0
8585,25.0
8586,1.0
8587,4.0
8588,9.0
8589,4.0
8590,11.0
8591,11.0
8592,5.0
8593,0.0
8594,7.0
8595,0.0
8596,2.0
8597,2.0
8598,2.0
8599,3.0
8600,14.0
8601,7.0
8602,2.0
8603,26.0
8604,11.0
8605,2.0
8606,2.0
8607,0.0
8608,6.0
8609,3.0
8610,9.0
8611,10.0
8612,22.0
8613,9.0
8614,0.0
8615,2.0
8616,2.0
8617,4.0
8618,5.0
8619,9.0
8620,7.0
8621,1.0
8622,10.0
8623,7.0
8624,3.0
8625,2.0
8626,17.0
8627,16.0
8628,3.0
8629,0.0
8630,17.0
8631,0.0
8632,16.0
8633,8.0
8634,19.0
8635,8.0
8636,4.0
8637,9.0
8638,10.0
8639,11.0
8640,1.0
8641,13.0
8642,1.0
8643,2.0
8644,2.0
8645,5.0
8646,1.0
8647,12.0
8648,10.0
8649,0.0
8650,7.0
8651,5.0
8652,14.0
8653,5.0
8654,4.0
8655,1.0
8656,3.0
8657,1.0
8658,5.0
8659,0.0
8660,3.0
8661,6.0
8662,13.0
8663,10.0
8664,13.0
8665,0.0
8666,5.0
8667,0.0
8668,8.0
8669,0.0
8670,7.0
8671,11.0
8672,0.0
8673,0.0
8674,5.0
8675,15.0
8676,15.0
8677,0.0
8678,0.0
8679,8.0
8680,10.0
8681,4.0
8682,0.0
8683,12.0
8684,7.0
8685,3.0
8686,8.0
8687,2.0
8688,4.0
8689,0.0
8690,5.0
8691,11.0
8692,0.0
8693,15.0
8694,3.0
8695,0.0
8696,6.0
8697,2.0
8698,7.0
8699,4.0
8700,8.0
8701,0.0
8702,6.0
8703,6.0
8704,4.0
8705,2.0
8706,10.0
8707,1.0
8708,4.0
8709,0.0
8710,3.0
8711,4.0
8712,9.0
8713,8.0
8714,7.0
8715,3.0
8716,1.0
8717,2.0
8718,6.0
8719,0.0
8720,0.0
8721,5.0
8722,5.0
8723,1.0
8724,4.0
8725,4.0
8726,12.0
8727,4.0
8728,4.0
8729,10.0
8730,9.0
8731,1.0
8732,0.0
8733,0.0
8734,1.0
8735,2.0
8736,4.0
8737,5.0
8738,8.0
8739,1.0
8740,0.0
8741,3.0
8742,2.0
8743,1.0
8744,4.0
8745,1.0
8746,4.0
8747,2.0
8748,13.0
8749,0.0
8750,0.0
8751,7.0
8752,2.0
8753,7.0
8754,6.0
8755,7.0
8756,3.0
8757,0.0
8758,2.0
8759,0.0
8760,1.0
8761,8.0
8762,4.0
8763,2.0
8764,11.0
8765,1.0
8766,7.0
8767,4.0
8768,8.0
8769,9.0
8770,0.0
8771,8.0
8772,7.0
8773,4.0
8774,0.0
8775,0.0
8776,4.0
8777,5.0
8778,0.0
8779,3.0
8780,4.0
8781,0.0
8782,3.0
8783,6.0
8784,7.0
8785,1.0
8786,14.0
8787,1.0
8788,12.0
8789,2.0
8790,2.0
8791,6.0
8792,3.0
8793,4.0
8794,4.0
8795,3.0
8796,0.0
8797,1.0
8798,1.0
8799,2.0
8800,2.0
8801,1.0
8802,0.0
8803,11.0
8804,4.0
8805,8.0
8806,0.0
8807,0.0
8808,2.0
8809,5.0
8810,1.0
8811,16.0
8812,0.0
8813,9.0
8814,2.0
8815,2.0
8816,2.0
8817,2.0
8818,12.0
8819,0.0
8820,6.0
8821,11.0
8822,0.0
8823,1.0
8824,2.0
8825,0.0
8826,0.0
8827,8.0
8828,10.0
8829,3.0
8830,0.0
8831,9.0
8832,3.0
8833,5.0
8834,6.0
8835,12.0
8836,8.0
8837,5.0
8838,5.0
8839,0.0
8840,4.0
8841,9.0
8842,6.0
8843,15.0
8844,1.0
8845,8.0
8846,13.0
8847,0.0
8848,0.0
8849,2.0
8850,1.0
